student_id,user_id,group_id
470,886,14
471,35,14
472,852,15
473,420,15
474,849,15
475,662,15
476,616,15
477,492,15
478,470,15
479,614,15
480,658,15
481,792,15
482,884,15
483,284,15
484,713,15
485,319,15
486,154,16
487,781,16
488,522,16
489,831,16
490,748,16
491,862,16
492,940,16
493,868,16
494,613,16
495,138,16
496,864,16
497,430,16
498,733,16
499,680,16
500,389,16
501,310,16
502,499,16
503,630,16
504,258,16
505,108,16
506,49,16
507,182,16
508,834,16
509,0,16
510,29,16
511,254,16
512,299,16
513,320,16
514,425,16
515,627,16
516,179,16
517,250,16
518,315,16
519,751,16
520,970,16
521,526,16
522,671,16
523,155,16
524,441,16
525,629,16
526,47,16
527,966,16
528,153,16
529,443,16
530,148,16
531,802,16
532,979,16
533,933,16
534,527,16
535,307,16
536,814,16
537,151,16
538,925,16
539,596,17
540,896,17
541,970,17
542,850,17
543,775,17
544,44,17
545,295,17
546,331,17
547,243,17
548,429,17
549,267,17
550,550,17
551,635,17
552,779,17
553,158,17
554,210,17
555,86,17
556,410,17
557,332,17
558,629,17
559,489,17
560,81,17
561,34,17
562,947,17
563,972,17
564,291,17
565,923,17
566,446,17
567,742,17
568,341,17
569,130,17
570,238,17
571,560,17
572,230,17
573,763,17
574,595,17
575,516,17
576,202,17
577,445,17
578,592,17
579,29,17
580,906,17
581,103,17
582,150,17
583,470,17
584,315,17
585,677,17
586,540,17
587,660,17
588,468,17
589,454,17
590,339,18
591,751,18
592,870,18
593,78,18
594,921,18
595,93,18
596,347,18
597,399,18
598,784,18
599,932,18
600,589,18
601,343,18
602,386,18
603,159,18
604,489,18
605,181,18
606,861,18
607,708,18
608,464,18
609,345,18
610,653,18
611,370,18
612,462,18
613,812,18
614,808,18
615,472,18
616,103,18
617,133,18
618,975,18
619,263,18
620,428,18
621,696,18
622,312,18
623,453,18
624,548,18
625,458,18
626,982,18
627,668,18
628,353,18
629,675,18
630,411,18
631,552,19
632,137,19
633,397,19
634,352,19
635,210,19
636,364,19
637,681,19
638,151,19
639,119,19
640,9,19
641,971,19
642,903,19
643,958,19
644,384,19
645,452,19
646,851,19
647,921,19
648,583,19
649,7,19
650,13,19
651,667,19
652,854,19
653,395,19
654,308,19
655,98,19
656,334,19
657,869,19
658,602,19
659,682,19
660,315,19
661,275,19
662,853,19
663,73,19
664,504,19
665,617,19
666,791,19
667,798,19
668,380,19
669,463,19
670,414,20
671,906,20
672,383,20
673,833,20
674,392,20
675,358,20
676,124,20
677,144,20
678,463,20
679,533,20
680,527,20
681,729,20
682,899,20
683,251,20
684,801,20
685,873,20
686,577,20
687,234,20
688,448,20
689,33,20
690,84,20
691,431,20
692,457,20
693,716,20
694,628,20
695,599,20
696,895,20
697,183,20
698,922,21
699,291,21
700,716,21
701,88,21
702,845,21
703,565,21
704,289,21
705,687,21
706,698,21
707,143,21
708,664,21
709,761,21
710,178,21
711,368,21
712,455,21
713,872,21
714,475,21
715,971,22
716,269,22
717,25,22
718,751,22
719,692,22
720,835,22
721,901,22
722,794,22
723,672,22
724,720,22
725,232,22
726,755,22
727,453,22
728,328,22
729,712,22
730,990,22
731,973,22
732,384,22
733,684,22
734,593,22
735,766,22
736,443,22
737,131,22
738,289,22
739,44,22
740,865,22
741,779,22
742,655,22
743,883,22
744,614,22
745,830,22
746,966,22
747,479,22
748,781,22
749,234,22
750,780,22
751,765,22
752,718,22
753,490,22
754,155,22
755,527,22
756,156,22
757,703,22
758,345,22
759,288,22
760,314,23
761,529,23
762,344,23
763,49,23
764,434,23
765,204,23
766,459,23
767,870,23
768,127,23
769,902,23
770,873,23
771,674,23
772,971,23
773,898,23
774,992,23
775,423,23
776,70,23
777,436,23
778,498,23
779,872,23
780,532,23
781,625,23
782,650,23
783,592,23
784,656,23
785,504,23
786,295,23
787,949,23
788,228,23
789,308,23
790,243,23
791,230,23
792,512,23
793,858,23
794,103,23
795,836,23
796,82,23
797,998,23
798,755,23
799,595,23
800,968,24
801,686,24
802,736,24
803,199,24
804,813,24
805,567,24
806,450,24
807,235,24
808,803,24
809,207,25
810,527,25
811,139,25
812,910,25
813,144,25
814,884,25
815,406,25
816,463,25
817,258,25
818,57,26
819,655,26
820,492,26
821,497,26
822,730,26
823,668,26
824,906,26
825,85,26
826,829,26
827,502,26
828,489,26
829,766,26
830,23,26
831,132,26
832,903,26
833,818,26
834,201,26
835,583,26
836,180,26
837,480,26
838,196,26
839,317,26
840,631,26
841,305,26
842,789,26
843,358,26
844,451,26
845,636,26
846,73,26
847,531,26
848,755,26
849,0,26
850,650,26
851,806,26
852,47,26
853,915,26
854,477,26
855,733,26
856,835,26
857,683,27
858,646,27
859,235,27
860,200,27
861,901,27
862,0,27
863,815,27
864,287,27
865,323,27
866,868,27
867,653,27
868,661,27
869,352,27
870,82,27
871,468,27
872,409,27
873,935,27
874,912,27
875,130,27
876,83,27
877,578,28
878,787,28
879,625,28
880,658,28
881,146,28
882,18,28
883,340,28
884,329,28
885,843,28
886,323,28
887,383,28
888,943,28
889,119,28
890,280,28
891,190,28
892,318,28
893,438,28
894,249,28
895,244,28
896,99,28
897,976,29
898,560,29
899,723,29
900,175,29
901,440,29
902,923,29
903,904,29
904,9,29
905,421,29
906,520,29
907,879,29
908,949,29
909,656,29
910,922,29
911,362,29
912,640,29
913,86,29
914,535,29
915,729,30
916,306,30
917,365,30
918,292,30
919,133,30
920,701,30
921,410,30
922,384,30
923,2,30
924,275,30
925,568,30
926,242,30
927,232,30
928,586,30
929,550,30
930,688,30
931,509,30
932,875,30
933,47,30
934,337,30
935,367,30
936,124,30
937,103,30
938,398,30
939,954,30
940,140,30
941,945,30
942,369,30
943,346,30
944,392,30
945,481,31
946,599,31
947,92,31
948,23,31
949,322,31
950,525,31
951,874,31
952,535,31
953,515,31
954,11,31
955,381,31
956,493,31
957,248,32
958,72,32
959,665,32
960,537,32
961,495,32
962,173,32
963,39,32
964,743,32
965,866,32
966,170,32
967,549,32
968,772,32
969,311,32
970,509,32
971,81,32
972,2,32
973,745,32
974,393,32
975,15,32
976,130,32
977,972,32
978,132,32
979,525,32
980,703,32
981,37,32
982,504,32
983,846,32
984,720,32
985,267,32
986,332,32
987,667,32
988,690,32
989,536,32
990,273,32
991,457,32
992,386,32
993,528,32
994,861,32
995,946,32
996,247,32
997,374,32
998,592,32
999,903,32
1000,76,32
1001,274,32
1002,634,32
1003,145,33
1004,806,33
1005,466,33
1006,629,33
1007,79,33
1008,227,33
1009,820,33
1010,62,33
1011,868,33
1012,125,33
1013,759,33
1014,514,33
1015,659,33
1016,829,33
1017,271,33
1018,909,33
1019,231,33
1020,138,33
1021,24,33
1022,207,33
1023,25,33
1024,68,33
1025,983,33
1026,43,33
1027,365,33
1028,872,33
1029,350,33
1030,316,33
1031,661,33
1032,634,33
1033,575,33
1034,519,34
1035,393,34
1036,161,34
1037,525,34
1038,237,34
1039,530,34
1040,466,34
1041,885,34
1042,965,34
1043,921,34
1044,311,34
1045,446,34
1046,145,34
1047,82,34
1048,33,34
1049,354,34
1050,288,34
1051,547,34
1052,439,34
1053,536,34
1054,647,34
1055,232,34
1056,124,34
1057,998,34
1058,526,34
1059,10,34
1060,352,34
1061,640,34
1062,959,34
1063,901,34
1064,172,34
1065,433,34
1066,372,34
1067,316,34
1068,36,34
1069,751,34
1070,94,34
1071,743,34
1072,966,34
1073,988,34
1074,882,34
1075,511,34
1076,149,35
1077,783,35
1078,328,35
1079,734,35
1080,998,35
1081,673,35
1082,316,35
1083,568,35
1084,485,35
1085,768,35
1086,471,35
1087,252,35
1088,282,35
1089,79,35
1090,202,35
1091,142,35
1092,139,35
1093,29,35
1094,781,35
1095,751,35
1096,304,35
1097,439,35
1098,545,35
1099,185,35
1100,999,35
1101,260,35
1102,671,35
1103,407,35
1104,437,35
1105,990,35
1106,2,35
1107,749,35
1108,571,35
1109,823,35
1110,122,35
1111,487,35
1112,947,35
1113,550,35
1114,981,35
1115,82,36
1116,91,36
1117,744,36
1118,858,36
1119,381,36
1120,49,36
1121,966,36
1122,66,36
1123,755,36
1124,189,36
1125,266,36
1126,296,36
1127,770,36
1128,163,36
1129,73,36
1130,958,37
1131,330,37
1132,922,37
1133,683,37
1134,407,37
1135,438,37
1136,612,37
1137,935,37
1138,258,37
1139,916,37
1140,212,37
1141,2,37
1142,108,37
1143,226,37
1144,8,37
1145,902,37
1146,238,37
1147,563,37
1148,733,37
1149,716,37
1150,591,37
1151,127,37
1152,153,38
1153,425,38
1154,573,38
1155,378,38
1156,480,38
1157,146,38
1158,388,38
1159,179,38
1160,468,38
1161,703,38
1162,472,38
1163,441,38
1164,802,38
1165,73,38
1166,62,38
1167,39,38
1168,878,38
1169,674,38
1170,352,38
1171,805,38
1172,174,38
1173,498,38
1174,255,38
1175,360,38
1176,962,38
1177,696,38
1178,754,38
1179,2,38
1180,442,38
1181,620,38
1182,429,38
1183,236,38
1184,570,38
1185,309,38
1186,604,38
1187,81,38
1188,958,38
1189,858,38
1190,306,38
1191,713,38
1192,526,38
1193,679,39
1194,102,39
1195,6,39
1196,77,39
1197,656,39
1198,179,39
1199,59,39
1200,857,39
1201,914,39
1202,938,39
1203,704,39
1204,681,40
1205,573,40
1206,26,40
1207,481,40
1208,706,40
1209,659,40
1210,746,40
1211,196,40
1212,395,40
1213,500,40
1214,497,40
1215,586,40
1216,751,40
1217,311,40
1218,473,40
1219,709,40
1220,36,40
1221,89,40
1222,523,40
1223,612,41
1224,358,41
1225,846,41
1226,388,41
1227,888,41
1228,975,41
1229,668,41
1230,439,41
1231,450,41
1232,904,41
1233,616,41
1234,684,41
1235,351,41
1236,710,42
1237,732,42
1238,841,42
1239,989,42
1240,814,42
1241,871,42
1242,307,42
1243,816,42
1244,728,42
1245,711,42
1246,388,42
1247,84,42
1248,436,42
1249,370,42
1250,557,42
1251,537,42
1252,20,42
1253,739,43
1254,753,43
1255,733,43
1256,113,43
1257,170,43
1258,137,43
1259,746,43
1260,471,43
1261,779,43
1262,908,43
1263,976,43
1264,203,43
1265,305,43
1266,754,43
1267,5,43
1268,748,43
1269,231,43
1270,406,43
1271,710,43
1272,917,43
1273,807,43
1274,304,43
1275,486,43
1276,650,43
1277,843,43
1278,314,43
1279,527,43
1280,948,43
1281,386,43
1282,210,43
1283,107,43
1284,160,43
1285,261,43
1286,848,43
1287,227,43
1288,338,43
1289,33,43
1290,671,43
1291,32,43
1292,922,43
1293,87,44
1294,562,44
1295,869,44
1296,146,44
1297,103,44
1298,369,44
1299,845,44
1300,918,44
1301,477,44
1302,121,44
1303,778,44
1304,645,44
1305,4,44
1306,300,45
1307,513,45
1308,49,45
1309,822,45
1310,810,45
1311,556,45
1312,213,45
1313,751,45
1314,476,45
1315,849,45
1316,529,45
1317,409,45
1318,594,45
1319,31,45
1320,886,45
1321,553,45
1322,783,45
1323,728,45
1324,510,45
1325,675,45
1326,577,45
1327,729,45
1328,22,45
1329,67,45
1330,573,45
1331,727,45
1332,763,45
1333,742,45
1334,133,46
1335,850,46
1336,309,46
1337,867,46
1338,889,46
1339,928,46
1340,646,46
1341,876,46
1342,147,46
1343,22,46
1344,800,46
1345,943,46
1346,748,47
1347,532,47
1348,681,47
1349,909,47
1350,699,47
1351,38,47
1352,577,47
1353,204,47
1354,651,47
1355,864,47
1356,678,47
1357,331,47
1358,806,47
1359,464,47
1360,928,47
1361,760,47
1362,165,47
1363,449,47
1364,783,47
1365,955,47
1366,32,47
1367,777,47
1368,250,47
1369,341,47
1370,802,47
1371,87,47
1372,206,47
1373,388,47
1374,117,47
1375,78,47
1376,927,47
1377,921,48
1378,821,48
1379,685,48
1380,264,48
1381,145,48
1382,37,48
1383,790,48
1384,369,48
1385,178,48
1386,282,48
1387,217,48
1388,791,48
1389,525,48
1390,169,48
1391,104,48
1392,686,48
1393,235,48
1394,818,48
1395,40,48
1396,292,48
1397,703,48
1398,191,48
1399,944,48
1400,804,48
1401,381,48
1402,266,48
1403,833,48
1404,610,48
1405,200,48
1406,931,48
1407,340,48
1408,993,48
1409,370,48
1410,85,48
1411,563,48
1412,565,48
1413,760,48
1414,855,48
1415,603,48
1416,671,48
1417,568,48
1418,579,48
1419,61,48
1420,398,48
1421,149,48
1422,105,48
1423,473,48
1424,284,48
1425,694,49
1426,124,49
1427,744,49
1428,524,49
1429,443,49
1430,782,49
1431,296,49
1432,538,49
1433,11,49
1434,483,49
1435,921,49
1436,545,49
1437,59,49
1438,553,49
1439,351,49
1440,161,49
1441,77,49
1442,460,49
1443,858,49
1444,715,49
1445,786,49
1446,314,49
1447,590,49
1448,236,49
1449,752,49
1450,576,49
1451,846,49
1452,305,49
1453,153,49
1454,376,49
1455,348,49
1456,385,49
1457,240,49
1458,228,49
1459,487,49
1460,741,49
1461,369,49
1462,592,49
1463,917,49
1464,940,50
1465,807,50
1466,150,50
1467,557,50
1468,190,50
1469,907,50
1470,425,50
1471,466,50
1472,224,50
1473,218,50
1474,176,50
1475,805,50
1476,989,50
1477,660,50
1478,353,50
1479,906,50
1480,464,50
1481,569,50
1482,396,50
1483,115,50
1484,275,50
1485,206,50
1486,742,50
1487,676,50
1488,643,50
1489,354,50
1490,953,50
1491,534,50
1492,236,50
1493,172,50
1494,911,50
1495,784,50
1496,260,50
1497,949,50
1498,588,50
1499,738,50
1500,395,51
1501,274,51
1502,392,51
1503,385,51
1504,272,51
1505,972,51
1506,364,51
1507,380,51
1508,699,51
1509,551,51
1510,842,51
1511,824,51
1512,436,51
1513,329,51
1514,556,51
1515,334,51
1516,870,51
1517,641,51
1518,321,51
1519,71,51
1520,778,51
1521,213,51
1522,825,51
1523,682,51
1524,454,51
1525,365,51
1526,622,51
1527,582,51
1528,314,51
1529,544,51
1530,5,51
1531,393,51
1532,102,51
1533,387,51
1534,486,51
1535,687,51
1536,141,51
1537,507,52
1538,763,52
1539,969,52
1540,66,52
1541,826,52
1542,805,52
1543,948,52
1544,672,52
1545,222,52
1546,949,52
1547,803,52
1548,41,52
1549,28,52
1550,288,52
1551,474,52
1552,345,52
1553,143,52
1554,863,52
1555,121,52
1556,431,52
1557,723,52
1558,852,52
1559,958,52
1560,417,52
1561,422,52
1562,736,52
1563,641,52
1564,129,52
1565,766,52
1566,242,52
1567,854,52
1568,955,52
1569,759,52
1570,869,52
1571,906,52
1572,413,52
1573,905,52
1574,295,52
1575,804,52
1576,442,52
1577,568,52
1578,535,52
1579,278,52
1580,443,52
1581,135,53
1582,154,53
1583,398,53
1584,728,53
1585,866,53
1586,465,53
1587,60,53
1588,28,53
1589,68,53
1590,886,53
1591,720,53
1592,598,53
1593,55,53
1594,210,53
1595,359,53
1596,280,53
1597,784,53
1598,581,53
1599,680,53
1600,723,53
1601,580,53
1602,799,53
1603,774,53
1604,216,53
1605,264,53
1606,226,53
1607,684,53
1608,905,53
1609,32,53
1610,599,54
1611,540,54
1612,228,54
1613,659,54
1614,886,54
1615,860,54
1616,140,54
1617,186,54
1618,260,54
1619,49,55
1620,807,55
1621,822,55
1622,571,55
1623,116,55
1624,344,55
1625,891,55
1626,284,55
1627,282,55
1628,218,55
1629,889,55
1630,225,55
1631,563,55
1632,372,55
1633,131,55
1634,471,55
1635,623,55
1636,231,55
1637,873,55
1638,334,55
1639,98,55
1640,483,55
1641,132,55
1642,199,55
1643,87,55
1644,693,55
1645,281,55
1646,336,55
1647,622,55
1648,310,55
1649,228,55
1650,730,55
1651,191,55
1652,269,55
1653,928,55
1654,743,55
1655,551,56
1656,718,56
1657,174,56
1658,188,56
1659,603,56
1660,753,56
1661,791,56
1662,354,56
1663,556,56
1664,250,56
1665,810,56
1666,397,56
1667,3,56
1668,782,56
1669,332,56
1670,532,56
1671,309,56
1672,244,56
1673,27,56
1674,114,56
1675,440,56
1676,18,56
1677,47,56
1678,471,56
1679,153,56
1680,796,56
1681,891,56
1682,592,56
1683,131,56
1684,74,56
1685,504,56
1686,96,56
1687,59,56
1688,985,56
1689,876,56
1690,79,56
1691,7,56
1692,32,56
1693,40,56
1694,609,56
1695,229,56
1696,673,56
1697,130,56
1698,615,56
1699,939,56
1700,936,57
1701,502,57
1702,737,57
1703,387,57
1704,470,57
1705,684,57
1706,738,57
1707,294,57
1708,779,57
1709,664,57
1710,333,57
1711,896,57
1712,225,57
1713,137,57
1714,972,57
1715,128,57
1716,960,57
1717,897,57
1718,715,57
1719,965,57
1720,155,57
1721,871,57
1722,775,57
1723,5,57
1724,81,57
1725,464,57
1726,622,57
1727,658,57
1728,515,57
1729,640,57
1730,905,57
1731,576,57
1732,950,57
1733,318,57
1734,657,57
1735,279,57
1736,726,57
1737,482,57
1738,325,57
1739,364,57
1740,972,58
1741,379,58
1742,570,58
1743,208,58
1744,182,58
1745,148,58
1746,44,58
1747,961,58
1748,388,58
1749,146,58
1750,134,58
1751,736,58
1752,542,58
1753,243,58
1754,529,58
1755,42,59
1756,232,59
1757,335,59
1758,362,59
1759,400,59
1760,710,59
1761,207,59
1762,768,59
1763,815,59
1764,99,59
1765,331,59
1766,585,59
1767,623,59
1768,802,59
1769,556,59
1770,851,59
1771,3,59
1772,279,59
1773,564,59
1774,938,59
1775,576,59
1776,357,59
1777,50,59
1778,677,59
1779,448,59
1780,153,59
1781,871,59
1782,425,59
1783,526,59
1784,662,59
1785,996,59
1786,133,59
1787,916,59
1788,876,59
1789,186,59
1790,454,59
1791,195,60
1792,156,60
1793,966,60
1794,482,60
1795,769,60
1796,773,60
1797,477,60
1798,458,60
1799,76,60
1800,274,60
1801,844,60
1802,152,60
1803,529,60
1804,194,60
1805,342,60
1806,609,60
1807,848,60
1808,919,60
1809,409,60
1810,653,61
1811,286,61
1812,752,61
1813,795,61
1814,423,61
1815,16,61
1816,945,61
1817,419,61
1818,340,61
1819,706,61
1820,920,61
1821,762,62
1822,536,62
1823,756,62
1824,312,62
1825,363,62
1826,707,62
1827,858,62
1828,242,62
1829,145,62
1830,780,62
1831,15,62
1832,226,62
1833,878,62
1834,951,62
1835,34,62
1836,827,62
1837,437,63
1838,653,63
1839,649,63
1840,911,63
1841,826,63
1842,236,63
1843,540,63
1844,608,63
1845,733,63
1846,807,63
1847,906,63
1848,160,63
1849,678,63
1850,191,63
1851,26,63
1852,3,63
1853,864,63
1854,962,63
1855,762,63
1856,240,63
1857,365,63
1858,42,63
1859,409,63
1860,476,63
1861,571,63
1862,873,63
1863,831,63
1864,50,63
1865,940,64
1866,540,64
1867,999,64
1868,861,64
1869,198,64
1870,913,64
1871,565,64
1872,7,64
1873,128,64
1874,156,64
1875,316,64
1876,799,64
1877,898,65
1878,835,65
1879,189,65
1880,78,65
1881,742,65
1882,76,65
1883,17,65
1884,305,65
1885,995,65
1886,254,65
1887,217,65
1888,192,65
1889,968,65
1890,819,65
1891,124,65
1892,851,65
1893,263,65
1894,171,65
1895,363,65
1896,209,65
1897,375,65
1898,724,65
1899,319,65
1900,924,65
1901,354,65
1902,949,65
1903,547,65
1904,943,65
1905,40,65
1906,929,65
1907,988,65
1908,686,65
1909,33,65
1910,792,65
1911,597,65
1912,590,65
1913,495,65
1914,569,65
1915,91,65
1916,831,65
1917,513,65
1918,899,65
1919,434,65
1920,871,65
1921,860,65
1922,521,65
1923,956,65
1924,714,65
1925,232,65
1926,216,65
1927,863,65
1928,574,66
1929,390,66
1930,630,66
1931,248,66
1932,553,66
1933,621,66
1934,700,66
1935,387,66
1936,955,66
1937,530,66
1938,652,66
1939,731,66
1940,834,66
1941,134,66
1942,53,66
1943,746,66
1944,466,66
1945,778,66
1946,495,66
1947,101,66
1948,537,66
1949,267,66
1950,144,66
1951,519,66
1952,278,66
1953,848,66
1954,820,66
1955,419,66
1956,961,67
1957,878,67
1958,881,67
1959,917,67
1960,116,67
1961,812,67
1962,151,67
1963,707,67
1964,485,67
1965,109,67
1966,815,67
1967,967,67
1968,988,67
1969,284,68
1970,146,68
1971,357,68
1972,384,68
1973,500,68
1974,772,68
1975,438,68
1976,181,68
1977,364,68
1978,794,68
1979,435,68
1980,248,68
1981,670,68
1982,710,68
1983,368,68
1984,230,68
1985,593,68
1986,911,68
1987,864,68
1988,71,68
1989,133,68
1990,360,68
1991,490,68
1992,344,68
1993,203,69
1994,971,69
1995,3,69
1996,112,69
1997,774,69
1998,671,69
1999,490,69
2000,904,69
2001,827,69
2002,770,69
2003,437,69
2004,88,69
2005,905,69
2006,429,69
2007,579,69
2008,43,69
2009,188,69
2010,129,69
2011,788,69
2012,98,69
2013,351,69
2014,954,69
2015,567,69
2016,283,70
2017,272,70
2018,441,70
2019,342,70
2020,350,70
2021,786,70
2022,84,70
2023,7,70
2024,873,70
2025,54,70
2026,712,70
2027,236,70
2028,865,70
2029,390,70
2030,860,70
2031,360,70
2032,446,70
2033,174,70
2034,475,70
2035,981,70
2036,501,70
2037,403,70
2038,1,70
2039,331,70
2040,207,70
2041,496,70
2042,177,70
2043,545,70
2044,665,70
2045,570,70
2046,505,70
2047,428,70
2048,285,70
2049,456,70
2050,37,70
2051,135,70
2052,284,70
2053,768,70
2054,733,70
2055,188,70
2056,47,70
2057,585,70
2058,114,70
2059,184,70
2060,590,70
2061,684,71
2062,25,71
2063,797,71
2064,159,71
2065,633,71
2066,75,71
2067,875,71
2068,582,71
2069,12,71
2070,996,71
2071,868,71
2072,927,71
2073,395,71
2074,863,71
2075,219,71
2076,433,71
2077,88,71
2078,653,71
2079,473,71
2080,489,71
2081,907,71
2082,191,71
2083,158,71
2084,959,71
2085,860,71
2086,699,71
2087,943,72
2088,565,72
2089,121,72
2090,412,72
2091,250,72
2092,853,72
2093,188,72
2094,566,72
2095,613,72
2096,742,72
2097,564,72
2098,543,72
2099,57,72
2100,49,72
2101,806,72
2102,183,73
2103,474,73
2104,380,73
2105,682,73
2106,107,73
2107,160,73
2108,355,73
2109,494,73
2110,282,73
2111,269,73
2112,118,73
2113,997,73
2114,184,73
2115,589,73
2116,556,73
2117,533,73
2118,125,73
2119,70,73
2120,922,73
2121,689,73
2122,458,73
2123,605,73
2124,153,73
2125,864,73
2126,180,73
2127,4,73
2128,24,73
2129,485,74
2130,493,74
2131,524,74
2132,296,74
2133,563,74
2134,686,74
2135,874,74
2136,949,74
2137,641,74
2138,616,74
