supervisor_id,teacher_id,submission_id
193,1,142
194,2,142
195,5,143
196,3,143
197,8,145
198,5,145
199,4,145
200,2,146
201,5,146
202,4,147
203,8,147
204,7,147
205,6,148
206,10,148
207,9,148
208,1,150
209,5,150
210,4,150
211,5,151
212,4,151
213,3,151
214,10,153
215,2,153
216,4,154
217,7,154
218,6,154
219,5,155
220,3,155
221,4,156
222,7,156
223,9,156
224,1,157
225,4,157
226,2,157
227,4,159
228,6,160
229,10,160
230,3,160
231,1,161
232,5,161
233,2,161
234,4,162
235,3,163
236,10,163
237,2,165
238,10,165
239,6,165
240,3,166
241,4,167
242,2,167
243,9,167
244,9,169
245,3,169
246,2,170
247,6,172
248,1,173
249,7,174
250,4,174
251,1,174
252,4,176
253,8,177
254,2,178
255,10,178
256,10,179
257,8,180
258,5,180
259,7,181
260,1,181
261,4,183
262,7,183
263,6,184
264,9,184
265,8,184
266,1,185
267,6,185
268,8,186
269,3,187
270,6,187
271,5,187
272,10,190
273,1,191
274,3,191
275,10,191
276,5,192
277,4,193
278,10,193
279,3,193
280,3,195
281,9,195
282,8,195
283,10,196
284,7,196
285,3,196
286,4,198
287,8,198
288,5,199
289,1,200
290,2,200
291,3,200
292,7,201
293,4,201
294,8,202
295,7,202
296,8,203
297,4,203
298,5,204
299,8,205
300,5,206
301,2,206
302,9,208
303,8,210
304,10,210
305,10,211
306,8,212
307,5,213
308,10,213
309,2,213
310,6,214
311,7,215
312,6,217
313,9,218
314,7,218
315,8,218
316,7,219
317,5,219
318,9,220
319,1,220
320,7,220
321,3,221
322,5,221
323,2,221
324,4,222
325,1,223
326,6,223
327,9,223
328,8,224
329,6,224
330,10,226
331,8,226
332,7,227
333,1,227
334,5,227
335,6,228
336,4,229
337,8,229
338,2,231
339,2,232
340,8,232
341,5,232
342,10,234
343,8,234
344,3,234
345,6,235
346,4,235
347,8,235
348,4,237
349,7,239
350,5,239
351,4,239
352,4,241
353,3,241
354,4,246
355,9,246
356,5,249
357,2,249
358,8,251
359,9,252
360,2,252
361,4,252
362,3,253
363,8,253
364,9,253
365,8,254
366,2,255
367,2,256
368,6,256
369,5,256
370,9,257
371,2,257
372,3,257
373,7,258
374,10,258
375,3,258
376,5,259
377,3,261
378,8,262
379,6,262
380,4,265
381,3,266
382,4,267
383,6,267
384,10,268
385,8,270
386,7,271
387,5,272
388,10,273
389,3,273
390,2,273
391,2,274
392,5,275
393,2,276
394,3,276
395,3,279
396,1,279
397,6,279
398,2,280
399,4,280
400,10,282
401,8,282
402,8,283
403,10,283
404,9,283
405,7,284
406,1,285
407,5,285
408,2,286
409,7,286
410,8,286
411,2,287
412,3,288
413,9,289
414,1,290
415,7,292
416,6,293
417,5,293
418,2,293
419,2,294
420,1,294
421,8,294
422,5,295
423,1,295
424,5,298
425,10,298
426,7,299
427,9,299
428,6,299
429,10,300
430,6,300
431,5,303
432,2,304
433,6,304
434,5,304
435,7,305
436,6,305
437,7,306
438,8,307
439,6,307
440,4,307
441,3,308
442,8,310
443,10,310
444,6,310
445,2,312
446,1,313
447,9,314
448,9,315
449,9,316
450,7,317
451,3,317
452,10,318
453,6,318
454,8,319
455,5,320
456,10,320
457,7,320
458,7,323
459,6,323
460,10,323
461,6,324
462,10,324
463,1,326
464,3,326
465,9,327
466,3,327
467,8,327
468,5,328
469,8,328
470,10,329
471,5,329
472,3,330
473,1,330
474,9,331
475,8,332
476,4,332
477,7,332
478,5,333
479,2,333
480,3,333
481,7,334
482,9,334
483,4,335
484,2,335
485,5,335
486,7,336
487,5,336
488,6,336
489,1,337
490,8,337
491,3,339
492,4,339
493,8,340
494,5,340
495,9,340
496,10,341
497,4,341
498,2,342
499,9,342
500,7,342
501,1,343
502,2,343
503,10,343
504,7,345
505,4,345
506,9,345
507,7,346
508,2,346
509,9,346
510,6,348
511,5,348
512,10,349
513,10,350
514,1,350
515,8,350
516,6,351
517,1,351
518,6,352
519,3,352
520,7,353
521,1,353
522,5,353
523,5,355
524,4,355
525,1,355
526,7,357
527,3,357
528,8,357
529,5,358
530,10,358
531,2,358
532,5,359
533,3,359
534,2,359
535,3,360
536,6,360
537,5,361
538,9,362
539,2,362
540,9,363
541,1,363
542,6,364
543,4,365
544,8,366
545,9,366
546,7,366
547,4,367
548,5,368
549,6,368
550,2,368
551,4,370
552,10,370
553,1,371
554,1,372
555,8,372
556,1,373
557,6,374
558,1,374
559,2,374
560,5,375
561,4,375
562,8,376
563,7,376
564,10,377
565,4,377
566,7,378
567,6,380
568,3,381
569,9,381
570,10,382
571,9,382
572,3,385
573,7,385
574,8,386
575,10,388
576,6,388
577,1,390
578,8,390
579,3,390
580,4,391
581,3,391
582,3,392
583,5,392
584,7,392
585,3,394
586,9,394
587,6,394
588,5,395
589,1,397
590,4,397
591,9,398
592,5,399
593,10,399
594,10,400
595,9,400
596,14,401
597,12,402
598,11,402
599,14,402
600,11,403
601,13,403
602,14,404
603,13,404
604,12,406
605,13,406
606,11,407
607,13,407
608,11,410
609,15,410
610,12,411
611,12,412
612,13,412
613,15,412
614,11,414
615,12,414
616,13,414
617,15,415
618,14,415
619,11,416
620,11,417
621,14,417
622,13,418
623,12,418
624,15,425
625,12,425
626,11,426
627,15,426
628,11,430
629,13,430
630,11,431
631,13,433
632,13,434
633,11,435
634,13,436
635,11,436
636,12,438
637,13,440
638,11,440
639,12,440
640,11,441
641,14,441
642,13,441
643,13,442
644,11,442
645,12,442
646,11,443
647,13,443
648,15,443
649,11,444
650,11,445
651,13,447
652,15,447
653,15,448
654,11,448
655,13,448
656,11,449
657,14,449
658,11,450
659,14,450
660,12,451
661,15,451
662,14,451
663,15,452
664,12,452
665,14,453
666,11,453
667,11,455
668,14,455
669,12,455
670,12,456
671,13,456
672,11,456
673,12,458
674,14,458
675,11,458
676,15,459
677,15,460
678,12,461
679,11,462
680,15,464
681,14,464
682,12,465
683,14,466
684,15,467
685,12,468
686,15,468
687,12,469
688,13,469
689,14,470
690,11,472
691,15,472
692,13,473
693,11,473
694,14,474
695,15,474
696,14,475
697,12,475
698,13,475
699,15,477
700,12,477
701,13,479
702,14,481
703,12,481
704,12,483
705,13,483
706,15,486
707,14,487
708,11,487
709,15,487
710,11,489
711,11,490
712,12,490
713,14,491
714,15,491
715,11,492
716,13,492
717,14,492
718,14,493
719,14,494
720,13,494
721,12,494
722,15,495
723,15,497
724,13,498
725,12,498
726,13,499
727,15,499
728,13,500
729,11,500
730,15,500
731,11,501
732,11,502
733,15,502
734,12,503
735,14,503
736,15,503
737,11,504
738,11,505
739,13,505
740,12,505
741,12,506
742,15,507
743,15,508
744,11,509
745,14,509
746,15,509
747,15,511
748,12,511
749,13,511
750,11,512
751,12,513
752,11,513
753,11,515
754,12,515
755,15,515
756,13,516
757,11,517
758,15,517
759,14,517
760,11,518
761,13,519
762,11,519
763,12,519
764,12,520
765,14,521
766,12,521
767,13,523
768,15,524
769,12,526
770,11,527
771,14,528
772,11,529
773,14,529
774,14,530
775,12,530
776,11,531
777,13,531
778,12,531
779,14,534
780,13,534
781,13,536
782,12,536
783,11,536
784,11,537
785,14,537
786,12,537
787,15,538
788,14,538
789,13,539
790,14,539
791,15,540
792,14,540
793,11,541
794,14,541
795,12,541
796,15,542
797,15,543
798,14,543
799,12,544
800,17,548
801,18,548
802,21,548
803,16,549
804,21,550
805,20,550
806,18,551
807,16,551
808,17,551
809,20,553
810,17,553
811,18,556
812,19,556
813,20,556
814,21,557
815,18,558
816,20,560
817,21,560
818,19,560
819,20,562
820,18,565
821,16,565
822,18,566
823,19,566
824,19,567
825,18,568
826,20,569
827,17,569
828,18,569
829,20,570
830,16,570
831,21,570
832,17,571
833,16,571
834,16,572
835,17,572
836,18,574
837,17,575
838,18,575
839,16,575
840,21,577
841,16,577
842,21,578
843,16,578
844,17,579
845,16,579
846,21,580
847,16,581
848,20,582
849,17,582
850,18,582
851,18,584
852,17,584
853,16,585
854,18,585
855,16,586
856,21,589
857,16,590
858,20,591
859,17,591
860,18,592
861,16,592
862,18,593
863,17,595
864,21,595
865,19,595
866,20,597
867,20,599
868,17,602
869,21,602
870,19,602
871,21,603
872,19,604
873,17,604
874,16,604
875,21,605
876,16,605
877,18,606
878,17,607
879,19,608
880,17,609
881,20,610
882,19,610
883,16,612
884,19,612
885,20,613
886,21,613
887,17,613
888,20,614
889,19,614
890,16,614
891,20,615
892,21,615
893,17,615
894,16,616
895,16,617
896,21,618
897,17,619
898,16,619
899,20,621
900,17,622
901,20,622
902,21,623
903,19,623
904,18,623
905,16,624
906,20,625
907,17,625
908,20,627
909,16,627
910,21,627
911,19,628
912,20,628
913,20,631
914,19,631
915,21,632
916,17,632
917,19,634
918,18,634
919,18,635
920,20,637
921,16,637
922,17,637
923,16,639
924,18,639
925,20,639
926,18,640
927,18,643
928,19,643
929,17,643
930,18,645
931,20,645
932,19,646
933,18,646
934,16,648
935,19,648
936,17,649
937,17,651
938,16,651
939,16,652
940,18,652
941,16,653
942,19,654
943,20,654
944,18,654
945,16,655
946,21,655
947,18,655
948,20,656
949,19,658
950,17,658
951,17,659
952,18,659
953,19,659
954,21,660
955,16,660
956,19,660
957,17,661
958,20,661
959,18,662
960,19,662
961,16,662
962,18,664
963,21,664
964,21,665
965,20,665
966,19,666
967,20,667
968,20,668
969,16,668
970,18,668
971,16,669
972,18,669
973,21,670
974,20,671
975,19,671
976,18,671
977,16,672
978,21,674
979,16,674
980,17,674
981,21,675
982,18,675
983,21,676
984,17,678
985,19,679
986,21,679
987,20,679
988,19,681
989,16,681
990,18,681
991,16,682
992,21,682
993,19,683
994,17,683
995,21,683
996,19,684
997,16,684
998,17,684
999,19,685
1000,16,685
1001,19,686
1002,21,686
1003,20,686
1004,17,687
1005,16,687
1006,18,687
1007,17,688
1008,20,688
1009,19,688
1010,20,689
1011,17,689
1012,21,690
1013,21,691
1014,17,691
1015,18,692
1016,19,692
1017,16,692
1018,16,693
1019,21,694
1020,18,694
1021,16,694
1022,16,696
1023,18,696
1024,17,697
1025,19,697
1026,16,697
1027,18,698
1028,19,698
1029,17,699
1030,19,699
1031,18,701
1032,17,701
1033,19,701
1034,16,702
1035,18,702
1036,20,702
1037,20,703
1038,16,704
1039,21,704
1040,18,704
1041,19,705
1042,17,706
1043,19,706
1044,20,706
1045,19,707
1046,20,709
1047,17,710
1048,18,710
1049,16,711
1050,18,711
1051,21,711
1052,20,712
1053,16,712
1054,19,712
1055,18,713
1056,19,713
1057,16,713
1058,20,714
1059,17,714
1060,16,714
1061,17,715
1062,18,715
1063,17,716
1064,21,716
1065,20,716
1066,20,717
1067,17,718
1068,18,718
1069,21,718
1070,20,719
1071,21,720
1072,20,721
1073,16,721
1074,18,722
1075,21,722
1076,17,722
1077,17,724
1078,19,726
1079,21,726
1080,17,726
1081,19,728
1082,18,728
1083,18,729
1084,16,729
1085,21,729
1086,20,731
1087,21,731
1088,18,731
1089,18,732
1090,16,732
1091,21,733
1092,20,733
1093,19,734
1094,17,734
1095,18,735
1096,18,737
1097,17,737
1098,17,738
1099,19,738
1100,20,738
1101,19,739
1102,16,740
1103,21,740
1104,16,741
1105,18,741
1106,17,741
1107,17,743
1108,18,743
1109,16,743
1110,21,744
1111,17,745
1112,18,745
1113,21,746
1114,18,746
1115,16,746
1116,18,747
1117,19,747
1118,20,747
1119,16,748
1120,20,748
1121,19,749
1122,21,749
1123,17,750
1124,19,750
1125,22,751
1126,22,752
1127,22,753
1128,22,754
1129,22,755
1130,22,757
1131,22,758
1132,22,759
1133,22,760
1134,22,761
1135,22,762
1136,22,763
1137,22,764
1138,22,765
1139,22,768
1140,22,769
1141,22,770
1142,22,771
1143,22,772
1144,22,774
1145,22,775
1146,22,776
1147,22,778
1148,22,779
1149,22,780
1150,22,782
1151,22,783
1152,22,784
1153,22,785
1154,22,786
1155,22,787
1156,22,788
1157,22,791
1158,22,792
1159,22,793
1160,22,795
1161,22,800
1162,22,802
1163,22,803
1164,22,804
1165,22,806
1166,22,807
1167,22,810
1168,22,811
1169,22,814
1170,22,815
1171,22,816
1172,22,817
1173,23,818
1174,26,819
1175,27,819
1176,25,819
1177,23,820
1178,25,820
1179,26,820
1180,25,821
1181,27,821
1182,23,821
1183,26,822
1184,27,822
1185,25,823
1186,26,823
1187,27,823
1188,25,824
1189,25,825
1190,26,827
1191,25,827
1192,24,827
1193,23,828
1194,26,828
1195,27,828
1196,23,829
1197,27,829
1198,26,829
1199,25,830
1200,25,832
1201,26,832
1202,27,832
1203,24,833
1204,27,833
1205,26,834
1206,23,835
1207,25,835
1208,25,836
1209,23,837
1210,25,837
1211,23,838
1212,26,838
1213,23,839
1214,23,840
1215,26,840
1216,27,840
1217,26,842
1218,24,842
1219,23,842
1220,27,845
1221,26,845
1222,27,846
1223,26,846
1224,24,846
1225,25,847
1226,27,847
1227,23,847
1228,23,848
1229,27,848
1230,24,848
1231,25,849
1232,23,849
1233,24,849
1234,25,850
1235,27,850
1236,27,851
1237,25,851
1238,23,853
1239,27,853
1240,25,854
1241,27,854
1242,25,855
1243,27,855
1244,26,855
1245,23,856
1246,27,856
1247,23,857
1248,26,857
1249,27,857
1250,24,858
1251,26,860
1252,25,861
1253,24,862
1254,25,862
1255,24,863
1256,25,863
1257,24,865
1258,24,867
1259,27,867
1260,26,867
1261,27,869
1262,25,871
1263,23,871
1264,27,871
1265,25,872
1266,23,872
1267,24,873
1268,27,873
1269,27,875
1270,26,875
1271,23,877
1272,23,878
1273,27,878
1274,27,880
1275,23,880
1276,23,882
1277,27,882
1278,24,883
1279,26,884
1280,27,885
1281,25,886
1282,23,886
1283,26,886
1284,24,887
1285,23,888
1286,27,888
1287,25,890
1288,23,890
1289,23,891
1290,27,892
1291,25,892
1292,23,892
1293,26,893
1294,24,894
1295,27,894
1296,27,895
1297,26,895
1298,23,896
1299,25,896
1300,24,896
1301,27,898
1302,24,899
1303,26,899
1304,26,900
1305,25,901
1306,23,901
1307,26,902
1308,25,903
1309,26,903
1310,24,904
1311,27,904
1312,23,904
1313,25,905
1314,24,906
1315,25,906
1316,26,907
1317,23,907
1318,27,911
1319,26,912
1320,23,916
1321,27,917
1322,25,917
1323,23,918
1324,26,918
1325,24,918
1326,24,919
1327,23,919
1328,27,919
1329,23,920
1330,24,920
1331,25,920
1332,24,923
1333,23,923
1334,23,924
1335,26,924
1336,25,925
1337,27,925
1338,23,925
1339,23,926
1340,25,926
1341,25,927
1342,25,928
1343,24,929
1344,25,932
1345,23,932
1346,27,932
1347,24,933
1348,27,933
1349,26,933
1350,24,936
1351,23,937
1352,24,937
1353,25,939
1354,27,939
1355,23,939
1356,27,940
1357,25,940
1358,27,941
1359,23,941
1360,26,941
1361,23,943
1362,27,943
1363,27,944
1364,24,944
1365,26,944
1366,25,945
1367,23,946
1368,27,946
1369,23,947
1370,24,948
1371,25,948
1372,27,948
1373,23,949
1374,25,949
1375,26,950
1376,25,952
1377,23,954
1378,24,954
1379,27,955
1380,24,956
1381,23,956
1382,24,958
1383,25,958
1384,26,958
1385,24,959
1386,23,959
1387,25,959
1388,26,960
1389,25,960
1390,23,960
1391,23,961
1392,24,961
1393,24,962
1394,27,962
1395,23,962
1396,26,963
1397,24,963
1398,25,964
1399,26,964
1400,23,964
1401,25,965
1402,27,966
1403,25,967
1404,24,967
1405,26,967
1406,25,968
1407,26,968
1408,24,971
1409,23,971
1410,23,972
1411,27,972
1412,25,972
1413,24,973
1414,26,974
1415,24,974
1416,23,974
1417,24,975
1418,23,975
1419,27,975
1420,27,977
1421,24,977
1422,26,977
1423,23,978
1424,27,978
1425,23,979
1426,25,979
1427,27,979
1428,24,980
1429,25,982
1430,26,982
1431,24,983
1432,26,984
1433,23,986
1434,25,986
1435,24,986
1436,27,988
1437,23,989
1438,27,989
1439,26,989
1440,26,990
1441,27,990
1442,26,991
1443,23,991
1444,24,991
1445,24,992
1446,26,992
1447,25,992
1448,26,993
1449,26,994
1450,26,995
1451,24,995
1452,29,996
1453,28,997
1454,28,1000
1455,29,1000
1456,29,1002
1457,28,1004
1458,29,1004
1459,28,1005
1460,29,1005
1461,28,1006
1462,29,1006
1463,28,1007
1464,29,1007
1465,29,1008
1466,28,1008
1467,28,1009
1468,28,1011
1469,29,1012
1470,28,1012
1471,29,1013
1472,28,1013
1473,29,1014
1474,28,1014
1475,28,1015
1476,29,1015
1477,28,1018
1478,29,1018
1479,29,1020
1480,28,1021
1481,29,1021
1482,29,1022
1483,28,1022
1484,29,1024
1485,29,1026
1486,28,1026
1487,28,1027
1488,29,1027
1489,28,1028
1490,28,1030
1491,29,1030
1492,28,1033
1493,29,1033
1494,28,1034
1495,29,1034
1496,28,1035
1497,29,1035
1498,29,1036
1499,28,1036
1500,29,1038
1501,29,1039
1502,28,1039
1503,29,1040
1504,28,1040
1505,29,1041
1506,28,1041
1507,29,1042
1508,28,1042
1509,29,1043
1510,29,1044
1511,28,1044
1512,29,1045
1513,28,1045
1514,29,1046
1515,28,1046
1516,28,1047
1517,29,1047
1518,28,1048
1519,29,1048
1520,29,1049
1521,28,1049
1522,29,1050
1523,28,1050
1524,28,1051
1525,29,1051
1526,29,1052
1527,28,1052
1528,28,1054
1529,29,1054
1530,28,1055
1531,29,1055
1532,28,1056
1533,29,1056
1534,28,1058
1535,28,1061
1536,29,1061
1537,29,1063
1538,29,1064
1539,29,1065
1540,28,1065
1541,29,1067
1542,28,1067
1543,28,1068
1544,29,1068
1545,29,1069
1546,28,1069
1547,29,1070
1548,28,1073
1549,28,1075
1550,29,1077
1551,28,1077
1552,28,1078
1553,28,1079
1554,29,1079
1555,28,1080
1556,28,1081
1557,29,1081
1558,29,1082
1559,29,1084
1560,28,1084
1561,28,1085
1562,29,1086
1563,29,1087
1564,29,1088
1565,28,1088
1566,28,1089
1567,29,1089
1568,29,1091
1569,29,1092
1570,28,1092
1571,32,1093
1572,32,1094
1573,30,1094
1574,30,1095
1575,31,1096
1576,32,1096
1577,32,1097
1578,30,1097
1579,31,1097
1580,30,1098
1581,32,1098
1582,32,1100
1583,33,1101
1584,31,1101
1585,30,1101
1586,32,1102
1587,31,1102
1588,33,1103
1589,31,1104
1590,32,1104
1591,33,1104
1592,33,1105
1593,31,1105
1594,30,1105
1595,33,1106
1596,30,1106
1597,31,1106
1598,33,1108
1599,31,1108
1600,30,1108
1601,33,1110
1602,32,1110
1603,30,1110
1604,33,1111
1605,31,1111
1606,30,1112
1607,31,1113
1608,32,1113
1609,31,1114
1610,30,1114
1611,33,1114
1612,33,1115
1613,32,1115
1614,31,1115
1615,33,1116
1616,30,1116
1617,31,1117
1618,33,1117
1619,32,1117
1620,33,1118
1621,33,1119
1622,31,1120
1623,30,1120
1624,34,1122
1625,35,1122
1626,36,1122
1627,34,1123
1628,39,1124
1629,36,1124
1630,35,1125
1631,34,1125
1632,35,1126
1633,38,1126
1634,36,1128
1635,35,1128
1636,38,1128
1637,34,1130
1638,34,1132
1639,37,1132
1640,36,1132
1641,41,1133
1642,40,1135
1643,36,1139
1644,37,1139
1645,35,1140
1646,40,1140
1647,39,1140
1648,41,1141
1649,37,1142
1650,38,1143
1651,35,1144
1652,40,1147
1653,39,1147
1654,41,1148
1655,34,1148
1656,37,1149
1657,40,1149
1658,39,1150
1659,38,1150
1660,37,1150
1661,38,1151
1662,35,1151
1663,34,1151
1664,38,1153
1665,35,1154
1666,40,1154
1667,39,1155
1668,38,1155
1669,35,1155
1670,36,1156
1671,38,1156
1672,38,1157
1673,38,1159
1674,41,1159
1675,41,1164
1676,35,1164
1677,37,1164
1678,35,1165
1679,41,1165
1680,39,1165
1681,37,1166
1682,38,1166
1683,36,1168
1684,37,1169
1685,40,1169
1686,36,1169
1687,39,1170
1688,36,1170
1689,38,1170
1690,39,1172
1691,35,1172
1692,41,1173
1693,36,1173
1694,39,1173
1695,38,1174
1696,40,1174
1697,38,1177
1698,34,1177
1699,37,1177
1700,39,1178
1701,34,1179
1702,37,1181
1703,41,1182
1704,35,1184
1705,39,1184
1706,34,1184
1707,35,1185
1708,36,1185
1709,35,1186
1710,36,1186
1711,34,1187
1712,37,1188
1713,38,1189
1714,40,1189
1715,34,1192
1716,37,1193
1717,35,1195
1718,41,1195
1719,37,1195
1720,38,1197
1721,36,1197
1722,40,1197
1723,36,1199
1724,41,1200
1725,40,1201
1726,38,1201
1727,35,1205
1728,38,1206
1729,41,1206
1730,34,1207
1731,40,1209
1732,39,1210
1733,37,1210
1734,36,1210
1735,36,1211
1736,34,1211
1737,38,1211
1738,40,1212
1739,36,1214
1740,34,1214
1741,38,1215
1742,39,1215
1743,37,1216
1744,39,1216
1745,38,1217
1746,39,1217
1747,35,1218
1748,39,1218
1749,34,1218
1750,40,1219
1751,35,1220
1752,40,1220
1753,41,1221
1754,39,1221
1755,39,1222
1756,36,1222
1757,41,1223
1758,36,1223
1759,34,1227
1760,36,1228
1761,35,1228
1762,40,1228
1763,34,1229
1764,39,1229
1765,36,1229
1766,37,1230
1767,35,1230
1768,40,1230
1769,34,1231
1770,35,1231
1771,37,1232
1772,38,1232
1773,36,1233
1774,38,1233
1775,39,1234
1776,36,1236
1777,39,1236
1778,39,1237
1779,35,1237
1780,40,1238
1781,39,1239
1782,34,1239
1783,38,1239
1784,37,1240
1785,35,1240
1786,35,1241
1787,39,1243
1788,38,1243
1789,35,1244
1790,40,1244
1791,40,1246
1792,39,1248
1793,35,1248
1794,38,1248
1795,37,1249
1796,34,1250
1797,35,1251
1798,36,1253
1799,41,1253
1800,41,1254
1801,36,1255
1802,38,1255
1803,35,1256
1804,39,1256
1805,37,1256
1806,41,1257
1807,40,1257
1808,40,1258
1809,38,1258
1810,35,1258
1811,36,1259
1812,35,1259
1813,37,1259
1814,39,1260
1815,41,1261
1816,38,1261
1817,38,1262
1818,35,1262
1819,41,1262
1820,37,1263
1821,35,1264
1822,41,1264
1823,37,1264
1824,36,1265
1825,35,1266
1826,36,1266
1827,41,1266
1828,37,1269
1829,34,1269
1830,35,1272
1831,37,1272
1832,39,1272
1833,36,1273
1834,38,1273
1835,41,1274
1836,36,1274
1837,40,1274
1838,37,1275
1839,35,1275
1840,34,1276
1841,41,1276
1842,40,1277
1843,34,1277
1844,38,1277
1845,40,1279
1846,34,1280
1847,36,1281
1848,35,1283
1849,41,1284
1850,40,1284
1851,37,1285
1852,38,1285
1853,34,1285
1854,36,1286
1855,40,1286
1856,35,1287
1857,41,1288
1858,40,1288
1859,40,1289
1860,36,1290
1861,37,1290
1862,37,1291
1863,37,1292
1864,36,1292
1865,40,1292
1866,41,1293
1867,39,1293
1868,39,1294
1869,41,1294
1870,37,1295
1871,36,1297
1872,35,1297
1873,40,1297
1874,38,1298
1875,36,1300
1876,38,1300
1877,36,1301
1878,38,1302
1879,41,1302
1880,37,1302
1881,41,1303
1882,41,1307
1883,34,1308
1884,37,1309
1885,41,1310
1886,34,1311
1887,38,1311
1888,40,1312
1889,41,1315
1890,41,1316
1891,39,1317
1892,38,1318
1893,34,1318
1894,39,1318
1895,40,1320
1896,41,1321
1897,35,1323
1898,40,1323
1899,36,1323
1900,39,1324
1901,36,1325
1902,40,1325
1903,41,1326
1904,34,1327
1905,34,1328
1906,35,1328
1907,37,1328
1908,36,1329
1909,38,1329
1910,41,1330
1911,39,1331
1912,40,1332
1913,35,1332
1914,38,1333
1915,39,1334
1916,34,1340
1917,40,1340
1918,37,1340
1919,40,1341
1920,38,1341
1921,41,1341
1922,36,1342
1923,38,1342
1924,35,1342
1925,39,1344
1926,35,1344
1927,34,1346
1928,35,1346
1929,41,1346
1930,41,1347
1931,40,1347
1932,36,1348
1933,41,1348
1934,39,1349
1935,35,1349
1936,37,1350
1937,34,1352
1938,36,1352
1939,38,1355
1940,40,1356
1941,36,1356
1942,38,1357
1943,34,1357
1944,41,1357
1945,35,1358
1946,39,1360
1947,39,1361
1948,34,1361
1949,40,1361
1950,41,1362
1951,37,1362
1952,39,1362
1953,41,1363
1954,39,1363
1955,40,1364
1956,34,1364
1957,36,1365
1958,41,1365
1959,35,1367
1960,34,1367
1961,40,1368
1962,36,1369
1963,37,1369
1964,41,1369
1965,36,1371
1966,38,1371
1967,40,1373
1968,41,1373
1969,38,1374
1970,40,1374
1971,34,1376
1972,38,1376
1973,41,1377
1974,40,1377
1975,37,1377
1976,35,1378
1977,41,1378
1978,36,1378
1979,36,1379
1980,38,1379
1981,41,1379
1982,38,1381
1983,36,1381
1984,37,1381
1985,38,1382
1986,36,1382
1987,40,1382
1988,37,1383
1989,38,1384
1990,36,1384
1991,41,1384
1992,38,1386
1993,41,1387
1994,38,1387
1995,35,1387
1996,39,1388
1997,35,1388
1998,39,1389
1999,38,1391
2000,39,1391
2001,40,1393
2002,41,1393
2003,39,1394
2004,36,1394
2005,41,1395
2006,36,1396
2007,37,1397
2008,36,1398
2009,41,1402
2010,40,1402
2011,37,1402
2012,38,1403
2013,39,1404
2014,40,1405
2015,37,1405
2016,36,1406
2017,39,1406
2018,34,1406
2019,41,1407
2020,35,1407
2021,37,1407
2022,37,1408
2023,34,1408
2024,40,1408
2025,36,1409
2026,37,1409
2027,38,1411
2028,34,1411
2029,39,1411
2030,36,1412
2031,39,1412
2032,40,1412
2033,34,1413
2034,35,1413
2035,40,1415
2036,41,1416
2037,39,1417
2038,36,1417
2039,39,1419
2040,43,1420
2041,43,1421
2042,42,1421
2043,42,1422
2044,43,1422
2045,43,1423
2046,42,1424
2047,43,1424
2048,42,1425
2049,43,1425
2050,43,1426
2051,42,1427
2052,43,1427
