grade_id,supervisor_id,grade,date
93,93,5,2019-12-11 23:00:00
94,94,6,2019-12-17 23:00:00
95,94,6,2019-12-09 23:00:00
96,97,10,2019-12-31 23:00:00
97,97,8,2019-12-30 23:00:00
98,98,7,2019-12-30 23:00:00
99,98,6,2019-12-26 23:00:00
100,100,7,2019-12-09 23:00:00
101,100,5,2019-12-13 23:00:00
102,101,5,2019-12-15 23:00:00
103,102,8,2019-12-24 23:00:00
104,102,10,2019-12-26 23:00:00
105,103,10,2019-12-31 23:00:00
106,104,5,2019-12-29 23:00:00
107,107,9,2019-12-24 23:00:00
108,107,7,2019-12-30 23:00:00
109,108,7,2019-12-24 23:00:00
110,108,7,2019-12-30 23:00:00
111,111,10,2019-12-13 23:00:00
112,111,9,2019-12-05 23:00:00
113,113,4,2019-12-31 23:00:00
114,114,7,2019-12-21 23:00:00
115,116,10,2019-12-20 23:00:00
116,116,3,2019-12-30 23:00:00
117,117,7,2019-12-30 23:00:00
118,117,5,2019-12-30 23:00:00
119,118,9,2019-12-31 23:00:00
120,119,6,2019-12-31 23:00:00
121,120,8,2019-12-28 23:00:00
122,121,9,2019-12-13 23:00:00
123,121,7,2019-12-07 23:00:00
124,123,9,2019-12-25 23:00:00
125,123,10,2019-12-28 23:00:00
126,124,10,2019-12-19 23:00:00
127,125,9,2019-12-26 23:00:00
128,126,8,2019-12-28 23:00:00
129,128,9,2019-12-29 23:00:00
130,130,4,2019-12-26 23:00:00
131,130,9,2019-12-25 23:00:00
132,132,6,2019-12-31 23:00:00
133,133,8,2019-12-18 23:00:00
134,133,7,2019-12-31 23:00:00
135,134,6,2019-12-27 23:00:00
136,135,10,2019-12-20 23:00:00
137,135,10,2019-12-21 23:00:00
138,137,10,2019-12-26 23:00:00
139,138,3,2019-12-26 23:00:00
140,139,9,2019-12-13 23:00:00
141,139,10,2019-12-17 23:00:00
142,140,7,2019-12-30 23:00:00
143,140,10,2019-12-25 23:00:00
144,142,9,2019-12-24 23:00:00
145,144,6,2019-12-31 23:00:00
146,145,10,2019-12-25 23:00:00
147,145,10,2019-12-12 23:00:00
148,146,4,2019-12-29 23:00:00
149,147,9,2019-12-25 23:00:00
150,147,8,2019-12-06 23:00:00
151,148,10,2019-12-20 23:00:00
152,148,10,2019-12-06 23:00:00
153,149,3,2019-12-29 23:00:00
154,149,10,2019-12-15 23:00:00
155,151,3,2019-12-19 23:00:00
156,151,9,2019-12-20 23:00:00
157,152,7,2019-12-10 23:00:00
158,154,10,2019-12-31 23:00:00
159,157,9,2019-12-26 23:00:00
160,157,7,2019-12-19 23:00:00
161,158,9,2019-12-28 23:00:00
162,158,8,2019-12-29 23:00:00
163,159,10,2019-12-31 23:00:00
164,159,7,2019-12-30 23:00:00
165,160,6,2019-12-27 23:00:00
166,160,10,2019-12-30 23:00:00
167,161,5,2019-12-28 23:00:00
168,162,7,2019-12-29 23:00:00
169,163,8,2019-12-26 23:00:00
170,164,8,2019-12-31 23:00:00
171,164,5,2019-12-31 23:00:00
172,167,4,2019-12-25 23:00:00
173,168,4,2019-12-31 23:00:00
174,170,5,2019-12-27 23:00:00
175,172,9,2019-12-29 23:00:00
176,173,8,2019-12-29 23:00:00
177,174,6,2019-12-28 23:00:00
178,176,8,2019-12-26 23:00:00
179,178,3,2019-12-29 23:00:00
180,178,2,2019-12-30 23:00:00
181,179,8,2019-12-29 23:00:00
182,179,9,2019-12-29 23:00:00
183,180,10,2019-12-12 23:00:00
184,181,9,2019-12-20 23:00:00
185,181,9,2019-12-29 23:00:00
186,183,9,2019-12-31 23:00:00
187,184,9,2019-12-23 23:00:00
188,185,4,2019-12-17 23:00:00
189,185,9,2019-12-29 23:00:00
190,186,10,2019-12-31 23:00:00
191,186,10,2019-12-30 23:00:00
192,187,2,2019-12-31 23:00:00
193,189,10,2019-12-25 23:00:00
194,190,7,2019-12-29 23:00:00
195,190,9,2019-12-29 23:00:00
196,191,9,2019-12-28 23:00:00
197,192,2,2019-12-15 23:00:00
198,193,1,2019-12-15 23:00:00
199,193,5,2019-12-26 23:00:00
200,195,7,2019-12-29 23:00:00
201,195,10,2019-12-19 23:00:00
202,196,8,2019-12-19 23:00:00
203,197,10,2019-12-29 23:00:00
204,197,10,2019-12-24 23:00:00
205,199,4,2019-12-29 23:00:00
206,199,9,2019-12-26 23:00:00
207,200,9,2019-12-23 23:00:00
208,202,10,2019-12-31 23:00:00
209,204,9,2019-12-27 23:00:00
210,204,3,2019-12-31 23:00:00
211,205,7,2019-12-28 23:00:00
212,205,10,2019-12-26 23:00:00
213,208,2,2019-12-30 23:00:00
214,209,6,2019-12-08 23:00:00
215,210,10,2019-12-28 23:00:00
216,210,9,2019-12-19 23:00:00
217,212,10,2019-12-19 23:00:00
218,215,6,2019-12-29 23:00:00
219,215,10,2019-12-20 23:00:00
220,216,5,2019-12-31 23:00:00
221,219,6,2019-12-30 23:00:00
222,220,2,2019-12-26 23:00:00
223,221,5,2019-12-31 23:00:00
224,221,9,2019-12-31 23:00:00
225,222,10,2019-12-31 23:00:00
226,222,4,2019-12-30 23:00:00
227,224,7,2019-12-13 23:00:00
228,225,4,2019-12-22 23:00:00
229,225,6,2019-12-25 23:00:00
230,227,10,2019-12-29 23:00:00
231,227,10,2019-12-12 23:00:00
232,228,7,2019-12-13 23:00:00
233,228,9,2019-12-04 23:00:00
234,231,4,2019-12-29 23:00:00
235,231,10,2019-12-29 23:00:00
236,233,10,2019-12-30 23:00:00
237,234,10,2019-12-28 23:00:00
238,236,9,2019-12-30 23:00:00
239,237,6,2019-12-28 23:00:00
240,237,9,2019-12-29 23:00:00
241,238,6,2019-12-31 23:00:00
242,239,6,2019-12-28 23:00:00
243,239,9,2019-12-30 23:00:00
244,240,6,2019-12-26 23:00:00
245,242,8,2019-12-26 23:00:00
246,243,3,2019-12-19 23:00:00
247,244,10,2019-12-28 23:00:00
248,244,10,2019-12-30 23:00:00
249,246,3,2019-12-31 23:00:00
250,249,10,2019-12-11 23:00:00
251,249,9,2019-12-15 23:00:00
252,250,9,2019-12-18 23:00:00
253,251,4,2019-12-13 23:00:00
254,254,4,2019-12-28 23:00:00
255,254,5,2019-12-31 23:00:00
256,255,9,2019-12-29 23:00:00
257,256,9,2019-12-31 23:00:00
258,257,9,2019-12-23 23:00:00
259,258,10,2019-12-24 23:00:00
260,258,3,2019-12-21 23:00:00
261,259,10,2019-12-25 23:00:00
262,260,10,2019-12-29 23:00:00
263,261,10,2019-12-16 23:00:00
264,262,8,2019-12-30 23:00:00
265,262,9,2019-12-21 23:00:00
266,263,9,2019-12-26 23:00:00
267,264,9,2019-12-21 23:00:00
268,265,7,2019-12-24 23:00:00
269,266,4,2019-12-25 23:00:00
270,268,10,2019-12-28 23:00:00
271,268,6,2019-12-18 23:00:00
272,269,0,2019-12-23 23:00:00
273,270,10,2019-12-25 23:00:00
274,271,2,2019-12-23 23:00:00
275,272,9,2019-12-31 23:00:00
276,274,10,2019-12-07 23:00:00
277,275,10,2019-12-04 23:00:00
278,276,10,2019-12-30 23:00:00
279,276,10,2019-12-31 23:00:00
280,277,8,2019-12-27 23:00:00
281,278,7,2019-12-26 23:00:00
282,279,9,2019-12-19 23:00:00
283,279,5,2019-12-26 23:00:00
284,280,9,2019-12-20 23:00:00
285,280,10,2019-12-24 23:00:00
286,282,2,2019-12-20 23:00:00
287,282,9,2019-12-28 23:00:00
288,285,5,2019-12-20 23:00:00
289,285,10,2019-12-23 23:00:00
290,287,9,2019-12-30 23:00:00
291,291,9,2019-12-30 23:00:00
292,291,5,2019-12-26 23:00:00
293,292,9,2019-12-27 23:00:00
294,292,4,2019-12-29 23:00:00
295,294,6,2019-12-19 23:00:00
296,294,9,2019-12-24 23:00:00
297,295,6,2019-12-26 23:00:00
298,297,2,2019-12-30 23:00:00
299,297,10,2019-12-28 23:00:00
300,303,7,2019-12-29 23:00:00
301,304,10,2019-12-28 23:00:00
302,307,6,2019-12-15 23:00:00
303,307,9,2019-12-26 23:00:00
304,308,10,2019-12-17 23:00:00
305,308,10,2019-12-25 23:00:00
306,310,10,2019-12-08 23:00:00
307,311,7,2019-12-18 23:00:00
308,311,9,2019-12-27 23:00:00
309,312,10,2019-12-31 23:00:00
310,313,8,2019-12-29 23:00:00
311,314,8,2019-12-28 23:00:00
312,314,10,2019-12-25 23:00:00
313,315,10,2019-12-30 23:00:00
314,316,10,2019-12-08 23:00:00
315,316,10,2019-12-11 23:00:00
316,318,3,2019-12-24 23:00:00
317,319,10,2019-12-29 23:00:00
318,319,10,2019-12-14 23:00:00
319,320,6,2019-12-15 23:00:00
320,320,9,2019-12-24 23:00:00
321,322,10,2019-12-22 23:00:00
322,322,6,2019-12-18 23:00:00
323,324,6,2019-12-11 23:00:00
324,326,6,2019-12-31 23:00:00
325,329,8,2019-12-18 23:00:00
326,330,7,2019-12-14 23:00:00
327,333,10,2019-12-31 23:00:00
328,334,8,2019-12-22 23:00:00
329,334,9,2019-12-24 23:00:00
330,335,10,2019-12-21 23:00:00
331,336,8,2019-12-31 23:00:00
332,337,8,2019-12-30 23:00:00
333,338,10,2019-12-16 23:00:00
334,340,9,2019-12-25 23:00:00
335,340,9,2019-12-18 23:00:00
336,341,3,2019-12-31 23:00:00
337,341,8,2019-12-15 23:00:00
338,343,8,2019-12-14 23:00:00
339,343,6,2019-12-09 23:00:00
340,345,9,2019-12-21 23:00:00
341,345,7,2019-12-25 23:00:00
342,346,10,2019-12-25 23:00:00
343,346,10,2019-12-12 23:00:00
344,349,8,2019-12-21 23:00:00
345,351,6,2019-12-10 23:00:00
346,351,10,2019-12-15 23:00:00
347,353,10,2019-12-26 23:00:00
348,355,8,2019-12-28 23:00:00
349,358,9,2019-12-25 23:00:00
350,358,5,2019-12-28 23:00:00
351,359,9,2019-12-29 23:00:00
352,360,10,2019-12-31 23:00:00
353,361,10,2019-12-28 23:00:00
354,361,7,2019-12-31 23:00:00
355,362,10,2019-12-04 23:00:00
356,362,5,2019-12-11 23:00:00
357,363,10,2019-12-06 23:00:00
358,363,7,2019-12-28 23:00:00
359,365,3,2019-12-21 23:00:00
360,367,9,2019-12-31 23:00:00
361,367,10,2019-12-30 23:00:00
362,368,9,2019-12-28 23:00:00
363,368,9,2019-12-29 23:00:00
364,371,6,2019-12-29 23:00:00
365,371,10,2019-12-29 23:00:00
366,372,9,2019-12-25 23:00:00
367,374,9,2019-12-29 23:00:00
368,374,9,2019-12-29 23:00:00
369,375,7,2019-12-26 23:00:00
370,375,9,2019-12-27 23:00:00
371,376,10,2019-12-19 23:00:00
372,376,2,2019-12-19 23:00:00
373,377,1,2019-12-24 23:00:00
374,378,6,2019-12-23 23:00:00
375,379,7,2019-12-13 23:00:00
376,379,10,2019-12-23 23:00:00
377,380,8,2019-12-19 23:00:00
378,381,8,2019-12-25 23:00:00
379,382,9,2019-12-20 23:00:00
380,383,10,2019-12-24 23:00:00
381,383,9,2019-12-26 23:00:00
382,384,4,2019-12-27 23:00:00
383,385,10,2019-12-19 23:00:00
384,386,5,2019-12-24 23:00:00
385,387,9,2019-12-20 23:00:00
386,390,5,2019-12-27 23:00:00
387,391,2,2019-12-27 23:00:00
388,391,9,2019-12-27 23:00:00
389,392,10,2019-12-20 23:00:00
390,395,7,2019-12-23 23:00:00
391,396,10,2019-12-29 23:00:00
392,396,7,2019-12-25 23:00:00
393,397,10,2019-12-22 23:00:00
394,397,10,2019-12-26 23:00:00
395,398,5,2019-12-21 23:00:00
396,399,7,2019-12-20 23:00:00
397,399,9,2019-12-18 23:00:00
398,400,10,2019-12-22 23:00:00
399,403,2,2019-12-26 23:00:00
400,403,10,2019-12-28 23:00:00
401,404,2,2019-12-24 23:00:00
402,404,10,2019-12-10 23:00:00
403,405,9,2019-12-23 23:00:00
404,405,10,2019-12-10 23:00:00
405,407,10,2019-12-04 23:00:00
406,407,9,2019-12-31 23:00:00
407,409,10,2019-12-21 23:00:00
408,409,6,2019-12-30 23:00:00
409,410,4,2019-12-27 23:00:00
410,410,10,2019-12-16 23:00:00
411,411,10,2019-12-13 23:00:00
412,413,9,2019-12-14 23:00:00
413,413,7,2019-12-09 23:00:00
414,414,9,2019-12-17 23:00:00
415,414,7,2019-12-17 23:00:00
416,417,7,2019-12-13 23:00:00
417,418,8,2019-12-30 23:00:00
418,419,10,2019-12-12 23:00:00
419,420,2,2019-12-25 23:00:00
420,421,8,2019-12-30 23:00:00
421,422,9,2019-12-21 23:00:00
422,422,9,2019-12-28 23:00:00
423,424,6,2019-12-31 23:00:00
424,424,9,2019-12-30 23:00:00
425,425,9,2019-12-31 23:00:00
426,425,10,2019-12-30 23:00:00
427,426,10,2019-12-29 23:00:00
428,428,8,2019-12-31 23:00:00
429,428,10,2019-12-28 23:00:00
430,430,9,2019-12-18 23:00:00
431,430,2,2019-12-22 23:00:00
432,431,6,2019-12-22 23:00:00
433,432,8,2019-12-22 23:00:00
434,433,4,2019-12-24 23:00:00
435,433,8,2019-12-22 23:00:00
436,435,9,2019-12-31 23:00:00
437,435,5,2019-12-31 23:00:00
438,437,2,2019-12-20 23:00:00
439,437,9,2019-12-30 23:00:00
440,438,9,2019-12-25 23:00:00
441,439,8,2019-12-27 23:00:00
442,439,8,2019-12-19 23:00:00
443,441,7,2019-12-19 23:00:00
444,442,9,2019-12-29 23:00:00
445,444,10,2019-12-29 23:00:00
446,444,0,2019-12-20 23:00:00
447,445,7,2019-12-07 23:00:00
448,448,9,2019-12-28 23:00:00
449,448,10,2019-12-27 23:00:00
450,449,10,2019-12-08 23:00:00
451,449,9,2019-12-10 23:00:00
452,451,9,2019-12-24 23:00:00
453,451,7,2019-12-31 23:00:00
454,452,9,2019-12-13 23:00:00
455,453,9,2019-12-02 23:00:00
456,453,7,2019-12-08 23:00:00
457,455,6,2019-12-26 23:00:00
458,456,2,2019-12-26 23:00:00
459,456,10,2019-12-31 23:00:00
460,457,8,2019-12-26 23:00:00
461,458,8,2019-12-30 23:00:00
462,460,9,2019-12-30 23:00:00
463,460,9,2019-12-23 23:00:00
464,462,6,2019-12-29 23:00:00
465,463,6,2019-12-27 23:00:00
466,463,9,2019-12-31 23:00:00
467,464,10,2019-12-27 23:00:00
468,464,4,2019-12-24 23:00:00
469,467,4,2019-12-12 23:00:00
470,469,10,2019-12-24 23:00:00
471,469,7,2019-12-12 23:00:00
472,470,2,2019-12-29 23:00:00
473,470,10,2019-12-17 23:00:00
474,471,10,2019-12-20 23:00:00
475,472,6,2019-12-21 23:00:00
476,473,9,2019-12-26 23:00:00
477,474,10,2019-12-29 23:00:00
478,476,9,2019-12-18 23:00:00
479,477,4,2019-12-13 23:00:00
480,477,4,2019-12-16 23:00:00
481,479,8,2019-12-23 23:00:00
482,479,4,2019-12-22 23:00:00
483,480,9,2019-12-23 23:00:00
484,481,5,2019-12-24 23:00:00
485,482,10,2019-12-29 23:00:00
486,483,7,2019-12-30 23:00:00
487,484,10,2019-12-31 23:00:00
488,484,10,2019-12-30 23:00:00
489,485,7,2019-12-31 23:00:00
490,485,10,2019-12-31 23:00:00
491,486,3,2019-12-29 23:00:00
492,486,10,2019-12-22 23:00:00
493,487,10,2019-12-20 23:00:00
494,490,9,2019-12-20 23:00:00
495,491,8,2019-12-15 23:00:00
496,493,3,2019-12-21 23:00:00
497,493,7,2019-12-18 23:00:00
498,496,4,2019-12-27 23:00:00
499,499,7,2019-12-26 23:00:00
500,499,8,2019-12-31 23:00:00
501,500,3,2019-12-24 23:00:00
502,501,6,2019-12-15 23:00:00
503,501,9,2019-12-13 23:00:00
504,503,7,2019-12-28 23:00:00
505,504,10,2019-12-25 23:00:00
506,505,10,2019-12-20 23:00:00
507,507,7,2019-12-12 23:00:00
508,507,10,2019-12-23 23:00:00
509,509,5,2019-12-20 23:00:00
510,510,10,2019-12-20 23:00:00
511,510,4,2019-12-19 23:00:00
512,513,10,2019-12-29 23:00:00
513,513,7,2019-12-30 23:00:00
514,514,10,2019-12-30 23:00:00
515,514,10,2019-12-20 23:00:00
516,515,7,2019-12-29 23:00:00
517,515,8,2019-12-24 23:00:00
518,516,6,2019-12-31 23:00:00
519,516,7,2019-12-23 23:00:00
520,519,5,2019-12-30 23:00:00
521,519,10,2019-12-28 23:00:00
522,520,3,2019-12-24 23:00:00
523,520,10,2019-12-23 23:00:00
524,521,5,2019-12-21 23:00:00
525,521,8,2019-12-23 23:00:00
526,523,10,2019-12-21 23:00:00
527,524,9,2019-12-18 23:00:00
528,524,3,2019-12-28 23:00:00
529,525,8,2019-12-19 23:00:00
530,526,1,2019-12-03 23:00:00
531,527,10,2019-12-14 23:00:00
532,527,4,2019-12-05 23:00:00
533,528,10,2019-12-06 23:00:00
534,529,6,2019-12-30 23:00:00
535,530,5,2019-12-19 23:00:00
536,530,8,2019-12-26 23:00:00
537,531,10,2019-12-14 23:00:00
538,531,6,2019-12-09 23:00:00
539,533,10,2019-12-26 23:00:00
540,534,1,2019-12-26 23:00:00
541,534,6,2019-12-27 23:00:00
542,535,7,2019-12-31 23:00:00
543,538,6,2019-12-02 23:00:00
544,538,6,2019-12-08 23:00:00
545,539,4,2019-12-18 23:00:00
546,540,10,2019-12-28 23:00:00
547,540,5,2019-12-22 23:00:00
548,541,5,2019-12-25 23:00:00
549,541,4,2019-12-25 23:00:00
550,542,6,2019-12-29 23:00:00
551,542,10,2019-12-23 23:00:00
552,543,10,2019-12-16 23:00:00
553,544,6,2019-12-31 23:00:00
554,545,10,2019-12-31 23:00:00
555,547,1,2019-12-14 23:00:00
556,547,10,2019-12-23 23:00:00
557,548,7,2019-12-22 23:00:00
558,549,10,2019-12-26 23:00:00
559,550,4,2019-12-12 23:00:00
560,550,9,2019-12-22 23:00:00
561,552,6,2019-12-30 23:00:00
562,554,9,2019-12-31 23:00:00
563,554,9,2019-12-31 23:00:00
564,556,9,2019-12-29 23:00:00
565,557,9,2019-12-30 23:00:00
566,557,4,2019-12-27 23:00:00
567,558,10,2019-12-08 23:00:00
568,561,4,2019-12-16 23:00:00
569,561,4,2019-12-14 23:00:00
570,562,9,2019-12-24 23:00:00
571,562,10,2019-12-22 23:00:00
572,564,4,2019-12-28 23:00:00
573,564,9,2019-12-30 23:00:00
574,565,10,2019-12-27 23:00:00
575,565,7,2019-12-27 23:00:00
576,568,9,2019-12-20 23:00:00
577,568,10,2019-12-12 23:00:00
578,570,9,2019-12-30 23:00:00
579,570,8,2019-12-26 23:00:00
580,573,9,2019-12-31 23:00:00
581,573,4,2019-12-18 23:00:00
582,574,9,2019-12-23 23:00:00
583,577,5,2019-12-28 23:00:00
584,577,9,2019-12-28 23:00:00
585,579,10,2019-12-30 23:00:00
586,580,10,2019-12-07 23:00:00
587,581,9,2019-12-05 23:00:00
588,581,10,2019-12-19 23:00:00
589,582,10,2019-12-30 23:00:00
590,583,10,2019-12-30 23:00:00
591,584,6,2019-12-30 23:00:00
592,584,0,2019-12-31 23:00:00
593,585,3,2019-12-28 23:00:00
594,586,7,2019-12-17 23:00:00
595,587,4,2019-12-18 23:00:00
596,587,10,2019-12-28 23:00:00
597,589,10,2019-12-30 23:00:00
598,591,10,2019-12-12 23:00:00
599,592,10,2019-12-21 23:00:00
600,592,10,2019-12-23 23:00:00
601,593,9,2019-12-23 23:00:00
602,595,8,2019-12-24 23:00:00
603,595,10,2019-12-23 23:00:00
604,596,7,2019-12-26 23:00:00
605,596,7,2019-12-25 23:00:00
606,597,9,2019-12-27 23:00:00
607,599,6,2019-12-26 23:00:00
608,600,6,2019-12-31 23:00:00
609,601,8,2019-12-31 23:00:00
610,602,9,2019-12-31 23:00:00
611,602,9,2019-12-31 23:00:00
612,603,8,2019-12-30 23:00:00
613,603,0,2019-12-29 23:00:00
614,605,8,2019-12-21 23:00:00
615,605,8,2019-12-17 23:00:00
616,606,10,2019-12-17 23:00:00
617,606,9,2019-12-28 23:00:00
618,607,6,2019-12-23 23:00:00
619,607,10,2019-12-27 23:00:00
620,608,10,2019-12-22 23:00:00
621,608,10,2019-12-26 23:00:00
622,609,10,2019-12-24 23:00:00
623,609,10,2019-12-31 23:00:00
624,611,3,2019-12-27 23:00:00
625,611,10,2019-12-28 23:00:00
626,612,10,2019-12-30 23:00:00
627,612,5,2019-12-30 23:00:00
628,613,7,2019-12-27 23:00:00
629,615,3,2019-12-22 23:00:00
630,616,8,2019-12-22 23:00:00
631,616,7,2019-12-30 23:00:00
632,618,10,2019-12-25 23:00:00
633,618,4,2019-12-19 23:00:00
634,622,7,2019-12-22 23:00:00
635,623,9,2019-12-27 23:00:00
636,623,8,2019-12-28 23:00:00
637,624,10,2019-12-28 23:00:00
638,625,9,2019-12-24 23:00:00
639,625,7,2019-12-28 23:00:00
640,626,8,2019-12-16 23:00:00
641,627,2,2019-12-21 23:00:00
642,631,10,2019-12-20 23:00:00
643,632,10,2019-12-30 23:00:00
644,634,6,2019-12-28 23:00:00
645,634,10,2019-12-23 23:00:00
646,635,9,2019-12-30 23:00:00
647,636,6,2019-12-22 23:00:00
648,636,10,2019-12-14 23:00:00
649,638,4,2019-12-19 23:00:00
650,639,10,2019-12-23 23:00:00
651,639,10,2019-12-26 23:00:00
652,643,8,2019-12-28 23:00:00
653,644,8,2019-12-29 23:00:00
654,644,9,2019-12-31 23:00:00
655,645,4,2019-12-27 23:00:00
656,645,10,2019-12-26 23:00:00
657,646,8,2019-12-29 23:00:00
658,647,7,2019-12-18 23:00:00
659,647,10,2019-12-17 23:00:00
660,648,5,2019-12-23 23:00:00
661,648,10,2019-12-19 23:00:00
662,649,8,2019-12-28 23:00:00
663,650,7,2019-12-26 23:00:00
664,653,7,2019-12-24 23:00:00
665,653,3,2019-12-15 23:00:00
666,655,1,2019-12-22 23:00:00
667,655,6,2019-12-29 23:00:00
668,656,9,2019-12-14 23:00:00
669,658,10,2019-12-14 23:00:00
670,658,5,2019-12-25 23:00:00
671,659,10,2019-12-30 23:00:00
672,660,7,2019-12-27 23:00:00
673,663,10,2019-12-19 23:00:00
674,663,7,2019-12-30 23:00:00
675,664,7,2019-12-17 23:00:00
676,664,9,2019-12-28 23:00:00
677,665,6,2019-12-30 23:00:00
678,666,8,2019-12-31 23:00:00
679,666,9,2019-12-31 23:00:00
680,667,7,2019-12-09 23:00:00
681,667,9,2019-12-19 23:00:00
682,669,5,2019-12-23 23:00:00
683,669,10,2019-12-11 23:00:00
684,671,3,2019-12-18 23:00:00
685,671,3,2019-12-25 23:00:00
686,672,10,2019-12-21 23:00:00
687,672,10,2019-12-29 23:00:00
688,673,8,2019-12-06 23:00:00
689,673,10,2019-12-30 23:00:00
690,674,6,2019-12-21 23:00:00
691,677,9,2019-12-16 23:00:00
692,680,8,2019-12-28 23:00:00
693,684,8,2019-12-29 23:00:00
694,684,6,2019-12-31 23:00:00
695,685,4,2019-12-25 23:00:00
696,685,9,2019-12-21 23:00:00
697,686,4,2019-12-30 23:00:00
698,686,10,2019-12-21 23:00:00
699,687,5,2019-12-31 23:00:00
700,687,9,2019-12-21 23:00:00
701,688,10,2019-12-25 23:00:00
702,688,10,2019-12-20 23:00:00
703,690,0,2019-12-01 23:00:00
704,691,6,2019-12-20 23:00:00
705,691,10,2019-12-05 23:00:00
706,693,7,2019-12-31 23:00:00
707,693,8,2019-12-29 23:00:00
708,694,4,2019-12-24 23:00:00
709,695,10,2019-12-30 23:00:00
710,695,8,2019-12-24 23:00:00
711,698,6,2019-12-30 23:00:00
712,698,8,2019-12-14 23:00:00
713,699,8,2019-12-13 23:00:00
714,699,9,2019-12-26 23:00:00
715,703,10,2019-12-17 23:00:00
716,703,2,2019-12-25 23:00:00
717,704,9,2019-12-27 23:00:00
718,704,9,2019-12-21 23:00:00
719,705,5,2019-12-25 23:00:00
720,707,1,2019-12-19 23:00:00
721,709,10,2019-12-27 23:00:00
722,710,2,2019-12-30 23:00:00
723,712,6,2019-12-28 23:00:00
724,712,10,2019-12-31 23:00:00
725,716,7,2019-12-30 23:00:00
726,716,10,2019-12-29 23:00:00
727,718,6,2019-12-11 23:00:00
728,718,7,2019-12-24 23:00:00
729,719,6,2019-12-12 23:00:00
730,719,4,2019-12-19 23:00:00
731,721,7,2019-12-13 23:00:00
732,723,7,2019-12-25 23:00:00
733,724,6,2019-12-31 23:00:00
734,725,9,2019-12-29 23:00:00
735,725,7,2019-12-30 23:00:00
