supervisor_id,teacher_id,submission_id
398,5,401
399,6,401
400,6,402
401,5,402
402,5,404
403,6,404
404,6,405
405,5,405
406,6,406
407,5,406
408,5,407
409,6,409
410,5,409
411,6,411
412,5,411
413,5,412
414,6,412
415,6,414
416,6,415
417,5,415
418,6,416
419,5,416
420,6,417
421,5,420
422,6,420
423,5,421
424,6,421
425,5,423
426,6,423
427,6,426
428,6,427
429,5,427
430,6,429
431,5,429
432,6,430
433,6,431
434,5,431
435,6,432
436,6,433
437,6,434
438,6,435
439,5,437
440,6,437
441,5,438
442,6,438
443,6,439
444,5,441
445,6,441
446,5,442
447,6,442
448,5,443
449,6,444
450,5,444
451,6,445
452,5,445
453,5,446
454,6,447
455,6,448
456,5,448
457,5,450
458,5,451
459,6,451
460,6,452
461,5,452
462,6,453
463,5,454
464,5,457
465,6,457
466,6,458
467,6,459
468,5,459
469,5,460
470,6,460
471,6,461
472,5,461
473,5,462
474,6,462
475,5,464
476,6,464
477,6,466
478,5,466
479,5,467
480,6,467
481,6,468
482,6,469
483,6,470
484,5,470
485,6,471
486,5,471
487,5,472
488,6,472
489,5,473
490,6,473
491,5,475
492,6,475
493,5,477
494,6,477
495,6,479
496,5,479
497,6,480
498,5,481
499,6,481
500,6,482
501,5,482
502,6,484
503,6,485
504,6,486
505,5,486
506,5,487
507,6,487
508,5,488
509,6,488
510,6,489
511,5,491
512,5,492
513,6,492
514,6,493
515,6,494
516,5,494
517,5,495
518,6,496
519,6,497
520,5,497
521,5,498
522,6,498
523,5,499
524,6,499
525,5,500
526,6,500
527,5,502
528,6,502
529,6,503
530,6,504
531,6,505
532,5,505
533,5,506
534,6,507
535,5,507
536,5,508
537,6,508
538,5,509
539,6,512
540,5,512
541,8,514
542,8,515
543,7,515
544,8,516
545,9,516
546,7,516
547,9,517
548,8,517
549,7,517
550,9,518
551,9,519
552,7,519
553,8,519
554,8,520
555,7,520
556,7,521
557,8,521
558,9,521
559,7,522
560,9,522
561,8,522
562,7,524
563,9,524
564,8,524
565,7,526
566,7,527
567,9,528
568,8,528
569,7,528
570,8,529
571,7,529
572,9,529
573,9,530
574,8,530
575,9,531
576,8,531
577,8,534
578,7,534
579,9,534
580,9,535
581,7,536
582,9,536
583,9,537
584,8,537
585,7,538
586,7,539
587,9,539
588,7,540
589,9,540
590,8,540
591,9,542
592,7,542
593,8,542
594,8,543
595,7,544
596,9,544
597,8,544
598,8,545
599,9,547
600,8,547
601,9,548
602,8,548
603,9,549
604,8,549
605,7,550
606,8,551
607,9,551
608,7,551
609,8,552
610,9,553
611,8,554
612,8,555
613,9,555
614,7,557
615,9,557
616,7,560
617,7,561
618,9,561
619,7,563
620,8,563
621,9,563
622,9,564
623,8,566
624,8,568
625,8,569
626,7,569
627,9,570
628,8,570
629,9,571
630,8,571
631,8,572
632,7,572
633,9,572
634,9,575
635,7,575
636,8,575
637,7,576
638,7,577
639,9,578
640,7,578
641,8,578
642,9,579
643,8,579
644,8,580
645,7,580
646,7,581
647,9,582
648,9,583
649,7,583
650,8,583
651,8,584
652,7,584
653,9,584
654,9,585
655,7,585
656,8,585
657,9,586
658,8,586
659,7,586
660,9,587
661,8,588
662,7,588
663,7,589
664,9,590
665,8,590
666,7,591
667,9,591
668,8,591
669,9,592
670,7,592
671,8,595
672,9,595
673,7,595
674,8,597
675,9,597
676,7,597
677,9,598
678,7,598
679,9,599
680,9,601
681,8,601
682,7,601
683,7,603
684,8,603
685,9,603
686,7,604
687,8,604
688,8,606
689,9,607
690,8,608
691,9,608
692,7,609
693,8,609
694,8,610
695,8,611
696,7,611
697,7,612
698,9,613
699,8,613
700,7,614
701,8,614
702,7,615
703,8,615
704,9,615
705,9,616
706,12,618
707,10,618
708,11,618
709,11,620
710,12,621
711,11,621
712,11,622
713,10,623
714,10,624
715,12,624
716,12,625
717,10,625
718,13,625
719,12,626
720,10,626
721,10,627
722,10,629
723,11,629
724,10,630
725,12,631
726,10,631
727,11,631
728,11,634
729,12,634
730,10,634
731,12,635
732,13,635
733,10,635
734,13,636
735,10,636
736,12,636
737,10,637
738,12,637
739,12,638
740,13,641
741,12,641
742,10,641
743,11,642
744,10,642
745,11,643
746,10,644
747,12,647
748,10,647
749,10,648
750,13,648
751,10,650
752,13,650
753,12,651
754,10,652
755,11,653
756,12,653
757,10,653
758,13,654
759,11,654
760,13,655
761,12,656
762,10,656
763,13,656
764,12,658
765,10,658
766,12,659
767,13,659
768,10,660
769,13,660
770,11,660
771,13,661
772,12,661
773,10,661
774,13,664
775,12,664
776,11,664
777,10,665
778,11,665
779,11,668
780,13,668
781,11,669
782,12,669
783,10,669
784,13,670
785,11,670
786,10,670
787,10,671
788,10,672
789,13,672
790,11,672
791,13,674
792,11,676
793,13,677
794,13,679
795,11,679
796,12,680
797,13,680
798,12,681
799,10,682
800,10,684
801,13,685
802,11,685
803,10,685
804,13,686
805,12,686
806,10,687
807,11,687
808,11,689
809,10,689
810,13,689
811,11,690
812,13,691
813,12,691
814,11,691
815,12,692
816,10,692
817,10,693
818,11,693
819,12,693
820,10,694
821,13,694
822,11,695
823,10,696
824,10,697
825,11,697
826,12,697
827,13,698
828,10,698
829,10,700
830,11,701
831,13,701
832,10,702
833,11,702
834,13,702
835,13,703
836,11,704
837,13,704
838,10,704
839,10,705
840,11,705
841,12,705
842,11,707
843,12,707
844,13,707
845,10,708
846,13,708
847,10,709
848,13,709
849,12,709
850,12,713
851,10,713
852,13,715
853,12,717
854,10,717
855,13,717
856,11,720
857,12,720
858,10,720
859,10,722
860,12,722
861,13,722
862,12,723
863,11,724
864,12,724
865,13,724
866,13,725
867,10,725
868,13,727
869,10,727
870,12,727
871,13,728
872,10,728
873,12,728
874,12,729
875,10,730
876,11,730
877,11,732
878,12,732
879,10,732
880,10,733
881,13,733
882,12,733
883,10,734
884,13,734
885,12,734
886,11,735
887,12,735
888,12,736
889,13,737
890,12,737
891,10,737
892,11,738
893,13,738
894,10,738
895,11,739
896,12,739
897,13,739
898,10,740
899,13,740
900,12,740
901,13,741
902,10,741
903,10,742
904,13,742
905,12,742
906,13,743
907,10,743
908,10,744
909,12,744
910,11,744
911,12,747
912,10,747
913,13,747
914,10,748
915,12,749
916,13,749
917,12,750
918,12,751
919,13,752
920,11,752
921,10,752
922,11,754
923,10,754
924,13,754
925,10,756
926,11,757
927,12,758
928,13,759
929,10,759
930,12,759
931,11,761
932,12,762
933,10,762
934,11,762
935,11,763
936,13,766
937,12,766
938,11,767
939,12,767
940,10,767
941,13,768
942,11,768
943,12,768
944,13,770
945,10,770
946,11,770
947,10,771
948,10,772
949,22,773
950,19,773
951,19,774
952,18,774
953,21,775
954,18,775
955,17,777
956,15,777
957,16,778
958,21,778
959,17,780
960,15,781
961,18,781
962,16,781
963,14,782
964,22,782
965,16,782
966,16,783
967,19,785
968,17,785
969,16,786
970,20,786
971,14,786
972,19,787
973,21,787
974,15,787
975,22,788
976,21,789
977,22,789
978,20,789
979,16,790
980,14,791
981,19,791
982,17,792
983,19,792
984,14,792
985,18,793
986,15,794
987,15,796
988,15,797
989,18,798
990,15,798
991,16,798
992,22,799
993,15,799
994,14,800
995,22,800
996,19,800
997,20,802
998,14,802
999,20,803
1000,17,803
1001,18,803
1002,19,804
1003,17,805
1004,21,805
1005,16,805
1006,19,806
1007,21,807
1008,20,807
1009,14,807
1010,20,808
1011,22,808
1012,16,808
1013,18,809
1014,14,810
1015,16,810
1016,22,810
1017,15,811
1018,18,812
1019,21,812
1020,22,812
1021,16,813
1022,15,813
1023,22,815
1024,15,815
1025,17,815
1026,22,816
1027,21,816
1028,17,817
1029,15,817
1030,15,819
1031,19,819
1032,21,819
1033,19,820
1034,16,820
1035,19,821
1036,19,822
1037,18,822
1038,15,822
1039,14,823
1040,16,823
1041,21,823
1042,15,825
1043,14,825
1044,21,825
1045,22,827
1046,22,829
1047,17,829
1048,16,830
1049,20,830
1050,14,831
1051,19,831
1052,21,832
1053,22,835
1054,14,836
1055,16,836
1056,19,836
1057,14,837
1058,16,838
1059,18,838
1060,14,838
1061,22,843
1062,21,845
1063,22,845
1064,14,845
1065,17,847
1066,22,847
1067,17,848
1068,14,849
1069,20,849
1070,22,849
1071,17,850
1072,15,851
1073,20,851
1074,14,851
1075,19,852
1076,17,852
1077,19,854
1078,22,855
1079,17,855
1080,20,855
1081,19,856
1082,14,859
1083,21,859
1084,20,860
1085,14,860
1086,16,860
1087,17,861
1088,16,861
1089,20,863
1090,21,863
1091,15,864
1092,22,864
1093,21,864
1094,22,866
1095,18,866
1096,20,866
1097,16,867
1098,17,867
1099,21,868
1100,20,868
1101,19,869
1102,16,869
1103,21,869
1104,22,870
1105,22,871
1106,20,871
1107,16,874
1108,21,874
1109,20,874
1110,20,875
1111,19,875
1112,22,875
1113,14,879
1114,15,881
1115,21,881
1116,22,881
1117,16,883
1118,18,884
1119,16,884
1120,15,885
1121,21,886
1122,14,887
1123,19,887
1124,21,887
1125,15,888
1126,19,888
1127,20,888
1128,22,889
1129,17,890
1130,19,891
1131,15,891
1132,21,892
1133,20,893
1134,19,893
1135,16,894
1136,19,894
1137,17,894
1138,18,895
1139,18,896
1140,19,897
1141,17,897
1142,17,898
1143,20,898
1144,15,900
1145,21,900
1146,16,900
1147,16,901
1148,17,903
1149,19,903
1150,16,904
1151,19,904
1152,14,905
1153,17,905
1154,17,907
1155,22,908
1156,17,908
1157,18,909
1158,19,909
1159,22,910
1160,15,911
1161,15,912
1162,16,912
1163,21,915
1164,20,915
1165,17,916
1166,19,917
1167,16,917
1168,21,917
1169,21,918
1170,19,918
1171,16,918
1172,14,919
1173,19,920
1174,17,922
1175,20,922
1176,15,923
1177,20,923
1178,21,923
1179,18,924
1180,14,925
1181,18,925
1182,19,925
1183,18,927
1184,18,928
1185,14,928
1186,22,929
1187,19,930
1188,21,930
1189,22,931
1190,20,931
1191,18,931
1192,15,932
1193,22,932
1194,20,932
1195,20,934
1196,17,934
1197,19,935
1198,16,935
1199,22,935
1200,22,936
1201,20,936
1202,16,936
1203,14,937
1204,20,937
1205,16,938
1206,19,939
1207,18,939
1208,19,940
1209,20,940
1210,18,941
1211,22,941
1212,19,941
1213,22,942
1214,15,942
1215,20,943
1216,20,944
1217,19,944
1218,17,944
1219,21,945
1220,19,945
1221,15,946
1222,16,946
1223,22,947
1224,15,948
1225,22,949
1226,14,949
1227,19,950
1228,18,951
1229,20,952
1230,14,952
1231,15,953
1232,21,953
1233,22,954
1234,16,955
1235,19,955
1236,17,955
1237,21,956
1238,19,956
1239,22,956
1240,19,958
1241,16,958
1242,17,959
1243,22,960
1244,17,962
1245,15,964
1246,16,964
1247,17,965
1248,14,965
1249,16,965
1250,14,966
1251,22,967
1252,20,967
1253,21,967
1254,19,968
1255,14,968
1256,15,968
1257,15,969
1258,19,969
1259,16,969
1260,14,972
1261,19,973
1262,15,973
1263,19,974
1264,20,974
1265,17,974
1266,17,975
1267,14,975
1268,24,978
1269,23,978
1270,23,979
1271,24,979
1272,24,980
1273,23,980
1274,23,981
1275,24,984
1276,23,984
1277,23,985
1278,23,988
1279,24,988
1280,23,989
1281,24,989
1282,24,990
1283,23,990
1284,23,991
1285,23,992
1286,24,992
1287,23,993
1288,24,993
1289,23,994
1290,24,994
1291,24,995
1292,23,996
1293,24,997
1294,24,998
1295,24,999
1296,24,1000
1297,23,1000
1298,24,1001
1299,23,1001
1300,23,1002
1301,24,1002
1302,23,1003
1303,24,1003
1304,24,1004
1305,23,1004
1306,23,1005
1307,24,1005
1308,24,1007
1309,23,1007
1310,24,1008
1311,23,1008
1312,24,1009
1313,23,1009
1314,24,1010
1315,23,1011
1316,24,1011
1317,24,1012
1318,23,1012
1319,23,1013
1320,24,1013
1321,24,1014
1322,24,1016
1323,23,1016
1324,24,1017
1325,23,1017
1326,23,1018
1327,24,1018
1328,23,1020
1329,24,1020
1330,24,1021
1331,23,1021
1332,24,1022
1333,24,1023
1334,23,1023
1335,23,1024
1336,24,1025
1337,23,1025
1338,23,1026
1339,24,1026
1340,24,1028
1341,23,1028
1342,23,1029
1343,24,1029
1344,23,1030
1345,24,1030
1346,24,1031
1347,23,1031
1348,24,1032
1349,24,1033
1350,23,1033
1351,23,1035
1352,24,1035
1353,24,1037
1354,23,1038
1355,23,1039
1356,23,1041
1357,23,1042
1358,24,1042
1359,24,1043
1360,24,1045
1361,23,1045
1362,23,1046
1363,24,1046
1364,24,1051
1365,23,1051
1366,23,1052
1367,24,1052
1368,23,1053
1369,24,1053
1370,23,1054
1371,24,1054
1372,24,1056
1373,23,1057
1374,23,1058
1375,23,1059
1376,24,1059
1377,24,1060
1378,23,1060
1379,24,1062
1380,23,1062
1381,24,1064
1382,23,1064
1383,24,1066
1384,23,1066
1385,24,1067
1386,23,1067
1387,23,1069
1388,24,1071
1389,24,1072
1390,23,1072
1391,23,1073
1392,24,1073
1393,23,1077
1394,24,1079
1395,23,1079
1396,23,1080
1397,24,1080
1398,24,1083
1399,23,1084
1400,23,1086
1401,24,1086
1402,23,1088
1403,26,1089
1404,28,1089
1405,26,1090
1406,25,1090
1407,28,1090
1408,28,1093
1409,25,1093
1410,26,1093
1411,28,1094
1412,25,1094
1413,26,1094
1414,28,1095
1415,27,1095
1416,26,1096
1417,26,1097
1418,28,1097
1419,25,1099
1420,26,1100
1421,28,1102
1422,26,1104
1423,26,1105
1424,26,1106
1425,25,1107
1426,26,1107
1427,27,1108
1428,26,1108
1429,28,1109
1430,26,1109
1431,26,1110
1432,26,1112
1433,25,1112
1434,27,1112
1435,28,1113
1436,25,1114
1437,26,1114
1438,27,1114
1439,28,1115
1440,27,1115
1441,28,1120
1442,27,1120
1443,26,1120
1444,26,1121
1445,25,1121
1446,28,1123
1447,26,1123
1448,25,1123
1449,27,1124
1450,28,1125
1451,27,1125
1452,27,1127
1453,26,1127
1454,25,1129
1455,28,1129
1456,26,1130
1457,28,1130
1458,27,1130
1459,26,1131
1460,25,1131
1461,27,1131
1462,26,1132
1463,27,1132
1464,27,1133
1465,28,1133
1466,27,1134
1467,25,1134
1468,26,1136
1469,25,1136
1470,27,1139
1471,28,1139
1472,25,1139
1473,25,1141
1474,28,1141
1475,25,1142
1476,28,1142
1477,27,1142
1478,28,1143
1479,26,1143
1480,25,1143
1481,26,1144
1482,26,1145
1483,25,1145
1484,28,1145
1485,30,1146
1486,29,1148
1487,30,1148
1488,30,1150
1489,29,1150
1490,29,1152
1491,30,1152
1492,29,1153
1493,30,1153
1494,30,1154
1495,29,1154
1496,29,1155
1497,30,1155
1498,29,1159
1499,29,1160
1500,30,1160
1501,30,1161
1502,29,1162
1503,29,1164
1504,30,1164
1505,30,1165
1506,29,1165
1507,29,1167
1508,30,1168
1509,30,1170
1510,29,1172
1511,30,1172
1512,30,1173
1513,29,1173
1514,29,1175
1515,29,1176
1516,30,1176
1517,29,1177
1518,30,1179
1519,30,1180
1520,29,1180
1521,30,1181
1522,29,1181
1523,30,1182
1524,29,1182
1525,29,1184
1526,30,1184
1527,29,1186
1528,29,1187
1529,30,1187
1530,30,1188
1531,29,1188
1532,30,1189
1533,29,1189
1534,29,1191
1535,30,1192
1536,29,1192
1537,30,1193
1538,29,1193
1539,30,1194
1540,29,1194
1541,29,1195
1542,30,1195
1543,29,1196
1544,30,1196
1545,29,1197
1546,29,1198
1547,30,1198
1548,30,1200
1549,29,1200
1550,29,1201
1551,30,1201
1552,30,1203
1553,29,1203
1554,29,1204
1555,30,1204
1556,29,1205
1557,29,1208
1558,30,1208
1559,29,1209
1560,29,1210
1561,30,1210
1562,30,1211
1563,30,1212
1564,29,1212
1565,30,1213
1566,29,1214
1567,30,1214
1568,29,1215
1569,29,1216
1570,30,1216
1571,29,1217
1572,30,1217
1573,29,1218
1574,30,1218
1575,29,1219
1576,29,1221
1577,29,1222
1578,30,1222
1579,30,1224
1580,29,1226
1581,29,1227
1582,30,1227
1583,30,1228
1584,29,1228
1585,30,1229
1586,29,1230
1587,30,1230
1588,30,1231
1589,29,1231
1590,29,1232
1591,30,1232
1592,30,1233
1593,29,1233
1594,29,1234
1595,30,1234
1596,29,1235
1597,30,1235
1598,30,1236
1599,29,1236
1600,29,1238
1601,30,1238
1602,30,1241
1603,29,1243
1604,30,1245
1605,29,1245
1606,29,1246
1607,30,1247
1608,30,1248
1609,29,1248
1610,30,1249
1611,29,1249
1612,30,1251
1613,29,1251
1614,29,1252
1615,30,1253
1616,29,1253
1617,37,1255
1618,33,1255
1619,34,1255
1620,35,1256
1621,33,1256
1622,35,1258
1623,34,1258
1624,36,1258
1625,34,1259
1626,37,1259
1627,32,1259
1628,35,1261
1629,31,1261
1630,33,1262
1631,37,1264
1632,31,1264
1633,34,1265
1634,33,1265
1635,31,1265
1636,34,1267
1637,36,1270
1638,33,1270
1639,36,1271
1640,35,1271
1641,34,1271
1642,35,1272
1643,36,1272
1644,33,1272
1645,34,1273
1646,33,1275
1647,36,1275
1648,33,1276
1649,35,1276
1650,31,1276
1651,35,1277
1652,32,1279
1653,34,1279
1654,31,1279
1655,35,1282
1656,37,1282
1657,32,1283
1658,35,1283
1659,32,1284
1660,35,1285
1661,37,1285
1662,31,1285
1663,32,1286
1664,34,1286
1665,32,1287
1666,37,1287
1667,35,1287
1668,37,1288
1669,35,1288
1670,31,1289
1671,31,1290
1672,35,1290
1673,34,1290
1674,33,1291
1675,35,1292
1676,33,1293
1677,35,1293
1678,34,1293
1679,36,1294
1680,36,1296
1681,31,1296
1682,32,1296
1683,36,1297
1684,35,1297
1685,32,1299
1686,36,1299
1687,35,1300
1688,34,1302
1689,37,1302
1690,32,1302
1691,37,1304
1692,33,1304
1693,34,1305
1694,32,1305
1695,36,1305
1696,36,1306
1697,32,1306
1698,33,1307
1699,31,1307
1700,34,1307
1701,34,1308
1702,31,1308
1703,37,1308
1704,34,1310
1705,31,1311
1706,33,1312
1707,36,1312
1708,33,1313
1709,31,1313
1710,31,1314
1711,34,1314
1712,35,1315
1713,34,1315
1714,32,1316
1715,34,1319
1716,37,1319
1717,35,1319
1718,37,1321
1719,36,1321
1720,35,1321
1721,37,1322
1722,35,1323
1723,36,1323
1724,31,1324
1725,34,1325
1726,31,1326
1727,32,1326
1728,31,1327
1729,36,1327
1730,34,1327
1731,37,1328
1732,32,1328
1733,34,1328
1734,34,1329
1735,33,1329
1736,37,1329
1737,34,1330
1738,32,1330
1739,37,1333
1740,34,1333
1741,35,1333
1742,32,1334
1743,36,1336
1744,35,1337
1745,35,1338
1746,36,1339
1747,32,1340
1748,35,1341
1749,31,1341
1750,32,1341
1751,31,1342
1752,34,1342
1753,36,1343
1754,37,1343
1755,31,1343
1756,31,1344
1757,34,1344
1758,36,1344
1759,33,1345
1760,34,1345
1761,35,1346
1762,33,1346
1763,31,1346
1764,32,1347
1765,34,1349
1766,35,1350
1767,33,1350
1768,36,1350
1769,34,1351
1770,37,1351
1771,36,1352
1772,36,1353
1773,33,1353
1774,35,1353
1775,35,1354
1776,34,1354
1777,31,1354
1778,36,1357
1779,34,1357
1780,35,1357
1781,37,1358
1782,31,1361
1783,34,1363
1784,32,1363
1785,33,1366
1786,32,1367
1787,34,1370
1788,35,1370
1789,35,1373
1790,36,1373
1791,33,1375
1792,32,1376
1793,34,1377
1794,37,1379
1795,31,1379
1796,36,1379
1797,36,1380
1798,32,1380
1799,36,1381
1800,37,1382
1801,33,1382
1802,34,1382
1803,34,1383
1804,35,1383
1805,36,1384
1806,31,1384
1807,32,1384
1808,31,1385
1809,35,1386
1810,32,1387
1811,37,1387
1812,36,1388
1813,31,1388
1814,37,1390
1815,32,1390
1816,31,1390
1817,35,1391
1818,32,1392
1819,34,1392
1820,34,1393
1821,31,1393
1822,33,1394
1823,33,1397
1824,37,1399
1825,34,1399
1826,31,1399
1827,31,1400
1828,37,1401
1829,36,1401
1830,31,1401
1831,31,1402
1832,35,1402
1833,34,1403
1834,32,1403
1835,32,1404
1836,37,1404
1837,33,1404
1838,35,1405
1839,37,1405
1840,34,1405
1841,33,1406
1842,35,1406
1843,35,1408
1844,33,1408
1845,35,1409
1846,36,1409
1847,34,1410
1848,31,1410
1849,36,1410
1850,36,1411
1851,31,1411
1852,36,1413
1853,33,1413
1854,32,1414
1855,37,1416
1856,34,1416
1857,33,1419
1858,35,1420
1859,36,1422
1860,32,1422
1861,32,1425
1862,33,1425
1863,35,1425
1864,36,1426
1865,34,1426
1866,31,1429
1867,36,1429
1868,35,1431
1869,34,1431
1870,31,1432
1871,36,1432
1872,37,1433
1873,33,1433
1874,31,1433
1875,34,1434
1876,34,1436
1877,36,1436
1878,35,1436
1879,31,1437
1880,33,1437
1881,37,1437
1882,36,1438
1883,36,1439
1884,33,1439
1885,35,1439
1886,31,1440
1887,35,1440
1888,34,1442
1889,31,1442
1890,32,1442
1891,36,1443
1892,35,1443
1893,37,1444
1894,33,1444
1895,33,1446
1896,34,1447
1897,35,1447
1898,31,1448
1899,32,1448
1900,34,1448
1901,36,1449
1902,35,1449
1903,31,1449
1904,38,1450
1905,39,1451
1906,41,1452
1907,38,1452
1908,41,1453
1909,39,1453
1910,41,1454
1911,40,1454
1912,40,1455
1913,41,1455
1914,41,1456
1915,38,1456
1916,39,1457
1917,41,1457
1918,38,1458
1919,40,1459
1920,38,1459
1921,41,1460
1922,41,1462
1923,40,1462
1924,38,1462
1925,38,1463
1926,39,1464
1927,40,1464
1928,38,1466
1929,39,1466
1930,40,1468
1931,41,1468
1932,41,1470
1933,41,1471
1934,38,1472
1935,39,1472
1936,39,1474
1937,40,1474
1938,38,1474
1939,40,1475
1940,40,1477
1941,41,1477
1942,38,1477
1943,39,1478
1944,40,1478
1945,38,1478
1946,40,1479
1947,40,1480
1948,38,1480
1949,39,1481
1950,38,1481
1951,40,1481
1952,40,1483
1953,41,1483
1954,39,1483
1955,38,1485
1956,40,1485
1957,38,1487
1958,38,1488
1959,41,1488
1960,40,1488
1961,41,1489
1962,41,1490
1963,39,1490
1964,40,1490
1965,39,1492
1966,38,1492
1967,41,1492
1968,41,1493
1969,38,1493
1970,41,1494
1971,38,1495
1972,38,1496
1973,38,1497
1974,40,1498
1975,38,1498
1976,39,1498
1977,41,1499
1978,38,1499
1979,39,1499
1980,41,1500
1981,40,1500
1982,40,1502
1983,41,1503
1984,38,1503
1985,40,1503
1986,38,1504
1987,40,1504
1988,39,1505
1989,41,1505
1990,41,1507
1991,39,1507
1992,41,1508
1993,39,1508
1994,39,1509
1995,40,1509
1996,41,1509
1997,38,1511
1998,40,1513
1999,41,1513
2000,41,1514
2001,39,1514
2002,39,1515
2003,41,1515
2004,40,1515
2005,38,1516
2006,41,1516
2007,38,1518
2008,40,1520
2009,41,1520
2010,38,1521
2011,38,1522
2012,38,1523
2013,38,1524
2014,39,1528
2015,40,1528
2016,41,1529
2017,40,1529
2018,39,1529
2019,40,1532
2020,39,1532
2021,40,1533
2022,41,1533
2023,41,1534
2024,41,1535
2025,38,1537
2026,39,1538
2027,39,1539
2028,41,1540
2029,38,1540
2030,39,1540
2031,40,1542
2032,38,1542
