grade_id,supervisor_id,grade,date
144,143,9,2019-12-16 23:00:00
145,143,4,2019-12-11 23:00:00
146,145,8,2019-12-31 23:00:00
147,147,10,2019-12-30 23:00:00
148,147,9,2019-12-31 23:00:00
149,149,9,2019-12-30 23:00:00
150,149,0,2019-12-02 23:00:00
151,150,5,2019-12-13 23:00:00
152,150,2,2019-12-02 23:00:00
153,152,7,2019-12-25 23:00:00
154,152,3,2019-12-17 23:00:00
155,153,10,2019-12-22 23:00:00
156,154,1,2019-12-25 23:00:00
157,154,7,2019-12-19 23:00:00
158,155,10,2019-12-13 23:00:00
159,156,10,2019-12-21 23:00:00
160,157,10,2019-12-27 23:00:00
161,157,10,2019-12-20 23:00:00
162,158,9,2019-12-29 23:00:00
163,159,9,2019-12-28 23:00:00
164,159,5,2019-12-24 23:00:00
165,160,10,2019-12-31 23:00:00
166,161,10,2019-12-27 23:00:00
167,162,10,2019-12-29 23:00:00
168,162,10,2019-12-28 23:00:00
169,163,8,2019-12-19 23:00:00
170,164,10,2019-12-18 23:00:00
171,165,10,2019-12-31 23:00:00
172,165,9,2019-12-16 23:00:00
173,167,10,2019-12-18 23:00:00
174,167,8,2019-12-25 23:00:00
175,168,8,2019-12-23 23:00:00
176,168,9,2019-12-29 23:00:00
177,171,9,2019-12-16 23:00:00
178,171,6,2019-12-21 23:00:00
179,172,7,2019-12-28 23:00:00
180,172,9,2019-12-22 23:00:00
181,173,7,2019-12-12 23:00:00
182,173,8,2019-12-16 23:00:00
183,174,9,2019-12-30 23:00:00
184,175,5,2019-12-29 23:00:00
185,175,5,2019-12-30 23:00:00
186,176,10,2019-12-31 23:00:00
187,176,10,2019-12-30 23:00:00
188,177,4,2019-12-31 23:00:00
189,178,10,2019-12-25 23:00:00
190,180,8,2019-12-20 23:00:00
191,182,9,2019-12-23 23:00:00
192,183,7,2019-12-28 23:00:00
193,184,10,2019-12-30 23:00:00
194,185,6,2019-12-23 23:00:00
195,185,1,2019-12-22 23:00:00
196,189,9,2019-12-18 23:00:00
197,189,8,2019-12-11 23:00:00
198,190,3,2019-12-15 23:00:00
199,190,6,2019-12-19 23:00:00
200,192,9,2019-12-24 23:00:00
201,193,10,2019-12-14 23:00:00
202,194,9,2019-12-20 23:00:00
203,195,10,2019-12-03 23:00:00
204,196,10,2019-12-31 23:00:00
205,198,9,2019-12-31 23:00:00
206,198,10,2019-12-29 23:00:00
207,199,10,2019-12-31 23:00:00
208,199,6,2019-12-31 23:00:00
209,200,5,2019-12-29 23:00:00
210,200,8,2019-12-28 23:00:00
211,201,10,2019-12-27 23:00:00
212,202,1,2019-12-23 23:00:00
213,202,7,2019-12-14 23:00:00
214,203,10,2019-12-18 23:00:00
215,204,8,2019-12-19 23:00:00
216,205,10,2019-12-29 23:00:00
217,205,7,2019-12-04 23:00:00
218,206,10,2019-12-28 23:00:00
219,207,5,2019-12-25 23:00:00
220,207,10,2019-12-26 23:00:00
221,208,10,2019-12-30 23:00:00
222,209,10,2019-12-30 23:00:00
223,209,9,2019-12-25 23:00:00
224,210,9,2019-12-27 23:00:00
225,211,10,2019-12-19 23:00:00
226,211,7,2019-12-25 23:00:00
227,213,10,2019-12-18 23:00:00
228,213,5,2019-12-21 23:00:00
229,216,4,2019-12-30 23:00:00
230,217,9,2019-12-24 23:00:00
231,218,10,2019-12-27 23:00:00
232,219,5,2019-12-22 23:00:00
233,219,5,2019-12-20 23:00:00
234,220,4,2019-12-31 23:00:00
235,222,8,2019-12-22 23:00:00
236,223,5,2019-12-28 23:00:00
237,223,8,2019-12-28 23:00:00
238,224,10,2019-12-28 23:00:00
239,226,10,2019-12-22 23:00:00
240,226,8,2019-12-19 23:00:00
241,227,10,2019-12-23 23:00:00
242,229,8,2019-12-29 23:00:00
243,230,9,2019-12-26 23:00:00
244,233,8,2019-12-20 23:00:00
245,234,6,2019-12-20 23:00:00
246,235,9,2019-12-18 23:00:00
247,236,10,2019-12-25 23:00:00
248,236,6,2019-12-27 23:00:00
249,239,10,2019-12-21 23:00:00
250,240,9,2019-12-25 23:00:00
251,241,10,2019-12-23 23:00:00
252,243,8,2019-12-26 23:00:00
253,246,4,2019-12-22 23:00:00
254,246,9,2019-12-31 23:00:00
255,247,8,2019-12-11 23:00:00
256,247,9,2019-12-20 23:00:00
257,248,10,2019-12-14 23:00:00
258,250,5,2019-12-29 23:00:00
259,250,10,2019-12-21 23:00:00
260,252,5,2019-12-29 23:00:00
261,255,7,2019-12-27 23:00:00
262,257,7,2019-12-06 23:00:00
263,258,10,2019-12-30 23:00:00
264,259,3,2019-12-31 23:00:00
265,260,10,2019-12-29 23:00:00
266,262,10,2019-12-16 23:00:00
267,263,5,2019-12-25 23:00:00
268,263,7,2019-12-28 23:00:00
269,264,8,2019-12-30 23:00:00
270,265,3,2019-12-29 23:00:00
271,265,10,2019-12-30 23:00:00
272,266,10,2019-12-28 23:00:00
273,266,7,2019-12-25 23:00:00
274,267,8,2019-12-24 23:00:00
275,272,4,2019-12-30 23:00:00
276,273,4,2019-12-24 23:00:00
277,273,8,2019-12-22 23:00:00
278,274,9,2019-12-09 23:00:00
279,275,6,2019-12-14 23:00:00
280,277,4,2019-12-31 23:00:00
281,277,5,2019-12-31 23:00:00
282,278,9,2019-12-24 23:00:00
283,279,10,2019-12-28 23:00:00
284,280,1,2019-12-27 23:00:00
285,281,4,2019-12-27 23:00:00
286,281,10,2019-12-23 23:00:00
287,282,9,2019-12-31 23:00:00
288,282,10,2019-12-31 23:00:00
289,283,7,2019-12-11 23:00:00
290,284,9,2019-12-24 23:00:00
291,286,9,2019-12-20 23:00:00
292,286,9,2019-12-13 23:00:00
293,287,8,2019-12-14 23:00:00
294,288,6,2019-12-15 23:00:00
295,292,4,2019-12-25 23:00:00
296,293,10,2019-12-12 23:00:00
297,296,6,2019-12-22 23:00:00
298,296,8,2019-12-20 23:00:00
299,297,8,2019-12-14 23:00:00
300,300,9,2019-12-30 23:00:00
301,300,5,2019-12-25 23:00:00
302,301,8,2019-12-19 23:00:00
303,303,3,2019-12-29 23:00:00
304,303,6,2019-12-30 23:00:00
305,304,5,2019-12-18 23:00:00
306,304,2,2019-12-22 23:00:00
307,305,8,2019-12-31 23:00:00
308,306,4,2019-12-29 23:00:00
309,306,10,2019-12-20 23:00:00
310,307,3,2019-12-20 23:00:00
311,308,6,2019-12-14 23:00:00
312,308,8,2019-12-16 23:00:00
313,311,10,2019-12-31 23:00:00
314,311,10,2019-12-31 23:00:00
315,312,10,2019-12-14 23:00:00
316,312,9,2019-12-26 23:00:00
317,314,10,2019-12-22 23:00:00
318,314,3,2019-12-26 23:00:00
319,315,2,2019-12-26 23:00:00
320,316,9,2019-12-13 23:00:00
321,316,7,2019-12-31 23:00:00
322,320,8,2019-12-31 23:00:00
323,321,8,2019-12-21 23:00:00
324,322,9,2019-12-29 23:00:00
325,325,9,2019-12-14 23:00:00
326,326,6,2019-12-21 23:00:00
327,326,9,2019-12-16 23:00:00
328,329,9,2019-12-28 23:00:00
329,331,9,2019-12-30 23:00:00
330,331,10,2019-12-31 23:00:00
331,333,5,2019-12-28 23:00:00
332,334,8,2019-12-18 23:00:00
333,335,8,2019-12-28 23:00:00
334,337,10,2019-12-26 23:00:00
335,337,10,2019-12-26 23:00:00
336,338,10,2019-12-22 23:00:00
337,338,8,2019-12-29 23:00:00
338,339,7,2019-12-27 23:00:00
339,340,10,2019-12-28 23:00:00
340,341,8,2019-12-27 23:00:00
341,345,4,2019-12-20 23:00:00
342,345,6,2019-12-25 23:00:00
343,346,8,2019-12-16 23:00:00
344,346,10,2019-12-14 23:00:00
345,347,10,2019-12-27 23:00:00
346,348,8,2019-12-29 23:00:00
347,351,5,2019-12-18 23:00:00
348,351,6,2019-12-18 23:00:00
349,352,10,2019-12-18 23:00:00
350,353,3,2019-12-25 23:00:00
351,353,8,2019-12-18 23:00:00
352,356,8,2019-12-19 23:00:00
353,356,9,2019-12-11 23:00:00
354,357,3,2019-12-14 23:00:00
355,357,10,2019-12-04 23:00:00
356,359,4,2019-12-27 23:00:00
357,362,8,2019-12-20 23:00:00
358,363,8,2019-12-24 23:00:00
359,364,9,2019-12-24 23:00:00
360,365,1,2019-12-25 23:00:00
361,365,10,2019-12-28 23:00:00
362,366,10,2019-12-18 23:00:00
363,368,9,2019-12-28 23:00:00
364,369,9,2019-12-30 23:00:00
365,370,6,2019-12-29 23:00:00
366,371,4,2019-12-30 23:00:00
367,372,8,2019-12-30 23:00:00
368,373,8,2019-12-22 23:00:00
369,375,3,2019-12-13 23:00:00
370,378,7,2019-12-22 23:00:00
371,379,9,2019-12-21 23:00:00
372,380,9,2019-12-11 23:00:00
373,380,3,2019-12-11 23:00:00
374,382,9,2019-12-31 23:00:00
375,384,5,2019-12-08 23:00:00
376,385,10,2019-12-21 23:00:00
377,385,8,2019-12-09 23:00:00
378,386,10,2019-12-13 23:00:00
379,387,8,2019-12-23 23:00:00
380,389,10,2019-12-24 23:00:00
381,391,5,2019-12-22 23:00:00
382,392,3,2019-12-30 23:00:00
383,392,3,2019-12-30 23:00:00
384,393,8,2019-12-29 23:00:00
385,393,7,2019-12-29 23:00:00
386,394,9,2019-12-11 23:00:00
387,395,8,2019-12-16 23:00:00
388,397,10,2019-12-30 23:00:00
389,398,0,2019-12-13 23:00:00
390,399,10,2019-12-20 23:00:00
391,400,4,2019-12-30 23:00:00
392,402,10,2019-12-26 23:00:00
393,405,5,2019-12-29 23:00:00
394,405,10,2019-12-22 23:00:00
395,406,5,2019-12-31 23:00:00
396,408,8,2019-12-12 23:00:00
397,408,10,2019-12-22 23:00:00
398,409,7,2019-12-12 23:00:00
399,410,10,2019-12-31 23:00:00
400,410,0,2019-12-25 23:00:00
401,412,10,2019-12-26 23:00:00
402,412,9,2019-12-23 23:00:00
403,414,8,2019-12-11 23:00:00
404,414,9,2019-12-22 23:00:00
405,415,10,2019-12-30 23:00:00
406,415,8,2019-12-30 23:00:00
407,416,10,2019-12-31 23:00:00
408,417,2,2019-12-31 23:00:00
409,418,1,2019-12-12 23:00:00
410,419,10,2019-12-04 23:00:00
411,419,10,2019-12-19 23:00:00
412,421,9,2019-12-29 23:00:00
413,423,4,2019-12-31 23:00:00
414,424,10,2019-12-23 23:00:00
415,424,9,2019-12-25 23:00:00
416,425,6,2019-12-14 23:00:00
417,428,8,2019-12-29 23:00:00
418,430,8,2019-12-18 23:00:00
419,430,4,2019-12-21 23:00:00
420,431,5,2019-12-10 23:00:00
421,431,10,2019-12-12 23:00:00
422,432,10,2019-12-10 23:00:00
423,432,9,2019-12-15 23:00:00
424,433,6,2019-12-29 23:00:00
425,434,9,2019-12-27 23:00:00
426,435,10,2019-12-27 23:00:00
427,436,10,2019-12-18 23:00:00
428,436,10,2019-12-18 23:00:00
429,437,6,2019-12-24 23:00:00
430,440,8,2019-12-27 23:00:00
431,441,9,2019-12-28 23:00:00
432,443,9,2019-12-28 23:00:00
433,444,9,2019-12-19 23:00:00
434,445,2,2019-12-16 23:00:00
435,445,10,2019-12-28 23:00:00
436,447,9,2019-12-27 23:00:00
437,447,10,2019-12-16 23:00:00
438,450,1,2019-12-29 23:00:00
439,451,1,2019-12-31 23:00:00
440,452,3,2019-12-30 23:00:00
441,455,8,2019-12-13 23:00:00
442,457,10,2019-12-30 23:00:00
443,460,10,2019-12-23 23:00:00
444,463,6,2019-12-31 23:00:00
445,463,7,2019-12-31 23:00:00
446,467,3,2019-12-30 23:00:00
447,467,9,2019-12-31 23:00:00
448,468,8,2019-12-29 23:00:00
449,468,9,2019-12-30 23:00:00
450,469,9,2019-12-30 23:00:00
451,469,9,2019-12-24 23:00:00
452,471,9,2019-12-21 23:00:00
453,471,1,2019-12-23 23:00:00
454,475,8,2019-12-14 23:00:00
455,476,10,2019-12-21 23:00:00
456,479,5,2019-12-16 23:00:00
457,480,4,2019-12-24 23:00:00
458,481,5,2019-12-12 23:00:00
459,481,4,2019-12-25 23:00:00
460,484,9,2019-12-31 23:00:00
461,486,5,2019-12-14 23:00:00
462,486,9,2019-12-08 23:00:00
463,487,6,2019-12-23 23:00:00
464,488,8,2019-12-17 23:00:00
465,492,8,2019-12-22 23:00:00
466,492,5,2019-12-22 23:00:00
467,493,8,2019-12-29 23:00:00
468,493,9,2019-12-22 23:00:00
469,494,8,2019-12-29 23:00:00
470,495,10,2019-12-28 23:00:00
471,495,8,2019-12-31 23:00:00
472,496,10,2019-12-29 23:00:00
473,498,9,2019-12-29 23:00:00
474,500,10,2019-12-29 23:00:00
475,500,4,2019-12-26 23:00:00
476,503,5,2019-12-25 23:00:00
477,503,9,2019-12-22 23:00:00
478,504,9,2019-12-23 23:00:00
479,506,9,2019-12-28 23:00:00
480,506,3,2019-12-27 23:00:00
481,507,6,2019-12-28 23:00:00
482,508,9,2019-12-30 23:00:00
483,508,10,2019-12-31 23:00:00
484,510,10,2019-12-31 23:00:00
485,511,6,2019-12-18 23:00:00
486,513,10,2019-12-27 23:00:00
487,514,9,2019-12-24 23:00:00
488,516,6,2019-12-28 23:00:00
489,519,9,2019-12-28 23:00:00
490,519,4,2019-12-22 23:00:00
491,520,9,2019-12-22 23:00:00
492,520,10,2019-12-24 23:00:00
493,521,9,2019-12-18 23:00:00
494,522,8,2019-12-10 23:00:00
495,522,7,2019-12-24 23:00:00
496,523,7,2019-12-26 23:00:00
497,524,6,2019-12-21 23:00:00
498,524,9,2019-12-31 23:00:00
499,525,9,2019-12-30 23:00:00
500,525,10,2019-12-29 23:00:00
501,527,9,2019-12-06 23:00:00
502,528,4,2019-12-08 23:00:00
503,529,9,2019-12-31 23:00:00
504,531,7,2019-12-18 23:00:00
505,531,10,2019-12-27 23:00:00
506,532,9,2019-12-18 23:00:00
507,533,9,2019-12-30 23:00:00
508,533,8,2019-12-18 23:00:00
509,534,10,2019-12-28 23:00:00
510,535,7,2019-12-27 23:00:00
511,536,10,2019-12-30 23:00:00
512,536,4,2019-12-25 23:00:00
513,537,8,2019-12-23 23:00:00
514,538,7,2019-12-31 23:00:00
515,539,9,2019-12-28 23:00:00
516,539,9,2019-12-29 23:00:00
517,540,9,2019-12-20 23:00:00
518,540,9,2019-12-15 23:00:00
519,541,10,2019-12-29 23:00:00
520,541,10,2019-12-19 23:00:00
521,544,7,2019-12-06 23:00:00
522,545,10,2019-12-25 23:00:00
523,546,4,2019-12-09 23:00:00
524,547,10,2019-12-22 23:00:00
525,547,5,2019-12-28 23:00:00
526,549,5,2019-12-26 23:00:00
527,549,4,2019-12-30 23:00:00
528,551,10,2019-12-05 23:00:00
529,552,9,2019-12-21 23:00:00
530,552,4,2019-12-15 23:00:00
531,553,9,2019-12-22 23:00:00
532,553,8,2019-12-31 23:00:00
533,556,10,2019-12-24 23:00:00
534,558,5,2019-12-25 23:00:00
535,559,7,2019-12-26 23:00:00
536,559,9,2019-12-29 23:00:00
537,563,10,2019-12-08 23:00:00
538,564,5,2019-12-15 23:00:00
539,565,10,2019-12-26 23:00:00
540,568,10,2019-12-12 23:00:00
541,569,7,2019-12-09 23:00:00
542,570,10,2019-12-30 23:00:00
543,570,4,2019-12-22 23:00:00
544,573,8,2019-12-29 23:00:00
545,574,8,2019-12-26 23:00:00
546,574,8,2019-12-31 23:00:00
547,578,8,2019-12-30 23:00:00
548,579,8,2019-12-31 23:00:00
549,580,10,2019-12-26 23:00:00
550,580,8,2019-12-30 23:00:00
551,583,9,2019-12-08 23:00:00
552,583,10,2019-12-11 23:00:00
553,584,7,2019-12-11 23:00:00
554,585,6,2019-12-20 23:00:00
555,586,8,2019-12-29 23:00:00
556,587,4,2019-12-27 23:00:00
557,588,5,2019-12-31 23:00:00
558,588,9,2019-12-31 23:00:00
559,590,10,2019-12-29 23:00:00
560,592,4,2019-12-24 23:00:00
561,593,6,2019-12-20 23:00:00
562,594,8,2019-12-27 23:00:00
563,594,4,2019-12-27 23:00:00
564,595,9,2019-12-30 23:00:00
565,596,10,2019-12-28 23:00:00
566,596,9,2019-12-30 23:00:00
567,597,3,2019-12-31 23:00:00
568,598,6,2019-12-30 23:00:00
569,599,6,2019-12-15 23:00:00
570,599,1,2019-12-30 23:00:00
571,600,4,2019-12-25 23:00:00
572,601,3,2019-12-29 23:00:00
573,601,5,2019-12-15 23:00:00
574,602,8,2019-12-10 23:00:00
575,602,8,2019-12-13 23:00:00
576,603,9,2019-12-08 23:00:00
577,605,4,2019-12-30 23:00:00
578,606,10,2019-12-31 23:00:00
579,608,10,2019-12-29 23:00:00
580,609,2,2019-12-27 23:00:00
581,610,8,2019-12-30 23:00:00
582,610,5,2019-12-24 23:00:00
583,611,9,2019-12-07 23:00:00
584,611,7,2019-12-02 23:00:00
585,612,10,2019-12-30 23:00:00
586,612,2,2019-12-31 23:00:00
587,613,5,2019-12-02 23:00:00
588,615,9,2019-12-28 23:00:00
589,615,10,2019-12-30 23:00:00
590,616,9,2019-12-29 23:00:00
591,617,7,2019-12-31 23:00:00
592,619,9,2019-12-21 23:00:00
593,619,7,2019-12-15 23:00:00
594,620,10,2019-12-16 23:00:00
595,620,10,2019-12-19 23:00:00
596,622,7,2019-12-27 23:00:00
597,622,10,2019-12-29 23:00:00
598,623,10,2019-12-29 23:00:00
599,623,8,2019-12-31 23:00:00
600,624,10,2019-12-12 23:00:00
601,625,9,2019-12-29 23:00:00
602,625,9,2019-12-29 23:00:00
603,626,10,2019-12-31 23:00:00
604,626,10,2019-12-30 23:00:00
605,628,9,2019-12-31 23:00:00
606,628,10,2019-12-28 23:00:00
607,630,10,2019-12-25 23:00:00
608,630,10,2019-12-21 23:00:00
609,631,10,2019-12-28 23:00:00
610,631,7,2019-12-31 23:00:00
611,632,9,2019-12-23 23:00:00
612,633,4,2019-12-27 23:00:00
613,635,8,2019-12-06 23:00:00
614,635,10,2019-12-17 23:00:00
615,637,7,2019-12-31 23:00:00
616,637,10,2019-12-31 23:00:00
617,638,8,2019-12-31 23:00:00
618,639,9,2019-12-30 23:00:00
619,640,8,2019-12-29 23:00:00
620,642,10,2019-12-26 23:00:00
621,642,9,2019-12-29 23:00:00
622,644,7,2019-12-27 23:00:00
623,644,9,2019-12-24 23:00:00
624,645,9,2019-12-27 23:00:00
625,646,7,2019-12-27 23:00:00
626,646,2,2019-12-20 23:00:00
627,647,10,2019-12-26 23:00:00
628,647,7,2019-12-25 23:00:00
629,649,6,2019-12-25 23:00:00
630,650,10,2019-12-27 23:00:00
631,650,7,2019-12-27 23:00:00
632,651,6,2019-12-19 23:00:00
633,651,9,2019-12-20 23:00:00
634,652,10,2019-12-17 23:00:00
635,652,8,2019-12-17 23:00:00
636,653,10,2019-12-29 23:00:00
637,655,10,2019-12-30 23:00:00
638,655,10,2019-12-30 23:00:00
639,656,10,2019-12-29 23:00:00
640,656,10,2019-12-26 23:00:00
641,657,5,2019-12-28 23:00:00
642,658,5,2019-12-26 23:00:00
643,658,8,2019-12-29 23:00:00
644,659,2,2019-12-21 23:00:00
645,659,4,2019-12-31 23:00:00
646,661,4,2019-12-24 23:00:00
647,663,8,2019-12-19 23:00:00
648,664,6,2019-12-07 23:00:00
649,664,9,2019-12-17 23:00:00
650,668,8,2019-12-10 23:00:00
651,668,3,2019-12-15 23:00:00
652,670,10,2019-12-27 23:00:00
653,671,8,2019-12-26 23:00:00
654,671,9,2019-12-14 23:00:00
655,674,9,2019-12-23 23:00:00
656,678,0,2019-12-31 23:00:00
657,678,7,2019-12-31 23:00:00
658,680,3,2019-12-29 23:00:00
659,682,9,2019-12-21 23:00:00
660,683,7,2019-12-31 23:00:00
661,684,10,2019-12-23 23:00:00
662,686,9,2019-12-31 23:00:00
663,686,9,2019-12-28 23:00:00
664,689,8,2019-12-27 23:00:00
665,691,10,2019-12-26 23:00:00
666,694,8,2019-12-27 23:00:00
667,695,7,2019-12-27 23:00:00
668,695,1,2019-12-12 23:00:00
669,696,10,2019-12-28 23:00:00
670,697,2,2019-12-24 23:00:00
671,697,8,2019-12-13 23:00:00
672,701,8,2019-12-25 23:00:00
673,701,8,2019-12-15 23:00:00
674,702,9,2019-12-26 23:00:00
675,702,6,2019-12-26 23:00:00
676,703,10,2019-12-27 23:00:00
677,707,10,2019-12-28 23:00:00
678,707,10,2019-12-31 23:00:00
679,710,9,2019-12-23 23:00:00
680,711,10,2019-12-30 23:00:00
681,711,4,2019-12-28 23:00:00
682,712,8,2019-12-28 23:00:00
683,713,8,2019-12-24 23:00:00
684,715,10,2019-12-07 23:00:00
685,715,5,2019-12-10 23:00:00
686,716,7,2019-12-25 23:00:00
687,717,10,2019-12-20 23:00:00
688,717,9,2019-12-24 23:00:00
689,720,10,2019-12-18 23:00:00
690,720,8,2019-12-29 23:00:00
691,721,6,2019-12-30 23:00:00
692,721,10,2019-12-22 23:00:00
693,723,9,2019-12-30 23:00:00
694,725,9,2019-12-27 23:00:00
695,725,8,2019-12-31 23:00:00
696,726,10,2019-12-31 23:00:00
697,728,4,2019-12-10 23:00:00
698,728,5,2019-12-28 23:00:00
699,729,8,2019-12-21 23:00:00
700,730,10,2019-12-13 23:00:00
701,731,4,2019-12-18 23:00:00
702,731,10,2019-12-25 23:00:00
703,732,6,2019-12-30 23:00:00
704,732,8,2019-12-09 23:00:00
705,733,9,2019-12-28 23:00:00
706,733,8,2019-12-23 23:00:00
707,734,10,2019-12-29 23:00:00
708,735,7,2019-12-15 23:00:00
709,736,9,2019-12-19 23:00:00
710,737,4,2019-12-29 23:00:00
711,737,0,2019-12-17 23:00:00
712,739,10,2019-12-05 23:00:00
713,739,2,2019-12-05 23:00:00
714,741,4,2019-12-29 23:00:00
715,741,10,2019-12-25 23:00:00
716,742,10,2019-12-28 23:00:00
717,742,9,2019-12-28 23:00:00
718,745,5,2019-12-30 23:00:00
719,746,8,2019-12-24 23:00:00
720,746,8,2019-12-23 23:00:00
721,747,7,2019-12-13 23:00:00
722,748,6,2019-12-17 23:00:00
723,748,9,2019-12-08 23:00:00
724,750,9,2019-12-31 23:00:00
725,750,6,2019-12-31 23:00:00
726,751,10,2019-12-16 23:00:00
727,751,5,2019-12-21 23:00:00
728,754,6,2019-12-12 23:00:00
729,754,5,2019-12-20 23:00:00
730,755,10,2019-12-03 23:00:00
731,757,8,2019-12-23 23:00:00
732,757,8,2019-12-18 23:00:00
733,759,8,2019-12-25 23:00:00
734,759,6,2019-12-24 23:00:00
735,760,8,2019-12-31 23:00:00
