teacher_id,supervisor_id,LoadDateTimeStamp,RecordSource
2,111,2019-12-09 13:40:32,kaggle
3,112,2019-12-09 13:40:32,kaggle
2,113,2019-12-09 13:40:32,kaggle
2,114,2019-12-09 13:40:32,kaggle
3,115,2019-12-09 13:40:32,kaggle
2,116,2019-12-09 13:40:32,kaggle
3,117,2019-12-09 13:40:32,kaggle
2,118,2019-12-09 13:40:32,kaggle
2,119,2019-12-09 13:40:32,kaggle
3,120,2019-12-09 13:40:32,kaggle
2,121,2019-12-09 13:40:32,kaggle
2,122,2019-12-09 13:40:32,kaggle
3,123,2019-12-09 13:40:32,kaggle
3,124,2019-12-09 13:40:32,kaggle
3,125,2019-12-09 13:40:32,kaggle
2,126,2019-12-09 13:40:32,kaggle
2,127,2019-12-09 13:40:32,kaggle
3,128,2019-12-09 13:40:32,kaggle
2,129,2019-12-09 13:40:32,kaggle
2,130,2019-12-09 13:40:32,kaggle
3,131,2019-12-09 13:40:32,kaggle
3,132,2019-12-09 13:40:32,kaggle
2,133,2019-12-09 13:40:32,kaggle
2,134,2019-12-09 13:40:32,kaggle
3,135,2019-12-09 13:40:32,kaggle
3,136,2019-12-09 13:40:32,kaggle
2,137,2019-12-09 13:40:32,kaggle
3,138,2019-12-09 13:40:32,kaggle
2,139,2019-12-09 13:40:32,kaggle
3,140,2019-12-09 13:40:32,kaggle
2,141,2019-12-09 13:40:32,kaggle
2,142,2019-12-09 13:40:32,kaggle
2,143,2019-12-09 13:40:32,kaggle
3,144,2019-12-09 13:40:32,kaggle
3,145,2019-12-09 13:40:32,kaggle
2,146,2019-12-09 13:40:32,kaggle
3,147,2019-12-09 13:40:32,kaggle
2,148,2019-12-09 13:40:32,kaggle
3,149,2019-12-09 13:40:32,kaggle
2,150,2019-12-09 13:40:32,kaggle
3,151,2019-12-09 13:40:32,kaggle
2,152,2019-12-09 13:40:32,kaggle
2,153,2019-12-09 13:40:32,kaggle
3,154,2019-12-09 13:40:32,kaggle
3,155,2019-12-09 13:40:32,kaggle
2,156,2019-12-09 13:40:32,kaggle
3,157,2019-12-09 13:40:32,kaggle
2,158,2019-12-09 13:40:32,kaggle
2,159,2019-12-09 13:40:32,kaggle
3,160,2019-12-09 13:40:32,kaggle
3,161,2019-12-09 13:40:32,kaggle
2,162,2019-12-09 13:40:32,kaggle
3,163,2019-12-09 13:40:32,kaggle
2,164,2019-12-09 13:40:32,kaggle
3,165,2019-12-09 13:40:32,kaggle
3,166,2019-12-09 13:40:32,kaggle
2,167,2019-12-09 13:40:32,kaggle
2,168,2019-12-09 13:40:32,kaggle
3,169,2019-12-09 13:40:32,kaggle
2,170,2019-12-09 13:40:32,kaggle
3,171,2019-12-09 13:40:32,kaggle
2,172,2019-12-09 13:40:32,kaggle
2,173,2019-12-09 13:40:32,kaggle
3,174,2019-12-09 13:40:32,kaggle
2,175,2019-12-09 13:40:32,kaggle
3,176,2019-12-09 13:40:32,kaggle
2,177,2019-12-09 13:40:32,kaggle
3,178,2019-12-09 13:40:32,kaggle
2,179,2019-12-09 13:40:32,kaggle
2,180,2019-12-09 13:40:32,kaggle
3,181,2019-12-09 13:40:32,kaggle
2,182,2019-12-09 13:40:32,kaggle
3,183,2019-12-09 13:40:32,kaggle
3,184,2019-12-09 13:40:32,kaggle
3,185,2019-12-09 13:40:32,kaggle
2,186,2019-12-09 13:40:32,kaggle
2,187,2019-12-09 13:40:32,kaggle
3,188,2019-12-09 13:40:32,kaggle
3,189,2019-12-09 13:40:32,kaggle
3,190,2019-12-09 13:40:32,kaggle
2,191,2019-12-09 13:40:32,kaggle
3,192,2019-12-09 13:40:32,kaggle
2,193,2019-12-09 13:40:32,kaggle
3,194,2019-12-09 13:40:32,kaggle
3,195,2019-12-09 13:40:32,kaggle
2,196,2019-12-09 13:40:32,kaggle
2,197,2019-12-09 13:40:32,kaggle
2,198,2019-12-09 13:40:32,kaggle
3,199,2019-12-09 13:40:32,kaggle
2,200,2019-12-09 13:40:32,kaggle
3,201,2019-12-09 13:40:32,kaggle
2,202,2019-12-09 13:40:32,kaggle
2,203,2019-12-09 13:40:32,kaggle
3,204,2019-12-09 13:40:32,kaggle
3,205,2019-12-09 13:40:32,kaggle
2,206,2019-12-09 13:40:32,kaggle
2,207,2019-12-09 13:40:32,kaggle
3,208,2019-12-09 13:40:32,kaggle
2,209,2019-12-09 13:40:32,kaggle
2,210,2019-12-09 13:40:32,kaggle
3,211,2019-12-09 13:40:32,kaggle
2,212,2019-12-09 13:40:32,kaggle
2,213,2019-12-09 13:40:32,kaggle
3,214,2019-12-09 13:40:32,kaggle
3,215,2019-12-09 13:40:32,kaggle
2,216,2019-12-09 13:40:32,kaggle
3,217,2019-12-09 13:40:32,kaggle
2,218,2019-12-09 13:40:32,kaggle
3,219,2019-12-09 13:40:32,kaggle
3,220,2019-12-09 13:40:32,kaggle
2,221,2019-12-09 13:40:32,kaggle
3,222,2019-12-09 13:40:32,kaggle
3,223,2019-12-09 13:40:32,kaggle
2,224,2019-12-09 13:40:32,kaggle
3,225,2019-12-09 13:40:32,kaggle
2,226,2019-12-09 13:40:32,kaggle
3,227,2019-12-09 13:40:32,kaggle
2,228,2019-12-09 13:40:32,kaggle
3,229,2019-12-09 13:40:32,kaggle
2,230,2019-12-09 13:40:32,kaggle
3,231,2019-12-09 13:40:32,kaggle
2,232,2019-12-09 13:40:32,kaggle
3,233,2019-12-09 13:40:32,kaggle
2,234,2019-12-09 13:40:32,kaggle
3,235,2019-12-09 13:40:32,kaggle
2,236,2019-12-09 13:40:32,kaggle
3,237,2019-12-09 13:40:32,kaggle
3,238,2019-12-09 13:40:32,kaggle
2,239,2019-12-09 13:40:32,kaggle
2,240,2019-12-09 13:40:32,kaggle
3,241,2019-12-09 13:40:32,kaggle
3,242,2019-12-09 13:40:32,kaggle
2,243,2019-12-09 13:40:32,kaggle
3,244,2019-12-09 13:40:32,kaggle
2,245,2019-12-09 13:40:32,kaggle
2,246,2019-12-09 13:40:32,kaggle
3,247,2019-12-09 13:40:32,kaggle
2,248,2019-12-09 13:40:32,kaggle
2,249,2019-12-09 13:40:32,kaggle
2,250,2019-12-09 13:40:32,kaggle
3,251,2019-12-09 13:40:32,kaggle
3,252,2019-12-09 13:40:32,kaggle
2,253,2019-12-09 13:40:32,kaggle
2,254,2019-12-09 13:40:32,kaggle
3,255,2019-12-09 13:40:32,kaggle
3,256,2019-12-09 13:40:32,kaggle
2,257,2019-12-09 13:40:32,kaggle
3,258,2019-12-09 13:40:32,kaggle
2,259,2019-12-09 13:40:32,kaggle
3,260,2019-12-09 13:40:32,kaggle
2,261,2019-12-09 13:40:32,kaggle
3,262,2019-12-09 13:40:32,kaggle
3,263,2019-12-09 13:40:32,kaggle
2,264,2019-12-09 13:40:32,kaggle
3,265,2019-12-09 13:40:32,kaggle
2,266,2019-12-09 13:40:32,kaggle
3,267,2019-12-09 13:40:32,kaggle
3,268,2019-12-09 13:40:32,kaggle
2,269,2019-12-09 13:40:32,kaggle
2,270,2019-12-09 13:40:32,kaggle
3,271,2019-12-09 13:40:32,kaggle
2,272,2019-12-09 13:40:32,kaggle
3,273,2019-12-09 13:40:32,kaggle
2,274,2019-12-09 13:40:32,kaggle
3,275,2019-12-09 13:40:32,kaggle
2,276,2019-12-09 13:40:32,kaggle
3,277,2019-12-09 13:40:32,kaggle
3,278,2019-12-09 13:40:32,kaggle
2,279,2019-12-09 13:40:32,kaggle
2,280,2019-12-09 13:40:32,kaggle
3,281,2019-12-09 13:40:32,kaggle
2,282,2019-12-09 13:40:32,kaggle
3,283,2019-12-09 13:40:32,kaggle
2,284,2019-12-09 13:40:32,kaggle
2,285,2019-12-09 13:40:32,kaggle
2,286,2019-12-09 13:40:32,kaggle
3,287,2019-12-09 13:40:32,kaggle
3,288,2019-12-09 13:40:32,kaggle
2,289,2019-12-09 13:40:32,kaggle
3,290,2019-12-09 13:40:32,kaggle
3,291,2019-12-09 13:40:32,kaggle
2,292,2019-12-09 13:40:32,kaggle
3,293,2019-12-09 13:40:32,kaggle
2,294,2019-12-09 13:40:32,kaggle
3,295,2019-12-09 13:40:32,kaggle
2,296,2019-12-09 13:40:32,kaggle
3,297,2019-12-09 13:40:32,kaggle
4,298,2019-12-09 13:40:32,kaggle
4,299,2019-12-09 13:40:32,kaggle
4,300,2019-12-09 13:40:32,kaggle
4,301,2019-12-09 13:40:32,kaggle
4,302,2019-12-09 13:40:32,kaggle
4,303,2019-12-09 13:40:32,kaggle
4,304,2019-12-09 13:40:32,kaggle
4,305,2019-12-09 13:40:32,kaggle
4,306,2019-12-09 13:40:32,kaggle
4,307,2019-12-09 13:40:32,kaggle
4,308,2019-12-09 13:40:32,kaggle
4,309,2019-12-09 13:40:32,kaggle
4,310,2019-12-09 13:40:32,kaggle
4,311,2019-12-09 13:40:32,kaggle
4,312,2019-12-09 13:40:32,kaggle
4,313,2019-12-09 13:40:32,kaggle
4,314,2019-12-09 13:40:32,kaggle
4,315,2019-12-09 13:40:32,kaggle
4,316,2019-12-09 13:40:32,kaggle
4,317,2019-12-09 13:40:32,kaggle
4,318,2019-12-09 13:40:32,kaggle
4,319,2019-12-09 13:40:32,kaggle
4,320,2019-12-09 13:40:32,kaggle
4,321,2019-12-09 13:40:32,kaggle
4,322,2019-12-09 13:40:32,kaggle
4,323,2019-12-09 13:40:32,kaggle
4,324,2019-12-09 13:40:32,kaggle
4,325,2019-12-09 13:40:32,kaggle
4,326,2019-12-09 13:40:32,kaggle
4,327,2019-12-09 13:40:32,kaggle
4,328,2019-12-09 13:40:32,kaggle
4,329,2019-12-09 13:40:32,kaggle
4,330,2019-12-09 13:40:32,kaggle
4,331,2019-12-09 13:40:32,kaggle
4,332,2019-12-09 13:40:32,kaggle
4,333,2019-12-09 13:40:32,kaggle
4,334,2019-12-09 13:40:32,kaggle
4,335,2019-12-09 13:40:32,kaggle
4,336,2019-12-09 13:40:32,kaggle
4,337,2019-12-09 13:40:32,kaggle
4,338,2019-12-09 13:40:32,kaggle
4,339,2019-12-09 13:40:32,kaggle
4,340,2019-12-09 13:40:32,kaggle
4,341,2019-12-09 13:40:32,kaggle
4,342,2019-12-09 13:40:32,kaggle
4,343,2019-12-09 13:40:32,kaggle
4,344,2019-12-09 13:40:32,kaggle
4,345,2019-12-09 13:40:32,kaggle
4,346,2019-12-09 13:40:32,kaggle
4,347,2019-12-09 13:40:32,kaggle
4,348,2019-12-09 13:40:32,kaggle
4,349,2019-12-09 13:40:32,kaggle
4,350,2019-12-09 13:40:32,kaggle
4,351,2019-12-09 13:40:32,kaggle
4,352,2019-12-09 13:40:32,kaggle
4,353,2019-12-09 13:40:32,kaggle
5,354,2019-12-09 13:40:32,kaggle
6,355,2019-12-09 13:40:32,kaggle
6,356,2019-12-09 13:40:32,kaggle
5,357,2019-12-09 13:40:32,kaggle
5,358,2019-12-09 13:40:32,kaggle
6,359,2019-12-09 13:40:32,kaggle
5,360,2019-12-09 13:40:32,kaggle
6,361,2019-12-09 13:40:32,kaggle
6,362,2019-12-09 13:40:32,kaggle
5,363,2019-12-09 13:40:32,kaggle
5,364,2019-12-09 13:40:32,kaggle
6,365,2019-12-09 13:40:32,kaggle
6,366,2019-12-09 13:40:32,kaggle
5,367,2019-12-09 13:40:32,kaggle
6,368,2019-12-09 13:40:32,kaggle
5,369,2019-12-09 13:40:32,kaggle
6,370,2019-12-09 13:40:32,kaggle
6,371,2019-12-09 13:40:32,kaggle
5,372,2019-12-09 13:40:32,kaggle
6,373,2019-12-09 13:40:32,kaggle
5,374,2019-12-09 13:40:32,kaggle
6,375,2019-12-09 13:40:32,kaggle
5,376,2019-12-09 13:40:32,kaggle
6,377,2019-12-09 13:40:32,kaggle
5,378,2019-12-09 13:40:32,kaggle
5,379,2019-12-09 13:40:32,kaggle
5,380,2019-12-09 13:40:32,kaggle
6,381,2019-12-09 13:40:32,kaggle
6,382,2019-12-09 13:40:32,kaggle
5,383,2019-12-09 13:40:32,kaggle
5,384,2019-12-09 13:40:32,kaggle
6,385,2019-12-09 13:40:32,kaggle
6,386,2019-12-09 13:40:32,kaggle
5,387,2019-12-09 13:40:32,kaggle
6,388,2019-12-09 13:40:32,kaggle
5,389,2019-12-09 13:40:32,kaggle
5,390,2019-12-09 13:40:32,kaggle
6,391,2019-12-09 13:40:32,kaggle
6,392,2019-12-09 13:40:32,kaggle
5,393,2019-12-09 13:40:32,kaggle
6,394,2019-12-09 13:40:32,kaggle
5,395,2019-12-09 13:40:32,kaggle
6,396,2019-12-09 13:40:32,kaggle
5,397,2019-12-09 13:40:32,kaggle
5,398,2019-12-09 13:40:32,kaggle
6,399,2019-12-09 13:40:32,kaggle
6,400,2019-12-09 13:40:32,kaggle
5,401,2019-12-09 13:40:32,kaggle
5,402,2019-12-09 13:40:32,kaggle
6,403,2019-12-09 13:40:32,kaggle
6,404,2019-12-09 13:40:32,kaggle
5,405,2019-12-09 13:40:32,kaggle
6,406,2019-12-09 13:40:32,kaggle
5,407,2019-12-09 13:40:32,kaggle
5,408,2019-12-09 13:40:32,kaggle
6,409,2019-12-09 13:40:32,kaggle
5,410,2019-12-09 13:40:32,kaggle
6,411,2019-12-09 13:40:32,kaggle
5,412,2019-12-09 13:40:32,kaggle
5,413,2019-12-09 13:40:32,kaggle
6,414,2019-12-09 13:40:32,kaggle
6,415,2019-12-09 13:40:32,kaggle
6,416,2019-12-09 13:40:32,kaggle
5,417,2019-12-09 13:40:32,kaggle
6,418,2019-12-09 13:40:32,kaggle
5,419,2019-12-09 13:40:32,kaggle
6,420,2019-12-09 13:40:32,kaggle
5,421,2019-12-09 13:40:32,kaggle
6,422,2019-12-09 13:40:32,kaggle
5,423,2019-12-09 13:40:32,kaggle
6,424,2019-12-09 13:40:32,kaggle
5,425,2019-12-09 13:40:32,kaggle
6,426,2019-12-09 13:40:32,kaggle
6,427,2019-12-09 13:40:32,kaggle
6,428,2019-12-09 13:40:32,kaggle
5,429,2019-12-09 13:40:32,kaggle
6,430,2019-12-09 13:40:32,kaggle
5,431,2019-12-09 13:40:32,kaggle
6,432,2019-12-09 13:40:32,kaggle
6,433,2019-12-09 13:40:32,kaggle
5,434,2019-12-09 13:40:32,kaggle
6,435,2019-12-09 13:40:32,kaggle
6,436,2019-12-09 13:40:32,kaggle
6,437,2019-12-09 13:40:32,kaggle
6,438,2019-12-09 13:40:32,kaggle
5,439,2019-12-09 13:40:32,kaggle
6,440,2019-12-09 13:40:32,kaggle
5,441,2019-12-09 13:40:32,kaggle
6,442,2019-12-09 13:40:32,kaggle
6,443,2019-12-09 13:40:32,kaggle
5,444,2019-12-09 13:40:32,kaggle
6,445,2019-12-09 13:40:32,kaggle
5,446,2019-12-09 13:40:32,kaggle
6,447,2019-12-09 13:40:32,kaggle
5,448,2019-12-09 13:40:32,kaggle
6,449,2019-12-09 13:40:32,kaggle
5,450,2019-12-09 13:40:32,kaggle
6,451,2019-12-09 13:40:32,kaggle
5,452,2019-12-09 13:40:32,kaggle
5,453,2019-12-09 13:40:32,kaggle
6,454,2019-12-09 13:40:32,kaggle
6,455,2019-12-09 13:40:32,kaggle
5,456,2019-12-09 13:40:32,kaggle
5,457,2019-12-09 13:40:32,kaggle
5,458,2019-12-09 13:40:32,kaggle
6,459,2019-12-09 13:40:32,kaggle
6,460,2019-12-09 13:40:32,kaggle
5,461,2019-12-09 13:40:32,kaggle
6,462,2019-12-09 13:40:32,kaggle
5,463,2019-12-09 13:40:32,kaggle
5,464,2019-12-09 13:40:32,kaggle
6,465,2019-12-09 13:40:32,kaggle
6,466,2019-12-09 13:40:32,kaggle
6,467,2019-12-09 13:40:32,kaggle
5,468,2019-12-09 13:40:32,kaggle
5,469,2019-12-09 13:40:32,kaggle
6,470,2019-12-09 13:40:32,kaggle
6,471,2019-12-09 13:40:32,kaggle
5,472,2019-12-09 13:40:32,kaggle
5,473,2019-12-09 13:40:32,kaggle
6,474,2019-12-09 13:40:32,kaggle
5,475,2019-12-09 13:40:32,kaggle
6,476,2019-12-09 13:40:32,kaggle
6,477,2019-12-09 13:40:32,kaggle
5,478,2019-12-09 13:40:32,kaggle
5,479,2019-12-09 13:40:32,kaggle
6,480,2019-12-09 13:40:32,kaggle
6,481,2019-12-09 13:40:32,kaggle
6,482,2019-12-09 13:40:32,kaggle
6,483,2019-12-09 13:40:32,kaggle
5,484,2019-12-09 13:40:32,kaggle
6,485,2019-12-09 13:40:32,kaggle
5,486,2019-12-09 13:40:32,kaggle
5,487,2019-12-09 13:40:32,kaggle
6,488,2019-12-09 13:40:32,kaggle
5,489,2019-12-09 13:40:32,kaggle
6,490,2019-12-09 13:40:32,kaggle
5,491,2019-12-09 13:40:32,kaggle
6,492,2019-12-09 13:40:32,kaggle
5,493,2019-12-09 13:40:32,kaggle
6,494,2019-12-09 13:40:32,kaggle
6,495,2019-12-09 13:40:32,kaggle
5,496,2019-12-09 13:40:32,kaggle
6,497,2019-12-09 13:40:32,kaggle
5,498,2019-12-09 13:40:32,kaggle
6,499,2019-12-09 13:40:32,kaggle
6,500,2019-12-09 13:40:32,kaggle
5,501,2019-12-09 13:40:32,kaggle
6,502,2019-12-09 13:40:32,kaggle
6,503,2019-12-09 13:40:32,kaggle
6,504,2019-12-09 13:40:32,kaggle
5,505,2019-12-09 13:40:32,kaggle
5,506,2019-12-09 13:40:32,kaggle
6,507,2019-12-09 13:40:32,kaggle
5,508,2019-12-09 13:40:32,kaggle
6,509,2019-12-09 13:40:32,kaggle
6,510,2019-12-09 13:40:32,kaggle
5,511,2019-12-09 13:40:32,kaggle
5,512,2019-12-09 13:40:32,kaggle
6,513,2019-12-09 13:40:32,kaggle
6,514,2019-12-09 13:40:32,kaggle
6,515,2019-12-09 13:40:32,kaggle
5,516,2019-12-09 13:40:32,kaggle
5,517,2019-12-09 13:40:32,kaggle
6,518,2019-12-09 13:40:32,kaggle
6,519,2019-12-09 13:40:32,kaggle
5,520,2019-12-09 13:40:32,kaggle
5,521,2019-12-09 13:40:32,kaggle
6,522,2019-12-09 13:40:32,kaggle
5,523,2019-12-09 13:40:32,kaggle
6,524,2019-12-09 13:40:32,kaggle
5,525,2019-12-09 13:40:32,kaggle
6,526,2019-12-09 13:40:32,kaggle
5,527,2019-12-09 13:40:32,kaggle
6,528,2019-12-09 13:40:32,kaggle
6,529,2019-12-09 13:40:32,kaggle
6,530,2019-12-09 13:40:32,kaggle
6,531,2019-12-09 13:40:32,kaggle
5,532,2019-12-09 13:40:32,kaggle
5,533,2019-12-09 13:40:32,kaggle
6,534,2019-12-09 13:40:32,kaggle
5,535,2019-12-09 13:40:32,kaggle
5,536,2019-12-09 13:40:32,kaggle
6,537,2019-12-09 13:40:32,kaggle
5,538,2019-12-09 13:40:32,kaggle
6,539,2019-12-09 13:40:32,kaggle
5,540,2019-12-09 13:40:32,kaggle
8,541,2019-12-09 13:40:32,kaggle
8,542,2019-12-09 13:40:32,kaggle
7,543,2019-12-09 13:40:32,kaggle
8,544,2019-12-09 13:40:32,kaggle
9,545,2019-12-09 13:40:32,kaggle
7,546,2019-12-09 13:40:32,kaggle
9,547,2019-12-09 13:40:32,kaggle
8,548,2019-12-09 13:40:32,kaggle
7,549,2019-12-09 13:40:32,kaggle
9,550,2019-12-09 13:40:32,kaggle
9,551,2019-12-09 13:40:32,kaggle
7,552,2019-12-09 13:40:32,kaggle
8,553,2019-12-09 13:40:32,kaggle
8,554,2019-12-09 13:40:32,kaggle
7,555,2019-12-09 13:40:32,kaggle
7,556,2019-12-09 13:40:32,kaggle
8,557,2019-12-09 13:40:32,kaggle
9,558,2019-12-09 13:40:32,kaggle
7,559,2019-12-09 13:40:32,kaggle
9,560,2019-12-09 13:40:32,kaggle
8,561,2019-12-09 13:40:32,kaggle
7,562,2019-12-09 13:40:32,kaggle
9,563,2019-12-09 13:40:32,kaggle
8,564,2019-12-09 13:40:32,kaggle
7,565,2019-12-09 13:40:32,kaggle
7,566,2019-12-09 13:40:32,kaggle
9,567,2019-12-09 13:40:32,kaggle
8,568,2019-12-09 13:40:32,kaggle
7,569,2019-12-09 13:40:32,kaggle
8,570,2019-12-09 13:40:32,kaggle
7,571,2019-12-09 13:40:32,kaggle
9,572,2019-12-09 13:40:32,kaggle
9,573,2019-12-09 13:40:32,kaggle
8,574,2019-12-09 13:40:32,kaggle
9,575,2019-12-09 13:40:32,kaggle
8,576,2019-12-09 13:40:32,kaggle
8,577,2019-12-09 13:40:32,kaggle
7,578,2019-12-09 13:40:32,kaggle
9,579,2019-12-09 13:40:32,kaggle
9,580,2019-12-09 13:40:32,kaggle
7,581,2019-12-09 13:40:32,kaggle
9,582,2019-12-09 13:40:32,kaggle
9,583,2019-12-09 13:40:32,kaggle
8,584,2019-12-09 13:40:32,kaggle
7,585,2019-12-09 13:40:32,kaggle
7,586,2019-12-09 13:40:32,kaggle
9,587,2019-12-09 13:40:32,kaggle
7,588,2019-12-09 13:40:32,kaggle
9,589,2019-12-09 13:40:32,kaggle
8,590,2019-12-09 13:40:32,kaggle
9,591,2019-12-09 13:40:32,kaggle
7,592,2019-12-09 13:40:32,kaggle
8,593,2019-12-09 13:40:32,kaggle
8,594,2019-12-09 13:40:32,kaggle
7,595,2019-12-09 13:40:32,kaggle
9,596,2019-12-09 13:40:32,kaggle
8,597,2019-12-09 13:40:32,kaggle
8,598,2019-12-09 13:40:32,kaggle
9,599,2019-12-09 13:40:32,kaggle
8,600,2019-12-09 13:40:32,kaggle
9,601,2019-12-09 13:40:32,kaggle
8,602,2019-12-09 13:40:32,kaggle
9,603,2019-12-09 13:40:32,kaggle
8,604,2019-12-09 13:40:32,kaggle
7,605,2019-12-09 13:40:32,kaggle
8,606,2019-12-09 13:40:32,kaggle
9,607,2019-12-09 13:40:32,kaggle
7,608,2019-12-09 13:40:32,kaggle
8,609,2019-12-09 13:40:32,kaggle
9,610,2019-12-09 13:40:32,kaggle
8,611,2019-12-09 13:40:32,kaggle
8,612,2019-12-09 13:40:32,kaggle
9,613,2019-12-09 13:40:32,kaggle
7,614,2019-12-09 13:40:32,kaggle
9,615,2019-12-09 13:40:32,kaggle
7,616,2019-12-09 13:40:32,kaggle
7,617,2019-12-09 13:40:32,kaggle
9,618,2019-12-09 13:40:32,kaggle
7,619,2019-12-09 13:40:32,kaggle
8,620,2019-12-09 13:40:32,kaggle
9,621,2019-12-09 13:40:32,kaggle
9,622,2019-12-09 13:40:32,kaggle
8,623,2019-12-09 13:40:32,kaggle
8,624,2019-12-09 13:40:32,kaggle
8,625,2019-12-09 13:40:32,kaggle
7,626,2019-12-09 13:40:32,kaggle
9,627,2019-12-09 13:40:32,kaggle
8,628,2019-12-09 13:40:32,kaggle
9,629,2019-12-09 13:40:32,kaggle
8,630,2019-12-09 13:40:32,kaggle
8,631,2019-12-09 13:40:32,kaggle
7,632,2019-12-09 13:40:32,kaggle
9,633,2019-12-09 13:40:32,kaggle
