student_id,group_id,LoadDateTimeStamp,RecordSource
83,2,2019-12-09 13:40:32,kaggle
84,2,2019-12-09 13:40:32,kaggle
85,2,2019-12-09 13:40:32,kaggle
86,2,2019-12-09 13:40:32,kaggle
87,2,2019-12-09 13:40:32,kaggle
88,2,2019-12-09 13:40:32,kaggle
89,2,2019-12-09 13:40:32,kaggle
90,2,2019-12-09 13:40:32,kaggle
91,2,2019-12-09 13:40:32,kaggle
92,2,2019-12-09 13:40:32,kaggle
93,2,2019-12-09 13:40:32,kaggle
94,2,2019-12-09 13:40:32,kaggle
95,2,2019-12-09 13:40:32,kaggle
96,3,2019-12-09 13:40:32,kaggle
97,3,2019-12-09 13:40:32,kaggle
98,3,2019-12-09 13:40:32,kaggle
99,3,2019-12-09 13:40:32,kaggle
100,3,2019-12-09 13:40:32,kaggle
101,3,2019-12-09 13:40:32,kaggle
102,3,2019-12-09 13:40:32,kaggle
103,3,2019-12-09 13:40:32,kaggle
104,3,2019-12-09 13:40:32,kaggle
105,3,2019-12-09 13:40:32,kaggle
106,3,2019-12-09 13:40:32,kaggle
107,3,2019-12-09 13:40:32,kaggle
108,3,2019-12-09 13:40:32,kaggle
109,3,2019-12-09 13:40:32,kaggle
110,3,2019-12-09 13:40:32,kaggle
111,3,2019-12-09 13:40:32,kaggle
112,3,2019-12-09 13:40:32,kaggle
113,3,2019-12-09 13:40:32,kaggle
114,3,2019-12-09 13:40:32,kaggle
115,3,2019-12-09 13:40:32,kaggle
116,3,2019-12-09 13:40:32,kaggle
117,3,2019-12-09 13:40:32,kaggle
118,3,2019-12-09 13:40:32,kaggle
119,3,2019-12-09 13:40:32,kaggle
120,3,2019-12-09 13:40:32,kaggle
121,3,2019-12-09 13:40:32,kaggle
122,3,2019-12-09 13:40:32,kaggle
123,3,2019-12-09 13:40:32,kaggle
124,3,2019-12-09 13:40:32,kaggle
125,3,2019-12-09 13:40:32,kaggle
126,3,2019-12-09 13:40:32,kaggle
127,3,2019-12-09 13:40:32,kaggle
128,3,2019-12-09 13:40:32,kaggle
129,3,2019-12-09 13:40:32,kaggle
130,3,2019-12-09 13:40:32,kaggle
131,3,2019-12-09 13:40:32,kaggle
132,3,2019-12-09 13:40:32,kaggle
133,3,2019-12-09 13:40:32,kaggle
134,3,2019-12-09 13:40:32,kaggle
135,3,2019-12-09 13:40:32,kaggle
136,3,2019-12-09 13:40:32,kaggle
137,3,2019-12-09 13:40:32,kaggle
138,3,2019-12-09 13:40:32,kaggle
139,3,2019-12-09 13:40:32,kaggle
140,3,2019-12-09 13:40:32,kaggle
141,3,2019-12-09 13:40:32,kaggle
142,3,2019-12-09 13:40:32,kaggle
143,4,2019-12-09 13:40:32,kaggle
144,4,2019-12-09 13:40:32,kaggle
145,4,2019-12-09 13:40:32,kaggle
146,4,2019-12-09 13:40:32,kaggle
147,4,2019-12-09 13:40:32,kaggle
148,4,2019-12-09 13:40:32,kaggle
149,4,2019-12-09 13:40:32,kaggle
150,4,2019-12-09 13:40:32,kaggle
151,4,2019-12-09 13:40:32,kaggle
152,4,2019-12-09 13:40:32,kaggle
153,4,2019-12-09 13:40:32,kaggle
154,4,2019-12-09 13:40:32,kaggle
155,5,2019-12-09 13:40:32,kaggle
156,5,2019-12-09 13:40:32,kaggle
157,5,2019-12-09 13:40:32,kaggle
158,5,2019-12-09 13:40:32,kaggle
159,5,2019-12-09 13:40:32,kaggle
160,5,2019-12-09 13:40:32,kaggle
161,5,2019-12-09 13:40:32,kaggle
162,5,2019-12-09 13:40:32,kaggle
163,5,2019-12-09 13:40:32,kaggle
164,5,2019-12-09 13:40:32,kaggle
165,5,2019-12-09 13:40:32,kaggle
166,5,2019-12-09 13:40:32,kaggle
167,5,2019-12-09 13:40:32,kaggle
168,5,2019-12-09 13:40:32,kaggle
169,5,2019-12-09 13:40:32,kaggle
170,5,2019-12-09 13:40:32,kaggle
171,5,2019-12-09 13:40:32,kaggle
172,5,2019-12-09 13:40:32,kaggle
173,5,2019-12-09 13:40:32,kaggle
174,5,2019-12-09 13:40:32,kaggle
175,5,2019-12-09 13:40:32,kaggle
176,5,2019-12-09 13:40:32,kaggle
177,5,2019-12-09 13:40:32,kaggle
178,5,2019-12-09 13:40:32,kaggle
179,5,2019-12-09 13:40:32,kaggle
180,5,2019-12-09 13:40:32,kaggle
181,5,2019-12-09 13:40:32,kaggle
182,5,2019-12-09 13:40:32,kaggle
183,5,2019-12-09 13:40:32,kaggle
184,5,2019-12-09 13:40:32,kaggle
185,5,2019-12-09 13:40:32,kaggle
186,5,2019-12-09 13:40:32,kaggle
187,5,2019-12-09 13:40:32,kaggle
188,5,2019-12-09 13:40:32,kaggle
189,5,2019-12-09 13:40:32,kaggle
190,5,2019-12-09 13:40:32,kaggle
191,5,2019-12-09 13:40:32,kaggle
192,5,2019-12-09 13:40:32,kaggle
193,6,2019-12-09 13:40:32,kaggle
194,6,2019-12-09 13:40:32,kaggle
195,6,2019-12-09 13:40:32,kaggle
196,6,2019-12-09 13:40:32,kaggle
197,6,2019-12-09 13:40:32,kaggle
198,6,2019-12-09 13:40:32,kaggle
199,6,2019-12-09 13:40:32,kaggle
200,6,2019-12-09 13:40:32,kaggle
201,6,2019-12-09 13:40:32,kaggle
202,6,2019-12-09 13:40:32,kaggle
203,6,2019-12-09 13:40:32,kaggle
204,6,2019-12-09 13:40:32,kaggle
205,6,2019-12-09 13:40:32,kaggle
206,6,2019-12-09 13:40:32,kaggle
207,6,2019-12-09 13:40:32,kaggle
208,6,2019-12-09 13:40:32,kaggle
209,6,2019-12-09 13:40:32,kaggle
210,7,2019-12-09 13:40:32,kaggle
211,7,2019-12-09 13:40:32,kaggle
212,7,2019-12-09 13:40:32,kaggle
213,7,2019-12-09 13:40:32,kaggle
214,7,2019-12-09 13:40:32,kaggle
215,7,2019-12-09 13:40:32,kaggle
216,7,2019-12-09 13:40:32,kaggle
217,7,2019-12-09 13:40:32,kaggle
218,7,2019-12-09 13:40:32,kaggle
219,7,2019-12-09 13:40:32,kaggle
220,7,2019-12-09 13:40:32,kaggle
221,7,2019-12-09 13:40:32,kaggle
222,7,2019-12-09 13:40:32,kaggle
223,7,2019-12-09 13:40:32,kaggle
224,7,2019-12-09 13:40:32,kaggle
225,7,2019-12-09 13:40:32,kaggle
226,7,2019-12-09 13:40:32,kaggle
227,7,2019-12-09 13:40:32,kaggle
228,7,2019-12-09 13:40:32,kaggle
229,7,2019-12-09 13:40:32,kaggle
230,7,2019-12-09 13:40:32,kaggle
231,8,2019-12-09 13:40:32,kaggle
232,8,2019-12-09 13:40:32,kaggle
233,8,2019-12-09 13:40:32,kaggle
234,8,2019-12-09 13:40:32,kaggle
235,8,2019-12-09 13:40:32,kaggle
236,8,2019-12-09 13:40:32,kaggle
237,8,2019-12-09 13:40:32,kaggle
238,8,2019-12-09 13:40:32,kaggle
239,8,2019-12-09 13:40:32,kaggle
240,8,2019-12-09 13:40:32,kaggle
241,8,2019-12-09 13:40:32,kaggle
242,8,2019-12-09 13:40:32,kaggle
243,8,2019-12-09 13:40:32,kaggle
244,8,2019-12-09 13:40:32,kaggle
245,8,2019-12-09 13:40:32,kaggle
246,8,2019-12-09 13:40:32,kaggle
247,8,2019-12-09 13:40:32,kaggle
248,8,2019-12-09 13:40:32,kaggle
249,8,2019-12-09 13:40:32,kaggle
250,8,2019-12-09 13:40:32,kaggle
251,8,2019-12-09 13:40:32,kaggle
252,8,2019-12-09 13:40:32,kaggle
253,8,2019-12-09 13:40:32,kaggle
254,8,2019-12-09 13:40:32,kaggle
255,8,2019-12-09 13:40:32,kaggle
256,8,2019-12-09 13:40:32,kaggle
257,8,2019-12-09 13:40:32,kaggle
258,8,2019-12-09 13:40:32,kaggle
259,8,2019-12-09 13:40:32,kaggle
260,8,2019-12-09 13:40:32,kaggle
261,8,2019-12-09 13:40:32,kaggle
262,8,2019-12-09 13:40:32,kaggle
263,8,2019-12-09 13:40:32,kaggle
264,8,2019-12-09 13:40:32,kaggle
265,8,2019-12-09 13:40:32,kaggle
266,8,2019-12-09 13:40:32,kaggle
267,8,2019-12-09 13:40:32,kaggle
268,8,2019-12-09 13:40:32,kaggle
269,8,2019-12-09 13:40:32,kaggle
270,8,2019-12-09 13:40:32,kaggle
271,8,2019-12-09 13:40:32,kaggle
272,9,2019-12-09 13:40:32,kaggle
273,9,2019-12-09 13:40:32,kaggle
274,9,2019-12-09 13:40:32,kaggle
275,9,2019-12-09 13:40:32,kaggle
276,9,2019-12-09 13:40:32,kaggle
277,9,2019-12-09 13:40:32,kaggle
278,9,2019-12-09 13:40:32,kaggle
279,9,2019-12-09 13:40:32,kaggle
280,9,2019-12-09 13:40:32,kaggle
281,9,2019-12-09 13:40:32,kaggle
282,9,2019-12-09 13:40:32,kaggle
283,9,2019-12-09 13:40:32,kaggle
284,9,2019-12-09 13:40:32,kaggle
285,9,2019-12-09 13:40:32,kaggle
286,9,2019-12-09 13:40:32,kaggle
287,9,2019-12-09 13:40:32,kaggle
288,9,2019-12-09 13:40:32,kaggle
289,9,2019-12-09 13:40:32,kaggle
290,9,2019-12-09 13:40:32,kaggle
291,9,2019-12-09 13:40:32,kaggle
292,9,2019-12-09 13:40:32,kaggle
293,10,2019-12-09 13:40:32,kaggle
294,10,2019-12-09 13:40:32,kaggle
295,10,2019-12-09 13:40:32,kaggle
296,10,2019-12-09 13:40:32,kaggle
297,10,2019-12-09 13:40:32,kaggle
298,10,2019-12-09 13:40:32,kaggle
299,10,2019-12-09 13:40:32,kaggle
300,10,2019-12-09 13:40:32,kaggle
301,10,2019-12-09 13:40:32,kaggle
302,10,2019-12-09 13:40:32,kaggle
303,10,2019-12-09 13:40:32,kaggle
304,10,2019-12-09 13:40:32,kaggle
305,10,2019-12-09 13:40:32,kaggle
306,10,2019-12-09 13:40:32,kaggle
307,10,2019-12-09 13:40:32,kaggle
308,10,2019-12-09 13:40:32,kaggle
309,10,2019-12-09 13:40:32,kaggle
310,10,2019-12-09 13:40:32,kaggle
311,10,2019-12-09 13:40:32,kaggle
312,10,2019-12-09 13:40:32,kaggle
313,10,2019-12-09 13:40:32,kaggle
314,10,2019-12-09 13:40:32,kaggle
315,10,2019-12-09 13:40:32,kaggle
316,10,2019-12-09 13:40:32,kaggle
317,10,2019-12-09 13:40:32,kaggle
318,10,2019-12-09 13:40:32,kaggle
319,10,2019-12-09 13:40:32,kaggle
320,10,2019-12-09 13:40:32,kaggle
321,10,2019-12-09 13:40:32,kaggle
322,10,2019-12-09 13:40:32,kaggle
323,10,2019-12-09 13:40:32,kaggle
324,10,2019-12-09 13:40:32,kaggle
325,10,2019-12-09 13:40:32,kaggle
326,10,2019-12-09 13:40:32,kaggle
327,10,2019-12-09 13:40:32,kaggle
328,10,2019-12-09 13:40:32,kaggle
329,10,2019-12-09 13:40:32,kaggle
330,10,2019-12-09 13:40:32,kaggle
331,10,2019-12-09 13:40:32,kaggle
332,10,2019-12-09 13:40:32,kaggle
333,10,2019-12-09 13:40:32,kaggle
334,10,2019-12-09 13:40:32,kaggle
335,10,2019-12-09 13:40:32,kaggle
336,10,2019-12-09 13:40:32,kaggle
337,10,2019-12-09 13:40:32,kaggle
338,10,2019-12-09 13:40:32,kaggle
339,10,2019-12-09 13:40:32,kaggle
340,10,2019-12-09 13:40:32,kaggle
341,10,2019-12-09 13:40:32,kaggle
342,10,2019-12-09 13:40:32,kaggle
343,10,2019-12-09 13:40:32,kaggle
344,10,2019-12-09 13:40:32,kaggle
345,11,2019-12-09 13:40:32,kaggle
346,11,2019-12-09 13:40:32,kaggle
347,11,2019-12-09 13:40:32,kaggle
348,11,2019-12-09 13:40:32,kaggle
349,11,2019-12-09 13:40:32,kaggle
350,11,2019-12-09 13:40:32,kaggle
351,11,2019-12-09 13:40:32,kaggle
352,11,2019-12-09 13:40:32,kaggle
353,11,2019-12-09 13:40:32,kaggle
354,11,2019-12-09 13:40:32,kaggle
355,11,2019-12-09 13:40:32,kaggle
356,11,2019-12-09 13:40:32,kaggle
357,11,2019-12-09 13:40:32,kaggle
358,11,2019-12-09 13:40:32,kaggle
359,11,2019-12-09 13:40:32,kaggle
360,11,2019-12-09 13:40:32,kaggle
361,11,2019-12-09 13:40:32,kaggle
362,11,2019-12-09 13:40:32,kaggle
363,11,2019-12-09 13:40:32,kaggle
364,11,2019-12-09 13:40:32,kaggle
365,11,2019-12-09 13:40:32,kaggle
366,11,2019-12-09 13:40:32,kaggle
367,11,2019-12-09 13:40:32,kaggle
368,11,2019-12-09 13:40:32,kaggle
369,11,2019-12-09 13:40:32,kaggle
370,11,2019-12-09 13:40:32,kaggle
371,11,2019-12-09 13:40:32,kaggle
372,11,2019-12-09 13:40:32,kaggle
373,11,2019-12-09 13:40:32,kaggle
374,11,2019-12-09 13:40:32,kaggle
375,11,2019-12-09 13:40:32,kaggle
376,11,2019-12-09 13:40:32,kaggle
377,11,2019-12-09 13:40:32,kaggle
378,11,2019-12-09 13:40:32,kaggle
379,11,2019-12-09 13:40:32,kaggle
380,11,2019-12-09 13:40:32,kaggle
381,11,2019-12-09 13:40:32,kaggle
382,11,2019-12-09 13:40:32,kaggle
383,11,2019-12-09 13:40:32,kaggle
384,11,2019-12-09 13:40:32,kaggle
385,11,2019-12-09 13:40:32,kaggle
386,11,2019-12-09 13:40:32,kaggle
387,11,2019-12-09 13:40:32,kaggle
388,11,2019-12-09 13:40:32,kaggle
389,11,2019-12-09 13:40:32,kaggle
390,11,2019-12-09 13:40:32,kaggle
391,11,2019-12-09 13:40:32,kaggle
392,11,2019-12-09 13:40:32,kaggle
393,12,2019-12-09 13:40:32,kaggle
394,12,2019-12-09 13:40:32,kaggle
395,12,2019-12-09 13:40:32,kaggle
396,12,2019-12-09 13:40:32,kaggle
397,12,2019-12-09 13:40:32,kaggle
398,12,2019-12-09 13:40:32,kaggle
399,12,2019-12-09 13:40:32,kaggle
400,12,2019-12-09 13:40:32,kaggle
401,12,2019-12-09 13:40:32,kaggle
402,12,2019-12-09 13:40:32,kaggle
403,12,2019-12-09 13:40:32,kaggle
404,12,2019-12-09 13:40:32,kaggle
405,12,2019-12-09 13:40:32,kaggle
406,12,2019-12-09 13:40:32,kaggle
407,12,2019-12-09 13:40:32,kaggle
408,12,2019-12-09 13:40:32,kaggle
409,12,2019-12-09 13:40:32,kaggle
410,12,2019-12-09 13:40:32,kaggle
411,12,2019-12-09 13:40:32,kaggle
412,12,2019-12-09 13:40:32,kaggle
413,12,2019-12-09 13:40:32,kaggle
414,12,2019-12-09 13:40:32,kaggle
415,12,2019-12-09 13:40:32,kaggle
416,12,2019-12-09 13:40:32,kaggle
417,12,2019-12-09 13:40:32,kaggle
418,12,2019-12-09 13:40:32,kaggle
419,12,2019-12-09 13:40:32,kaggle
420,12,2019-12-09 13:40:32,kaggle
421,12,2019-12-09 13:40:32,kaggle
422,12,2019-12-09 13:40:32,kaggle
423,12,2019-12-09 13:40:32,kaggle
424,12,2019-12-09 13:40:32,kaggle
425,12,2019-12-09 13:40:32,kaggle
426,12,2019-12-09 13:40:32,kaggle
427,12,2019-12-09 13:40:32,kaggle
428,12,2019-12-09 13:40:32,kaggle
429,12,2019-12-09 13:40:32,kaggle
430,12,2019-12-09 13:40:32,kaggle
431,12,2019-12-09 13:40:32,kaggle
432,12,2019-12-09 13:40:32,kaggle
433,12,2019-12-09 13:40:32,kaggle
434,12,2019-12-09 13:40:32,kaggle
435,12,2019-12-09 13:40:32,kaggle
436,12,2019-12-09 13:40:32,kaggle
437,12,2019-12-09 13:40:32,kaggle
438,12,2019-12-09 13:40:32,kaggle
439,13,2019-12-09 13:40:32,kaggle
440,13,2019-12-09 13:40:32,kaggle
441,13,2019-12-09 13:40:32,kaggle
442,13,2019-12-09 13:40:32,kaggle
443,13,2019-12-09 13:40:32,kaggle
444,13,2019-12-09 13:40:32,kaggle
445,13,2019-12-09 13:40:32,kaggle
446,13,2019-12-09 13:40:32,kaggle
447,13,2019-12-09 13:40:32,kaggle
448,13,2019-12-09 13:40:32,kaggle
449,13,2019-12-09 13:40:32,kaggle
450,13,2019-12-09 13:40:32,kaggle
451,13,2019-12-09 13:40:32,kaggle
452,13,2019-12-09 13:40:32,kaggle
453,13,2019-12-09 13:40:32,kaggle
454,13,2019-12-09 13:40:32,kaggle
455,13,2019-12-09 13:40:32,kaggle
456,13,2019-12-09 13:40:32,kaggle
457,13,2019-12-09 13:40:32,kaggle
458,13,2019-12-09 13:40:32,kaggle
459,13,2019-12-09 13:40:32,kaggle
460,13,2019-12-09 13:40:32,kaggle
461,13,2019-12-09 13:40:32,kaggle
462,13,2019-12-09 13:40:32,kaggle
463,13,2019-12-09 13:40:32,kaggle
464,13,2019-12-09 13:40:32,kaggle
465,13,2019-12-09 13:40:32,kaggle
466,13,2019-12-09 13:40:32,kaggle
467,13,2019-12-09 13:40:32,kaggle
468,13,2019-12-09 13:40:32,kaggle
469,13,2019-12-09 13:40:32,kaggle
470,13,2019-12-09 13:40:32,kaggle
471,13,2019-12-09 13:40:32,kaggle
472,14,2019-12-09 13:40:32,kaggle
473,14,2019-12-09 13:40:32,kaggle
474,14,2019-12-09 13:40:32,kaggle
475,14,2019-12-09 13:40:32,kaggle
476,14,2019-12-09 13:40:32,kaggle
477,14,2019-12-09 13:40:32,kaggle
478,14,2019-12-09 13:40:32,kaggle
479,14,2019-12-09 13:40:32,kaggle
480,14,2019-12-09 13:40:32,kaggle
481,14,2019-12-09 13:40:32,kaggle
482,14,2019-12-09 13:40:32,kaggle
483,14,2019-12-09 13:40:32,kaggle
484,15,2019-12-09 13:40:32,kaggle
485,15,2019-12-09 13:40:32,kaggle
486,15,2019-12-09 13:40:32,kaggle
487,15,2019-12-09 13:40:32,kaggle
488,15,2019-12-09 13:40:32,kaggle
489,15,2019-12-09 13:40:32,kaggle
490,15,2019-12-09 13:40:32,kaggle
491,15,2019-12-09 13:40:32,kaggle
492,15,2019-12-09 13:40:32,kaggle
493,15,2019-12-09 13:40:32,kaggle
494,15,2019-12-09 13:40:32,kaggle
495,15,2019-12-09 13:40:32,kaggle
496,15,2019-12-09 13:40:32,kaggle
497,15,2019-12-09 13:40:32,kaggle
498,15,2019-12-09 13:40:32,kaggle
499,15,2019-12-09 13:40:32,kaggle
500,15,2019-12-09 13:40:32,kaggle
501,15,2019-12-09 13:40:32,kaggle
502,15,2019-12-09 13:40:32,kaggle
503,15,2019-12-09 13:40:32,kaggle
504,15,2019-12-09 13:40:32,kaggle
505,15,2019-12-09 13:40:32,kaggle
506,15,2019-12-09 13:40:32,kaggle
507,15,2019-12-09 13:40:32,kaggle
508,15,2019-12-09 13:40:32,kaggle
509,15,2019-12-09 13:40:32,kaggle
510,15,2019-12-09 13:40:32,kaggle
511,15,2019-12-09 13:40:32,kaggle
512,15,2019-12-09 13:40:32,kaggle
513,15,2019-12-09 13:40:32,kaggle
514,15,2019-12-09 13:40:32,kaggle
515,16,2019-12-09 13:40:32,kaggle
516,16,2019-12-09 13:40:32,kaggle
517,16,2019-12-09 13:40:32,kaggle
518,16,2019-12-09 13:40:32,kaggle
519,16,2019-12-09 13:40:32,kaggle
520,16,2019-12-09 13:40:32,kaggle
521,16,2019-12-09 13:40:32,kaggle
522,16,2019-12-09 13:40:32,kaggle
523,16,2019-12-09 13:40:32,kaggle
524,17,2019-12-09 13:40:32,kaggle
525,17,2019-12-09 13:40:32,kaggle
526,17,2019-12-09 13:40:32,kaggle
527,17,2019-12-09 13:40:32,kaggle
528,17,2019-12-09 13:40:32,kaggle
529,17,2019-12-09 13:40:32,kaggle
530,17,2019-12-09 13:40:32,kaggle
531,17,2019-12-09 13:40:32,kaggle
532,17,2019-12-09 13:40:32,kaggle
533,17,2019-12-09 13:40:32,kaggle
534,17,2019-12-09 13:40:32,kaggle
535,17,2019-12-09 13:40:32,kaggle
536,17,2019-12-09 13:40:32,kaggle
537,17,2019-12-09 13:40:32,kaggle
538,17,2019-12-09 13:40:32,kaggle
539,18,2019-12-09 13:40:32,kaggle
540,18,2019-12-09 13:40:32,kaggle
541,18,2019-12-09 13:40:32,kaggle
542,18,2019-12-09 13:40:32,kaggle
543,18,2019-12-09 13:40:32,kaggle
544,18,2019-12-09 13:40:32,kaggle
545,18,2019-12-09 13:40:32,kaggle
546,18,2019-12-09 13:40:32,kaggle
547,18,2019-12-09 13:40:32,kaggle
548,18,2019-12-09 13:40:32,kaggle
549,18,2019-12-09 13:40:32,kaggle
550,18,2019-12-09 13:40:32,kaggle
551,18,2019-12-09 13:40:32,kaggle
552,18,2019-12-09 13:40:32,kaggle
553,18,2019-12-09 13:40:32,kaggle
554,18,2019-12-09 13:40:32,kaggle
555,18,2019-12-09 13:40:32,kaggle
556,18,2019-12-09 13:40:32,kaggle
557,18,2019-12-09 13:40:32,kaggle
558,18,2019-12-09 13:40:32,kaggle
559,18,2019-12-09 13:40:32,kaggle
560,18,2019-12-09 13:40:32,kaggle
561,18,2019-12-09 13:40:32,kaggle
562,18,2019-12-09 13:40:32,kaggle
563,18,2019-12-09 13:40:32,kaggle
564,18,2019-12-09 13:40:32,kaggle
565,18,2019-12-09 13:40:32,kaggle
566,18,2019-12-09 13:40:32,kaggle
567,18,2019-12-09 13:40:32,kaggle
568,18,2019-12-09 13:40:32,kaggle
569,18,2019-12-09 13:40:32,kaggle
570,19,2019-12-09 13:40:32,kaggle
571,19,2019-12-09 13:40:32,kaggle
572,19,2019-12-09 13:40:32,kaggle
573,19,2019-12-09 13:40:32,kaggle
574,19,2019-12-09 13:40:32,kaggle
575,19,2019-12-09 13:40:32,kaggle
576,19,2019-12-09 13:40:32,kaggle
577,19,2019-12-09 13:40:32,kaggle
578,19,2019-12-09 13:40:32,kaggle
579,19,2019-12-09 13:40:32,kaggle
580,19,2019-12-09 13:40:32,kaggle
581,19,2019-12-09 13:40:32,kaggle
582,19,2019-12-09 13:40:32,kaggle
583,19,2019-12-09 13:40:32,kaggle
584,19,2019-12-09 13:40:32,kaggle
585,19,2019-12-09 13:40:32,kaggle
586,19,2019-12-09 13:40:32,kaggle
587,19,2019-12-09 13:40:32,kaggle
588,19,2019-12-09 13:40:32,kaggle
589,19,2019-12-09 13:40:32,kaggle
590,19,2019-12-09 13:40:32,kaggle
591,19,2019-12-09 13:40:32,kaggle
592,19,2019-12-09 13:40:32,kaggle
593,19,2019-12-09 13:40:32,kaggle
594,19,2019-12-09 13:40:32,kaggle
595,19,2019-12-09 13:40:32,kaggle
596,19,2019-12-09 13:40:32,kaggle
597,19,2019-12-09 13:40:32,kaggle
598,19,2019-12-09 13:40:32,kaggle
599,19,2019-12-09 13:40:32,kaggle
600,19,2019-12-09 13:40:32,kaggle
601,20,2019-12-09 13:40:32,kaggle
602,20,2019-12-09 13:40:32,kaggle
603,20,2019-12-09 13:40:32,kaggle
604,20,2019-12-09 13:40:32,kaggle
605,20,2019-12-09 13:40:32,kaggle
606,20,2019-12-09 13:40:32,kaggle
607,20,2019-12-09 13:40:32,kaggle
608,20,2019-12-09 13:40:32,kaggle
609,20,2019-12-09 13:40:32,kaggle
610,20,2019-12-09 13:40:32,kaggle
611,20,2019-12-09 13:40:32,kaggle
612,20,2019-12-09 13:40:32,kaggle
613,20,2019-12-09 13:40:32,kaggle
614,20,2019-12-09 13:40:32,kaggle
615,20,2019-12-09 13:40:32,kaggle
616,20,2019-12-09 13:40:32,kaggle
617,20,2019-12-09 13:40:32,kaggle
618,20,2019-12-09 13:40:32,kaggle
619,20,2019-12-09 13:40:32,kaggle
620,20,2019-12-09 13:40:32,kaggle
621,20,2019-12-09 13:40:32,kaggle
622,20,2019-12-09 13:40:32,kaggle
623,20,2019-12-09 13:40:32,kaggle
624,20,2019-12-09 13:40:32,kaggle
625,20,2019-12-09 13:40:32,kaggle
626,20,2019-12-09 13:40:32,kaggle
627,20,2019-12-09 13:40:32,kaggle
628,20,2019-12-09 13:40:32,kaggle
629,20,2019-12-09 13:40:32,kaggle
630,20,2019-12-09 13:40:32,kaggle
631,20,2019-12-09 13:40:32,kaggle
632,20,2019-12-09 13:40:32,kaggle
633,20,2019-12-09 13:40:32,kaggle
634,20,2019-12-09 13:40:32,kaggle
