LoadDateTimeStamp,grade_id,RecordSource,grade,date
2019-12-09 13:40:32,176,kaggle,8,2019-12-29 23:00:00
2019-12-09 13:40:32,177,kaggle,6,2019-12-28 23:00:00
2019-12-09 13:40:32,178,kaggle,8,2019-12-26 23:00:00
2019-12-09 13:40:32,179,kaggle,3,2019-12-29 23:00:00
2019-12-09 13:40:32,180,kaggle,2,2019-12-30 23:00:00
2019-12-09 13:40:32,181,kaggle,8,2019-12-29 23:00:00
2019-12-09 13:40:32,182,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,183,kaggle,10,2019-12-12 23:00:00
2019-12-09 13:40:32,184,kaggle,9,2019-12-20 23:00:00
2019-12-09 13:40:32,185,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,186,kaggle,9,2019-12-31 23:00:00
2019-12-09 13:40:32,187,kaggle,9,2019-12-23 23:00:00
2019-12-09 13:40:32,188,kaggle,4,2019-12-17 23:00:00
2019-12-09 13:40:32,189,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,190,kaggle,10,2019-12-31 23:00:00
2019-12-09 13:40:32,191,kaggle,10,2019-12-30 23:00:00
2019-12-09 13:40:32,192,kaggle,2,2019-12-31 23:00:00
2019-12-09 13:40:32,193,kaggle,10,2019-12-25 23:00:00
2019-12-09 13:40:32,194,kaggle,7,2019-12-29 23:00:00
2019-12-09 13:40:32,195,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,196,kaggle,9,2019-12-28 23:00:00
2019-12-09 13:40:32,197,kaggle,2,2019-12-15 23:00:00
2019-12-09 13:40:32,198,kaggle,1,2019-12-15 23:00:00
2019-12-09 13:40:32,199,kaggle,5,2019-12-26 23:00:00
2019-12-09 13:40:32,200,kaggle,7,2019-12-29 23:00:00
2019-12-09 13:40:32,201,kaggle,10,2019-12-19 23:00:00
2019-12-09 13:40:32,202,kaggle,8,2019-12-19 23:00:00
2019-12-09 13:40:32,203,kaggle,10,2019-12-29 23:00:00
2019-12-09 13:40:32,204,kaggle,10,2019-12-24 23:00:00
2019-12-09 13:40:32,205,kaggle,4,2019-12-29 23:00:00
2019-12-09 13:40:32,206,kaggle,9,2019-12-26 23:00:00
2019-12-09 13:40:32,207,kaggle,9,2019-12-23 23:00:00
2019-12-09 13:40:32,208,kaggle,10,2019-12-31 23:00:00
2019-12-09 13:40:32,209,kaggle,9,2019-12-27 23:00:00
2019-12-09 13:40:32,210,kaggle,3,2019-12-31 23:00:00
2019-12-09 13:40:32,211,kaggle,7,2019-12-28 23:00:00
2019-12-09 13:40:32,212,kaggle,10,2019-12-26 23:00:00
2019-12-09 13:40:32,213,kaggle,2,2019-12-30 23:00:00
2019-12-09 13:40:32,214,kaggle,6,2019-12-08 23:00:00
2019-12-09 13:40:32,215,kaggle,10,2019-12-28 23:00:00
2019-12-09 13:40:32,216,kaggle,9,2019-12-19 23:00:00
2019-12-09 13:40:32,217,kaggle,10,2019-12-19 23:00:00
2019-12-09 13:40:32,218,kaggle,6,2019-12-29 23:00:00
2019-12-09 13:40:32,219,kaggle,10,2019-12-20 23:00:00
2019-12-09 13:40:32,220,kaggle,5,2019-12-31 23:00:00
2019-12-09 13:40:32,221,kaggle,6,2019-12-30 23:00:00
2019-12-09 13:40:32,222,kaggle,2,2019-12-26 23:00:00
2019-12-09 13:40:32,223,kaggle,5,2019-12-31 23:00:00
2019-12-09 13:40:32,224,kaggle,9,2019-12-31 23:00:00
2019-12-09 13:40:32,225,kaggle,10,2019-12-31 23:00:00
2019-12-09 13:40:32,226,kaggle,4,2019-12-30 23:00:00
2019-12-09 13:40:32,227,kaggle,7,2019-12-13 23:00:00
2019-12-09 13:40:32,228,kaggle,4,2019-12-22 23:00:00
2019-12-09 13:40:32,229,kaggle,6,2019-12-25 23:00:00
2019-12-09 13:40:32,230,kaggle,10,2019-12-29 23:00:00
2019-12-09 13:40:32,231,kaggle,10,2019-12-12 23:00:00
2019-12-09 13:40:32,232,kaggle,7,2019-12-13 23:00:00
2019-12-09 13:40:32,233,kaggle,9,2019-12-04 23:00:00
2019-12-09 13:40:32,234,kaggle,4,2019-12-29 23:00:00
2019-12-09 13:40:32,235,kaggle,10,2019-12-29 23:00:00
2019-12-09 13:40:32,236,kaggle,10,2019-12-30 23:00:00
2019-12-09 13:40:32,237,kaggle,10,2019-12-28 23:00:00
2019-12-09 13:40:32,238,kaggle,9,2019-12-30 23:00:00
2019-12-09 13:40:32,239,kaggle,6,2019-12-28 23:00:00
2019-12-09 13:40:32,240,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,241,kaggle,6,2019-12-31 23:00:00
2019-12-09 13:40:32,242,kaggle,6,2019-12-28 23:00:00
2019-12-09 13:40:32,243,kaggle,9,2019-12-30 23:00:00
2019-12-09 13:40:32,244,kaggle,6,2019-12-26 23:00:00
2019-12-09 13:40:32,245,kaggle,8,2019-12-26 23:00:00
2019-12-09 13:40:32,246,kaggle,3,2019-12-19 23:00:00
2019-12-09 13:40:32,247,kaggle,10,2019-12-28 23:00:00
2019-12-09 13:40:32,248,kaggle,10,2019-12-30 23:00:00
2019-12-09 13:40:32,249,kaggle,3,2019-12-31 23:00:00
2019-12-09 13:40:32,250,kaggle,10,2019-12-11 23:00:00
2019-12-09 13:40:32,251,kaggle,9,2019-12-15 23:00:00
2019-12-09 13:40:32,252,kaggle,9,2019-12-18 23:00:00
2019-12-09 13:40:32,253,kaggle,4,2019-12-13 23:00:00
2019-12-09 13:40:32,254,kaggle,4,2019-12-28 23:00:00
2019-12-09 13:40:32,255,kaggle,5,2019-12-31 23:00:00
2019-12-09 13:40:32,256,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,257,kaggle,9,2019-12-31 23:00:00
2019-12-09 13:40:32,258,kaggle,9,2019-12-23 23:00:00
2019-12-09 13:40:32,259,kaggle,10,2019-12-24 23:00:00
2019-12-09 13:40:32,260,kaggle,3,2019-12-21 23:00:00
2019-12-09 13:40:32,261,kaggle,10,2019-12-25 23:00:00
2019-12-09 13:40:32,262,kaggle,10,2019-12-29 23:00:00
2019-12-09 13:40:32,263,kaggle,10,2019-12-16 23:00:00
2019-12-09 13:40:32,264,kaggle,8,2019-12-30 23:00:00
2019-12-09 13:40:32,265,kaggle,9,2019-12-21 23:00:00
2019-12-09 13:40:32,266,kaggle,9,2019-12-26 23:00:00
2019-12-09 13:40:32,267,kaggle,9,2019-12-21 23:00:00
2019-12-09 13:40:32,268,kaggle,7,2019-12-24 23:00:00
2019-12-09 13:40:32,269,kaggle,4,2019-12-25 23:00:00
2019-12-09 13:40:32,270,kaggle,10,2019-12-28 23:00:00
2019-12-09 13:40:32,271,kaggle,6,2019-12-18 23:00:00
2019-12-09 13:40:32,272,kaggle,0,2019-12-23 23:00:00
2019-12-09 13:40:32,273,kaggle,10,2019-12-25 23:00:00
2019-12-09 13:40:32,274,kaggle,2,2019-12-23 23:00:00
2019-12-09 13:40:32,275,kaggle,9,2019-12-31 23:00:00
2019-12-09 13:40:32,276,kaggle,10,2019-12-07 23:00:00
2019-12-09 13:40:32,277,kaggle,10,2019-12-04 23:00:00
2019-12-09 13:40:32,278,kaggle,10,2019-12-30 23:00:00
2019-12-09 13:40:32,279,kaggle,10,2019-12-31 23:00:00
2019-12-09 13:40:32,280,kaggle,8,2019-12-27 23:00:00
2019-12-09 13:40:32,281,kaggle,7,2019-12-26 23:00:00
2019-12-09 13:40:32,282,kaggle,9,2019-12-19 23:00:00
2019-12-09 13:40:32,283,kaggle,5,2019-12-26 23:00:00
2019-12-09 13:40:32,284,kaggle,9,2019-12-20 23:00:00
2019-12-09 13:40:32,285,kaggle,10,2019-12-24 23:00:00
2019-12-09 13:40:32,286,kaggle,2,2019-12-20 23:00:00
2019-12-09 13:40:32,287,kaggle,9,2019-12-28 23:00:00
2019-12-09 13:40:32,288,kaggle,5,2019-12-20 23:00:00
2019-12-09 13:40:32,289,kaggle,10,2019-12-23 23:00:00
2019-12-09 13:40:32,290,kaggle,9,2019-12-30 23:00:00
2019-12-09 13:40:32,291,kaggle,9,2019-12-30 23:00:00
2019-12-09 13:40:32,292,kaggle,5,2019-12-26 23:00:00
2019-12-09 13:40:32,293,kaggle,9,2019-12-27 23:00:00
2019-12-09 13:40:32,294,kaggle,4,2019-12-29 23:00:00
2019-12-09 13:40:32,295,kaggle,6,2019-12-19 23:00:00
2019-12-09 13:40:32,296,kaggle,9,2019-12-24 23:00:00
2019-12-09 13:40:32,297,kaggle,6,2019-12-26 23:00:00
2019-12-09 13:40:32,298,kaggle,2,2019-12-30 23:00:00
2019-12-09 13:40:32,299,kaggle,10,2019-12-28 23:00:00
2019-12-09 13:40:32,300,kaggle,7,2019-12-29 23:00:00
2019-12-09 13:40:32,301,kaggle,10,2019-12-28 23:00:00
2019-12-09 13:40:32,302,kaggle,6,2019-12-15 23:00:00
2019-12-09 13:40:32,303,kaggle,9,2019-12-26 23:00:00
2019-12-09 13:40:32,304,kaggle,10,2019-12-17 23:00:00
2019-12-09 13:40:32,305,kaggle,10,2019-12-25 23:00:00
2019-12-09 13:40:32,306,kaggle,10,2019-12-08 23:00:00
2019-12-09 13:40:32,307,kaggle,7,2019-12-18 23:00:00
2019-12-09 13:40:32,308,kaggle,9,2019-12-27 23:00:00
2019-12-09 13:40:32,309,kaggle,10,2019-12-31 23:00:00
2019-12-09 13:40:32,310,kaggle,8,2019-12-29 23:00:00
2019-12-09 13:40:32,311,kaggle,8,2019-12-28 23:00:00
2019-12-09 13:40:32,312,kaggle,10,2019-12-25 23:00:00
2019-12-09 13:40:32,313,kaggle,10,2019-12-30 23:00:00
2019-12-09 13:40:32,314,kaggle,10,2019-12-08 23:00:00
2019-12-09 13:40:32,315,kaggle,10,2019-12-11 23:00:00
2019-12-09 13:40:32,316,kaggle,3,2019-12-24 23:00:00
2019-12-09 13:40:32,317,kaggle,10,2019-12-29 23:00:00
2019-12-09 13:40:32,318,kaggle,10,2019-12-14 23:00:00
2019-12-09 13:40:32,319,kaggle,6,2019-12-15 23:00:00
2019-12-09 13:40:32,320,kaggle,9,2019-12-24 23:00:00
2019-12-09 13:40:32,321,kaggle,10,2019-12-22 23:00:00
2019-12-09 13:40:32,322,kaggle,6,2019-12-18 23:00:00
2019-12-09 13:40:32,323,kaggle,6,2019-12-11 23:00:00
2019-12-09 13:40:32,324,kaggle,6,2019-12-31 23:00:00
2019-12-09 13:40:32,325,kaggle,8,2019-12-18 23:00:00
2019-12-09 13:40:32,326,kaggle,7,2019-12-14 23:00:00
2019-12-09 13:40:32,327,kaggle,10,2019-12-31 23:00:00
2019-12-09 13:40:32,328,kaggle,8,2019-12-22 23:00:00
2019-12-09 13:40:32,329,kaggle,9,2019-12-24 23:00:00
2019-12-09 13:40:32,330,kaggle,10,2019-12-21 23:00:00
2019-12-09 13:40:32,331,kaggle,8,2019-12-31 23:00:00
2019-12-09 13:40:32,332,kaggle,8,2019-12-30 23:00:00
2019-12-09 13:40:32,333,kaggle,10,2019-12-16 23:00:00
2019-12-09 13:40:32,334,kaggle,9,2019-12-25 23:00:00
2019-12-09 13:40:32,335,kaggle,9,2019-12-18 23:00:00
2019-12-09 13:40:32,336,kaggle,3,2019-12-31 23:00:00
2019-12-09 13:40:32,337,kaggle,8,2019-12-15 23:00:00
2019-12-09 13:40:32,338,kaggle,8,2019-12-14 23:00:00
2019-12-09 13:40:32,339,kaggle,6,2019-12-09 23:00:00
2019-12-09 13:40:32,340,kaggle,9,2019-12-21 23:00:00
2019-12-09 13:40:32,341,kaggle,7,2019-12-25 23:00:00
2019-12-09 13:40:32,342,kaggle,10,2019-12-25 23:00:00
2019-12-09 13:40:32,343,kaggle,10,2019-12-12 23:00:00
2019-12-09 13:40:32,344,kaggle,8,2019-12-21 23:00:00
2019-12-09 13:40:32,345,kaggle,6,2019-12-10 23:00:00
2019-12-09 13:40:32,346,kaggle,10,2019-12-15 23:00:00
2019-12-09 13:40:32,347,kaggle,10,2019-12-26 23:00:00
2019-12-09 13:40:32,348,kaggle,8,2019-12-28 23:00:00
2019-12-09 13:40:32,349,kaggle,9,2019-12-25 23:00:00
2019-12-09 13:40:32,350,kaggle,5,2019-12-28 23:00:00
2019-12-09 13:40:32,351,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,352,kaggle,10,2019-12-31 23:00:00
2019-12-09 13:40:32,353,kaggle,10,2019-12-28 23:00:00
2019-12-09 13:40:32,354,kaggle,7,2019-12-31 23:00:00
2019-12-09 13:40:32,355,kaggle,10,2019-12-04 23:00:00
2019-12-09 13:40:32,356,kaggle,5,2019-12-11 23:00:00
2019-12-09 13:40:32,357,kaggle,10,2019-12-06 23:00:00
2019-12-09 13:40:32,358,kaggle,7,2019-12-28 23:00:00
2019-12-09 13:40:32,359,kaggle,3,2019-12-21 23:00:00
2019-12-09 13:40:32,360,kaggle,9,2019-12-31 23:00:00
2019-12-09 13:40:32,361,kaggle,10,2019-12-30 23:00:00
2019-12-09 13:40:32,362,kaggle,9,2019-12-28 23:00:00
2019-12-09 13:40:32,363,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,364,kaggle,6,2019-12-29 23:00:00
2019-12-09 13:40:32,365,kaggle,10,2019-12-29 23:00:00
2019-12-09 13:40:32,366,kaggle,9,2019-12-25 23:00:00
2019-12-09 13:40:32,367,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,368,kaggle,9,2019-12-29 23:00:00
2019-12-09 13:40:32,369,kaggle,7,2019-12-26 23:00:00
2019-12-09 13:40:32,370,kaggle,9,2019-12-27 23:00:00
2019-12-09 13:40:32,371,kaggle,10,2019-12-19 23:00:00
2019-12-09 13:40:32,372,kaggle,2,2019-12-19 23:00:00
2019-12-09 13:40:32,373,kaggle,1,2019-12-24 23:00:00
2019-12-09 13:40:32,374,kaggle,6,2019-12-23 23:00:00
2019-12-09 13:40:32,375,kaggle,7,2019-12-13 23:00:00
2019-12-09 13:40:32,376,kaggle,10,2019-12-23 23:00:00
2019-12-09 13:40:32,377,kaggle,8,2019-12-19 23:00:00
2019-12-09 13:40:32,378,kaggle,8,2019-12-25 23:00:00
2019-12-09 13:40:32,379,kaggle,9,2019-12-20 23:00:00
2019-12-09 13:40:32,380,kaggle,10,2019-12-24 23:00:00
2019-12-09 13:40:32,381,kaggle,9,2019-12-26 23:00:00
2019-12-09 13:40:32,382,kaggle,4,2019-12-27 23:00:00
2019-12-09 13:40:32,383,kaggle,10,2019-12-19 23:00:00
2019-12-09 13:40:32,384,kaggle,5,2019-12-24 23:00:00
2019-12-09 13:40:32,385,kaggle,9,2019-12-20 23:00:00
2019-12-09 13:40:32,386,kaggle,5,2019-12-27 23:00:00
2019-12-09 13:40:32,387,kaggle,2,2019-12-27 23:00:00
2019-12-09 13:40:32,388,kaggle,9,2019-12-27 23:00:00
2019-12-09 13:40:32,389,kaggle,10,2019-12-20 23:00:00
2019-12-09 13:40:32,390,kaggle,7,2019-12-23 23:00:00
2019-12-09 13:40:32,391,kaggle,10,2019-12-29 23:00:00
2019-12-09 13:40:32,392,kaggle,7,2019-12-25 23:00:00
2019-12-09 13:40:32,393,kaggle,10,2019-12-22 23:00:00
2019-12-09 13:40:32,394,kaggle,10,2019-12-26 23:00:00
2019-12-09 13:40:32,395,kaggle,5,2019-12-21 23:00:00
2019-12-09 13:40:32,396,kaggle,7,2019-12-20 23:00:00
2019-12-09 13:40:32,397,kaggle,9,2019-12-18 23:00:00
2019-12-09 13:40:32,398,kaggle,10,2019-12-22 23:00:00
