user_id,teacher_id,LoadDateTimeStamp,RecordSource
127,261,2019-12-09 13:40:32,kaggle
123,262,2019-12-09 13:40:32,kaggle
573,263,2019-12-09 13:40:32,kaggle
618,264,2019-12-09 13:40:32,kaggle
371,265,2019-12-09 13:40:32,kaggle
197,266,2019-12-09 13:40:32,kaggle
748,267,2019-12-09 13:40:32,kaggle
778,268,2019-12-09 13:40:32,kaggle
437,269,2019-12-09 13:40:32,kaggle
503,270,2019-12-09 13:40:32,kaggle
865,271,2019-12-09 13:40:32,kaggle
625,272,2019-12-09 13:40:32,kaggle
691,273,2019-12-09 13:40:32,kaggle
630,274,2019-12-09 13:40:32,kaggle
925,275,2019-12-09 13:40:32,kaggle
385,276,2019-12-09 13:40:32,kaggle
895,277,2019-12-09 13:40:32,kaggle
703,278,2019-12-09 13:40:32,kaggle
773,279,2019-12-09 13:40:32,kaggle
237,280,2019-12-09 13:40:32,kaggle
406,281,2019-12-09 13:40:32,kaggle
665,282,2019-12-09 13:40:32,kaggle
623,283,2019-12-09 13:40:32,kaggle
561,284,2019-12-09 13:40:32,kaggle
83,285,2019-12-09 13:40:32,kaggle
533,286,2019-12-09 13:40:32,kaggle
537,287,2019-12-09 13:40:32,kaggle
887,288,2019-12-09 13:40:32,kaggle
961,289,2019-12-09 13:40:32,kaggle
700,290,2019-12-09 13:40:32,kaggle
243,291,2019-12-09 13:40:32,kaggle
768,292,2019-12-09 13:40:32,kaggle
696,293,2019-12-09 13:40:32,kaggle
442,294,2019-12-09 13:40:32,kaggle
378,295,2019-12-09 13:40:32,kaggle
588,296,2019-12-09 13:40:32,kaggle
403,297,2019-12-09 13:40:32,kaggle
42,298,2019-12-09 13:40:32,kaggle
801,299,2019-12-09 13:40:32,kaggle
767,300,2019-12-09 13:40:32,kaggle
896,301,2019-12-09 13:40:32,kaggle
886,302,2019-12-09 13:40:32,kaggle
182,303,2019-12-09 13:40:32,kaggle
669,304,2019-12-09 13:40:32,kaggle
314,305,2019-12-09 13:40:32,kaggle
997,306,2019-12-09 13:40:32,kaggle
676,307,2019-12-09 13:40:32,kaggle
369,308,2019-12-09 13:40:32,kaggle
175,309,2019-12-09 13:40:32,kaggle
327,310,2019-12-09 13:40:32,kaggle
683,311,2019-12-09 13:40:32,kaggle
830,312,2019-12-09 13:40:32,kaggle
499,313,2019-12-09 13:40:32,kaggle
593,314,2019-12-09 13:40:32,kaggle
459,315,2019-12-09 13:40:32,kaggle
885,316,2019-12-09 13:40:32,kaggle
716,317,2019-12-09 13:40:32,kaggle
909,318,2019-12-09 13:40:32,kaggle
527,319,2019-12-09 13:40:32,kaggle
637,320,2019-12-09 13:40:32,kaggle
38,321,2019-12-09 13:40:32,kaggle
437,322,2019-12-09 13:40:32,kaggle
648,323,2019-12-09 13:40:32,kaggle
83,324,2019-12-09 13:40:32,kaggle
948,325,2019-12-09 13:40:32,kaggle
528,326,2019-12-09 13:40:32,kaggle
796,327,2019-12-09 13:40:32,kaggle
554,328,2019-12-09 13:40:32,kaggle
836,329,2019-12-09 13:40:32,kaggle
346,330,2019-12-09 13:40:32,kaggle
948,331,2019-12-09 13:40:32,kaggle
697,332,2019-12-09 13:40:32,kaggle
231,333,2019-12-09 13:40:32,kaggle
249,334,2019-12-09 13:40:32,kaggle
458,335,2019-12-09 13:40:32,kaggle
408,336,2019-12-09 13:40:32,kaggle
900,337,2019-12-09 13:40:32,kaggle
745,338,2019-12-09 13:40:32,kaggle
886,339,2019-12-09 13:40:32,kaggle
820,340,2019-12-09 13:40:32,kaggle
377,341,2019-12-09 13:40:32,kaggle
865,342,2019-12-09 13:40:32,kaggle
1,343,2019-12-09 13:40:32,kaggle
509,344,2019-12-09 13:40:32,kaggle
884,345,2019-12-09 13:40:32,kaggle
418,346,2019-12-09 13:40:32,kaggle
888,347,2019-12-09 13:40:32,kaggle
648,348,2019-12-09 13:40:32,kaggle
874,349,2019-12-09 13:40:32,kaggle
6,350,2019-12-09 13:40:32,kaggle
612,351,2019-12-09 13:40:32,kaggle
709,352,2019-12-09 13:40:32,kaggle
427,353,2019-12-09 13:40:32,kaggle
823,354,2019-12-09 13:40:32,kaggle
455,355,2019-12-09 13:40:32,kaggle
22,356,2019-12-09 13:40:32,kaggle
176,357,2019-12-09 13:40:32,kaggle
43,358,2019-12-09 13:40:32,kaggle
512,359,2019-12-09 13:40:32,kaggle
464,360,2019-12-09 13:40:32,kaggle
218,361,2019-12-09 13:40:32,kaggle
559,362,2019-12-09 13:40:32,kaggle
720,363,2019-12-09 13:40:32,kaggle
527,364,2019-12-09 13:40:32,kaggle
690,365,2019-12-09 13:40:32,kaggle
519,366,2019-12-09 13:40:32,kaggle
735,367,2019-12-09 13:40:32,kaggle
818,368,2019-12-09 13:40:32,kaggle
454,369,2019-12-09 13:40:32,kaggle
123,370,2019-12-09 13:40:32,kaggle
549,371,2019-12-09 13:40:32,kaggle
872,372,2019-12-09 13:40:32,kaggle
55,373,2019-12-09 13:40:32,kaggle
648,374,2019-12-09 13:40:32,kaggle
966,375,2019-12-09 13:40:32,kaggle
125,376,2019-12-09 13:40:32,kaggle
351,377,2019-12-09 13:40:32,kaggle
357,378,2019-12-09 13:40:32,kaggle
239,379,2019-12-09 13:40:32,kaggle
994,380,2019-12-09 13:40:32,kaggle
35,381,2019-12-09 13:40:32,kaggle
249,382,2019-12-09 13:40:32,kaggle
927,383,2019-12-09 13:40:32,kaggle
144,384,2019-12-09 13:40:32,kaggle
415,385,2019-12-09 13:40:32,kaggle
721,386,2019-12-09 13:40:32,kaggle
457,387,2019-12-09 13:40:32,kaggle
411,388,2019-12-09 13:40:32,kaggle
484,389,2019-12-09 13:40:32,kaggle
5,390,2019-12-09 13:40:32,kaggle
445,391,2019-12-09 13:40:32,kaggle
261,392,2019-12-09 13:40:32,kaggle
848,393,2019-12-09 13:40:32,kaggle
436,394,2019-12-09 13:40:32,kaggle
913,395,2019-12-09 13:40:32,kaggle
272,396,2019-12-09 13:40:32,kaggle
586,397,2019-12-09 13:40:32,kaggle
470,398,2019-12-09 13:40:32,kaggle
816,399,2019-12-09 13:40:32,kaggle
526,400,2019-12-09 13:40:32,kaggle
756,401,2019-12-09 13:40:32,kaggle
598,402,2019-12-09 13:40:32,kaggle
162,403,2019-12-09 13:40:32,kaggle
605,404,2019-12-09 13:40:32,kaggle
699,405,2019-12-09 13:40:32,kaggle
321,406,2019-12-09 13:40:32,kaggle
59,407,2019-12-09 13:40:32,kaggle
327,408,2019-12-09 13:40:32,kaggle
438,409,2019-12-09 13:40:32,kaggle
106,410,2019-12-09 13:40:32,kaggle
827,411,2019-12-09 13:40:32,kaggle
697,412,2019-12-09 13:40:32,kaggle
150,413,2019-12-09 13:40:32,kaggle
747,414,2019-12-09 13:40:32,kaggle
717,415,2019-12-09 13:40:32,kaggle
108,416,2019-12-09 13:40:32,kaggle
874,417,2019-12-09 13:40:32,kaggle
949,418,2019-12-09 13:40:32,kaggle
442,419,2019-12-09 13:40:32,kaggle
377,420,2019-12-09 13:40:32,kaggle
618,421,2019-12-09 13:40:32,kaggle
16,422,2019-12-09 13:40:32,kaggle
294,423,2019-12-09 13:40:32,kaggle
761,424,2019-12-09 13:40:32,kaggle
723,425,2019-12-09 13:40:32,kaggle
451,426,2019-12-09 13:40:32,kaggle
243,427,2019-12-09 13:40:32,kaggle
988,428,2019-12-09 13:40:32,kaggle
662,429,2019-12-09 13:40:32,kaggle
908,430,2019-12-09 13:40:32,kaggle
581,431,2019-12-09 13:40:32,kaggle
905,432,2019-12-09 13:40:32,kaggle
661,433,2019-12-09 13:40:32,kaggle
365,434,2019-12-09 13:40:32,kaggle
429,435,2019-12-09 13:40:32,kaggle
139,436,2019-12-09 13:40:32,kaggle
570,437,2019-12-09 13:40:32,kaggle
319,438,2019-12-09 13:40:32,kaggle
498,439,2019-12-09 13:40:32,kaggle
804,440,2019-12-09 13:40:32,kaggle
582,441,2019-12-09 13:40:32,kaggle
930,442,2019-12-09 13:40:32,kaggle
879,443,2019-12-09 13:40:32,kaggle
97,444,2019-12-09 13:40:32,kaggle
919,445,2019-12-09 13:40:32,kaggle
37,446,2019-12-09 13:40:32,kaggle
540,447,2019-12-09 13:40:32,kaggle
292,448,2019-12-09 13:40:32,kaggle
626,449,2019-12-09 13:40:32,kaggle
45,450,2019-12-09 13:40:32,kaggle
855,451,2019-12-09 13:40:32,kaggle
323,452,2019-12-09 13:40:32,kaggle
658,453,2019-12-09 13:40:32,kaggle
298,454,2019-12-09 13:40:32,kaggle
260,455,2019-12-09 13:40:32,kaggle
832,456,2019-12-09 13:40:32,kaggle
46,457,2019-12-09 13:40:32,kaggle
267,458,2019-12-09 13:40:32,kaggle
898,459,2019-12-09 13:40:32,kaggle
