user_id,student_id,LoadDateTimeStamp,RecordSource
38,299,2019-12-09 13:40:32,kaggle
10,300,2019-12-09 13:40:32,kaggle
295,301,2019-12-09 13:40:32,kaggle
616,302,2019-12-09 13:40:32,kaggle
16,303,2019-12-09 13:40:32,kaggle
947,304,2019-12-09 13:40:32,kaggle
533,305,2019-12-09 13:40:32,kaggle
954,306,2019-12-09 13:40:32,kaggle
994,307,2019-12-09 13:40:32,kaggle
4,308,2019-12-09 13:40:32,kaggle
72,309,2019-12-09 13:40:32,kaggle
509,310,2019-12-09 13:40:32,kaggle
422,311,2019-12-09 13:40:32,kaggle
959,312,2019-12-09 13:40:32,kaggle
482,313,2019-12-09 13:40:32,kaggle
348,314,2019-12-09 13:40:32,kaggle
870,315,2019-12-09 13:40:32,kaggle
386,316,2019-12-09 13:40:32,kaggle
132,317,2019-12-09 13:40:32,kaggle
833,318,2019-12-09 13:40:32,kaggle
276,319,2019-12-09 13:40:32,kaggle
105,320,2019-12-09 13:40:32,kaggle
570,321,2019-12-09 13:40:32,kaggle
192,322,2019-12-09 13:40:32,kaggle
995,323,2019-12-09 13:40:32,kaggle
753,324,2019-12-09 13:40:32,kaggle
556,325,2019-12-09 13:40:32,kaggle
341,326,2019-12-09 13:40:32,kaggle
929,327,2019-12-09 13:40:32,kaggle
501,328,2019-12-09 13:40:32,kaggle
756,329,2019-12-09 13:40:32,kaggle
942,330,2019-12-09 13:40:32,kaggle
781,331,2019-12-09 13:40:32,kaggle
486,332,2019-12-09 13:40:32,kaggle
973,333,2019-12-09 13:40:32,kaggle
884,334,2019-12-09 13:40:32,kaggle
550,335,2019-12-09 13:40:32,kaggle
12,336,2019-12-09 13:40:32,kaggle
315,337,2019-12-09 13:40:32,kaggle
249,338,2019-12-09 13:40:32,kaggle
477,339,2019-12-09 13:40:32,kaggle
363,340,2019-12-09 13:40:32,kaggle
734,341,2019-12-09 13:40:32,kaggle
425,342,2019-12-09 13:40:32,kaggle
709,343,2019-12-09 13:40:32,kaggle
221,344,2019-12-09 13:40:32,kaggle
711,345,2019-12-09 13:40:32,kaggle
962,346,2019-12-09 13:40:32,kaggle
338,347,2019-12-09 13:40:32,kaggle
218,348,2019-12-09 13:40:32,kaggle
738,349,2019-12-09 13:40:32,kaggle
1000,350,2019-12-09 13:40:32,kaggle
407,351,2019-12-09 13:40:32,kaggle
39,352,2019-12-09 13:40:32,kaggle
72,353,2019-12-09 13:40:32,kaggle
527,354,2019-12-09 13:40:32,kaggle
319,355,2019-12-09 13:40:32,kaggle
447,356,2019-12-09 13:40:32,kaggle
510,357,2019-12-09 13:40:32,kaggle
341,358,2019-12-09 13:40:32,kaggle
655,359,2019-12-09 13:40:32,kaggle
405,360,2019-12-09 13:40:32,kaggle
584,361,2019-12-09 13:40:32,kaggle
203,362,2019-12-09 13:40:32,kaggle
964,363,2019-12-09 13:40:32,kaggle
413,364,2019-12-09 13:40:32,kaggle
139,365,2019-12-09 13:40:32,kaggle
177,366,2019-12-09 13:40:32,kaggle
195,367,2019-12-09 13:40:32,kaggle
174,368,2019-12-09 13:40:32,kaggle
586,369,2019-12-09 13:40:32,kaggle
904,370,2019-12-09 13:40:32,kaggle
946,371,2019-12-09 13:40:32,kaggle
154,372,2019-12-09 13:40:32,kaggle
487,373,2019-12-09 13:40:32,kaggle
911,374,2019-12-09 13:40:32,kaggle
519,375,2019-12-09 13:40:32,kaggle
80,376,2019-12-09 13:40:32,kaggle
839,377,2019-12-09 13:40:32,kaggle
122,378,2019-12-09 13:40:32,kaggle
999,379,2019-12-09 13:40:32,kaggle
620,380,2019-12-09 13:40:32,kaggle
706,381,2019-12-09 13:40:32,kaggle
411,382,2019-12-09 13:40:32,kaggle
923,383,2019-12-09 13:40:32,kaggle
80,384,2019-12-09 13:40:32,kaggle
826,385,2019-12-09 13:40:32,kaggle
444,386,2019-12-09 13:40:32,kaggle
35,387,2019-12-09 13:40:32,kaggle
806,388,2019-12-09 13:40:32,kaggle
747,389,2019-12-09 13:40:32,kaggle
421,390,2019-12-09 13:40:32,kaggle
646,391,2019-12-09 13:40:32,kaggle
968,392,2019-12-09 13:40:32,kaggle
352,393,2019-12-09 13:40:32,kaggle
287,394,2019-12-09 13:40:32,kaggle
740,395,2019-12-09 13:40:32,kaggle
240,396,2019-12-09 13:40:32,kaggle
554,397,2019-12-09 13:40:32,kaggle
509,398,2019-12-09 13:40:32,kaggle
566,399,2019-12-09 13:40:32,kaggle
914,400,2019-12-09 13:40:32,kaggle
693,401,2019-12-09 13:40:32,kaggle
896,402,2019-12-09 13:40:32,kaggle
211,403,2019-12-09 13:40:32,kaggle
2,404,2019-12-09 13:40:32,kaggle
580,405,2019-12-09 13:40:32,kaggle
831,406,2019-12-09 13:40:32,kaggle
807,407,2019-12-09 13:40:32,kaggle
732,408,2019-12-09 13:40:32,kaggle
5,409,2019-12-09 13:40:32,kaggle
67,410,2019-12-09 13:40:32,kaggle
998,411,2019-12-09 13:40:32,kaggle
793,412,2019-12-09 13:40:32,kaggle
362,413,2019-12-09 13:40:32,kaggle
162,414,2019-12-09 13:40:32,kaggle
327,415,2019-12-09 13:40:32,kaggle
653,416,2019-12-09 13:40:32,kaggle
226,417,2019-12-09 13:40:32,kaggle
317,418,2019-12-09 13:40:32,kaggle
345,419,2019-12-09 13:40:32,kaggle
791,420,2019-12-09 13:40:32,kaggle
47,421,2019-12-09 13:40:32,kaggle
668,422,2019-12-09 13:40:32,kaggle
459,423,2019-12-09 13:40:32,kaggle
309,424,2019-12-09 13:40:32,kaggle
676,425,2019-12-09 13:40:32,kaggle
891,426,2019-12-09 13:40:32,kaggle
520,427,2019-12-09 13:40:32,kaggle
18,428,2019-12-09 13:40:32,kaggle
797,429,2019-12-09 13:40:32,kaggle
552,430,2019-12-09 13:40:32,kaggle
512,431,2019-12-09 13:40:32,kaggle
71,432,2019-12-09 13:40:32,kaggle
775,433,2019-12-09 13:40:32,kaggle
194,434,2019-12-09 13:40:32,kaggle
974,435,2019-12-09 13:40:32,kaggle
107,436,2019-12-09 13:40:32,kaggle
29,437,2019-12-09 13:40:32,kaggle
70,438,2019-12-09 13:40:32,kaggle
531,439,2019-12-09 13:40:32,kaggle
357,440,2019-12-09 13:40:32,kaggle
510,441,2019-12-09 13:40:32,kaggle
195,442,2019-12-09 13:40:32,kaggle
771,443,2019-12-09 13:40:32,kaggle
16,444,2019-12-09 13:40:32,kaggle
763,445,2019-12-09 13:40:32,kaggle
523,446,2019-12-09 13:40:32,kaggle
343,447,2019-12-09 13:40:32,kaggle
231,448,2019-12-09 13:40:32,kaggle
542,449,2019-12-09 13:40:32,kaggle
951,450,2019-12-09 13:40:32,kaggle
768,451,2019-12-09 13:40:32,kaggle
634,452,2019-12-09 13:40:32,kaggle
209,453,2019-12-09 13:40:32,kaggle
860,454,2019-12-09 13:40:32,kaggle
653,455,2019-12-09 13:40:32,kaggle
722,456,2019-12-09 13:40:32,kaggle
712,457,2019-12-09 13:40:32,kaggle
727,458,2019-12-09 13:40:32,kaggle
335,459,2019-12-09 13:40:32,kaggle
394,460,2019-12-09 13:40:32,kaggle
175,461,2019-12-09 13:40:32,kaggle
210,462,2019-12-09 13:40:32,kaggle
244,463,2019-12-09 13:40:32,kaggle
635,464,2019-12-09 13:40:32,kaggle
513,465,2019-12-09 13:40:32,kaggle
262,466,2019-12-09 13:40:32,kaggle
369,467,2019-12-09 13:40:32,kaggle
99,468,2019-12-09 13:40:32,kaggle
138,469,2019-12-09 13:40:32,kaggle
889,470,2019-12-09 13:40:32,kaggle
735,471,2019-12-09 13:40:32,kaggle
985,472,2019-12-09 13:40:32,kaggle
401,473,2019-12-09 13:40:32,kaggle
221,474,2019-12-09 13:40:32,kaggle
798,475,2019-12-09 13:40:32,kaggle
745,476,2019-12-09 13:40:32,kaggle
130,477,2019-12-09 13:40:32,kaggle
858,478,2019-12-09 13:40:32,kaggle
299,479,2019-12-09 13:40:32,kaggle
564,480,2019-12-09 13:40:32,kaggle
434,481,2019-12-09 13:40:32,kaggle
275,482,2019-12-09 13:40:32,kaggle
25,483,2019-12-09 13:40:32,kaggle
233,484,2019-12-09 13:40:32,kaggle
838,485,2019-12-09 13:40:32,kaggle
12,486,2019-12-09 13:40:32,kaggle
397,487,2019-12-09 13:40:32,kaggle
477,488,2019-12-09 13:40:32,kaggle
378,489,2019-12-09 13:40:32,kaggle
50,490,2019-12-09 13:40:32,kaggle
904,491,2019-12-09 13:40:32,kaggle
688,492,2019-12-09 13:40:32,kaggle
747,493,2019-12-09 13:40:32,kaggle
241,494,2019-12-09 13:40:32,kaggle
201,495,2019-12-09 13:40:32,kaggle
511,496,2019-12-09 13:40:32,kaggle
615,497,2019-12-09 13:40:32,kaggle
648,498,2019-12-09 13:40:32,kaggle
638,499,2019-12-09 13:40:32,kaggle
523,500,2019-12-09 13:40:32,kaggle
643,501,2019-12-09 13:40:32,kaggle
218,502,2019-12-09 13:40:32,kaggle
576,503,2019-12-09 13:40:32,kaggle
857,504,2019-12-09 13:40:32,kaggle
567,505,2019-12-09 13:40:32,kaggle
374,506,2019-12-09 13:40:32,kaggle
460,507,2019-12-09 13:40:32,kaggle
695,508,2019-12-09 13:40:32,kaggle
919,509,2019-12-09 13:40:32,kaggle
927,510,2019-12-09 13:40:32,kaggle
375,511,2019-12-09 13:40:32,kaggle
538,512,2019-12-09 13:40:32,kaggle
699,513,2019-12-09 13:40:32,kaggle
361,514,2019-12-09 13:40:32,kaggle
832,515,2019-12-09 13:40:32,kaggle
3,516,2019-12-09 13:40:32,kaggle
683,517,2019-12-09 13:40:32,kaggle
19,518,2019-12-09 13:40:32,kaggle
377,519,2019-12-09 13:40:32,kaggle
129,520,2019-12-09 13:40:32,kaggle
939,521,2019-12-09 13:40:32,kaggle
586,522,2019-12-09 13:40:32,kaggle
74,523,2019-12-09 13:40:32,kaggle
850,524,2019-12-09 13:40:32,kaggle
719,525,2019-12-09 13:40:32,kaggle
839,526,2019-12-09 13:40:32,kaggle
448,527,2019-12-09 13:40:32,kaggle
456,528,2019-12-09 13:40:32,kaggle
9,529,2019-12-09 13:40:32,kaggle
953,530,2019-12-09 13:40:32,kaggle
635,531,2019-12-09 13:40:32,kaggle
611,532,2019-12-09 13:40:32,kaggle
148,533,2019-12-09 13:40:32,kaggle
646,534,2019-12-09 13:40:32,kaggle
240,535,2019-12-09 13:40:32,kaggle
709,536,2019-12-09 13:40:32,kaggle
201,537,2019-12-09 13:40:32,kaggle
517,538,2019-12-09 13:40:32,kaggle
481,539,2019-12-09 13:40:32,kaggle
28,540,2019-12-09 13:40:32,kaggle
462,541,2019-12-09 13:40:32,kaggle
324,542,2019-12-09 13:40:32,kaggle
204,543,2019-12-09 13:40:32,kaggle
13,544,2019-12-09 13:40:32,kaggle
933,545,2019-12-09 13:40:32,kaggle
882,546,2019-12-09 13:40:32,kaggle
784,547,2019-12-09 13:40:32,kaggle
89,548,2019-12-09 13:40:32,kaggle
743,549,2019-12-09 13:40:32,kaggle
111,550,2019-12-09 13:40:32,kaggle
626,551,2019-12-09 13:40:32,kaggle
208,552,2019-12-09 13:40:32,kaggle
46,553,2019-12-09 13:40:32,kaggle
453,554,2019-12-09 13:40:32,kaggle
627,555,2019-12-09 13:40:32,kaggle
438,556,2019-12-09 13:40:32,kaggle
899,557,2019-12-09 13:40:32,kaggle
45,558,2019-12-09 13:40:32,kaggle
487,559,2019-12-09 13:40:32,kaggle
797,560,2019-12-09 13:40:32,kaggle
78,561,2019-12-09 13:40:32,kaggle
248,562,2019-12-09 13:40:32,kaggle
877,563,2019-12-09 13:40:32,kaggle
396,564,2019-12-09 13:40:32,kaggle
828,565,2019-12-09 13:40:32,kaggle
433,566,2019-12-09 13:40:32,kaggle
59,567,2019-12-09 13:40:32,kaggle
416,568,2019-12-09 13:40:32,kaggle
294,569,2019-12-09 13:40:32,kaggle
231,570,2019-12-09 13:40:32,kaggle
314,571,2019-12-09 13:40:32,kaggle
440,572,2019-12-09 13:40:32,kaggle
413,573,2019-12-09 13:40:32,kaggle
399,574,2019-12-09 13:40:32,kaggle
48,575,2019-12-09 13:40:32,kaggle
714,576,2019-12-09 13:40:32,kaggle
150,577,2019-12-09 13:40:32,kaggle
765,578,2019-12-09 13:40:32,kaggle
862,579,2019-12-09 13:40:32,kaggle
970,580,2019-12-09 13:40:32,kaggle
367,581,2019-12-09 13:40:32,kaggle
930,582,2019-12-09 13:40:32,kaggle
280,583,2019-12-09 13:40:32,kaggle
250,584,2019-12-09 13:40:32,kaggle
686,585,2019-12-09 13:40:32,kaggle
900,586,2019-12-09 13:40:32,kaggle
1,587,2019-12-09 13:40:32,kaggle
523,588,2019-12-09 13:40:32,kaggle
749,589,2019-12-09 13:40:32,kaggle
201,590,2019-12-09 13:40:32,kaggle
286,591,2019-12-09 13:40:32,kaggle
724,592,2019-12-09 13:40:32,kaggle
833,593,2019-12-09 13:40:32,kaggle
132,594,2019-12-09 13:40:32,kaggle
802,595,2019-12-09 13:40:32,kaggle
336,596,2019-12-09 13:40:32,kaggle
362,597,2019-12-09 13:40:32,kaggle
937,598,2019-12-09 13:40:32,kaggle
288,599,2019-12-09 13:40:32,kaggle
958,600,2019-12-09 13:40:32,kaggle
178,601,2019-12-09 13:40:32,kaggle
689,602,2019-12-09 13:40:32,kaggle
429,603,2019-12-09 13:40:32,kaggle
223,604,2019-12-09 13:40:32,kaggle
679,605,2019-12-09 13:40:32,kaggle
435,606,2019-12-09 13:40:32,kaggle
535,607,2019-12-09 13:40:32,kaggle
805,608,2019-12-09 13:40:32,kaggle
95,609,2019-12-09 13:40:32,kaggle
764,610,2019-12-09 13:40:32,kaggle
365,611,2019-12-09 13:40:32,kaggle
224,612,2019-12-09 13:40:32,kaggle
690,613,2019-12-09 13:40:32,kaggle
820,614,2019-12-09 13:40:32,kaggle
713,615,2019-12-09 13:40:32,kaggle
997,616,2019-12-09 13:40:32,kaggle
28,617,2019-12-09 13:40:32,kaggle
484,618,2019-12-09 13:40:32,kaggle
406,619,2019-12-09 13:40:32,kaggle
103,620,2019-12-09 13:40:32,kaggle
676,621,2019-12-09 13:40:32,kaggle
424,622,2019-12-09 13:40:32,kaggle
246,623,2019-12-09 13:40:32,kaggle
538,624,2019-12-09 13:40:32,kaggle
464,625,2019-12-09 13:40:32,kaggle
683,626,2019-12-09 13:40:32,kaggle
756,627,2019-12-09 13:40:32,kaggle
3,628,2019-12-09 13:40:32,kaggle
91,629,2019-12-09 13:40:32,kaggle
606,630,2019-12-09 13:40:32,kaggle
803,631,2019-12-09 13:40:32,kaggle
961,632,2019-12-09 13:40:32,kaggle
618,633,2019-12-09 13:40:32,kaggle
